Player,Country,Team,Assists,Season
Alexis Mac Allister,Argentina,Brighton & Hove Albion,2,2021-2022
Sadio Mané,Senegal,Liverpool FC,2,2021-2022
Manquillo,Spain,Newcastle United,2,2021-2022
Solly March,England,Brighton & Hove Albion,2,2021-2022
Neal Maupay,France,Brighton & Hove Albion,2,2021-2022
Tyrick Mitchell,England,Crystal Palace,2,2021-2022
Jacob Murphy,England,Newcastle United,2,2021-2022
Mathias Normann,Norway,Norwich City,2,2021-2022
Oriol Romeu,Spain,Southampton FC,2,2021-2022
Nicolas Pépé,Ivory Coast,Arsenal FC,2,2021-2022
Christian Pulišić,USA,Chelsea FC,2,2021-2022
Marcus Rashford,England,Manchester United,2,2021-2022
Milot Rashica,Kosovo,Norwich City,2,2021-2022
Matt Ritchie,Scotland,Newcastle United,2,2021-2022
Rodri,Spain,Manchester City,2,2021-2022
Jay Rodriguez,England,Burnley FC,2,2021-2022
Rúben Neves,Portugal,Wolverhampton Wanderers,2,2021-2022
Ismaïla Sarr,Senegal,Watford FC,2,2021-2022
Fabian Schär,Switzerland,Newcastle United,2,2021-2022
Sergi Canós,Spain,Brentford FC,2,2021-2022
Ryan Sessegnon,England,Tottenham Hotspur,2,2021-2022
Emile Smith Rowe,England,Arsenal FC,2,2021-2022
James Tarkowski,England,Burnley FC,2,2021-2022
Andros Townsend,England,Everton FC,2,2021-2022
Kostas Tsimikas,Greece,Liverpool FC,2,2021-2022
Jamie Vardy,England,Leicester City,2,2021-2022
Kyle Walker,England,Manchester City,2,2021-2022
Kyle Walker-Peters,England,Southampton FC,2,2021-2022
Ollie Watkins,England,Aston Villa,2,2021-2022
Danny Welbeck,England,Brighton & Hove Albion,2,2021-2022
Granit Xhaka,Switzerland,Arsenal FC,2,2021-2022
Ashley Young,England,Aston Villa,2,2021-2022
Alisson Becker,Brazil,Liverpool FC,1,2021-2022
André Gomes,Portugal,Everton FC,1,2021-2022
Pierre-Emerick Aubameyang,Gabon,Arsenal FC,1,2021-2022
Christian Benteke,Belgium,Crystal Palace,1,2021-2022
Steven Bergwijn,Netherlands,Tottenham Hotspur,1,2021-2022
Bruno Guimarães,Brazil,Newcastle United,1,2021-2022
Dan Burn,England,Newcastle United,1,2021-2022
Moisés Caicedo,Ecuador,Brighton & Hove Albion,1,2021-2022
Craig Cathcart,Northern Ireland,Watford FC,1,2021-2022
Édinson Cavani,Uruguay,Manchester United,1,2021-2022
Cédric,Portugal,Arsenal FC,1,2021-2022
Trevoh Chalobah,England,Chelsea FC,1,2021-2022
Ben Chilwell,England,Chelsea FC,1,2021-2022
Carney Chukwuemeka,England,Aston Villa,1,2021-2022
Ciaran Clark,Ireland,Newcastle United,1,2021-2022
Nathaniel Clyne,England,Crystal Palace,1,2021-2022
Liam Cooper,Scotland,Leeds United,1,2021-2022
Maxwel Cornet,Ivory Coast,Burnley FC,1,2021-2022
Cucurella,Spain,Brighton & Hove Albion,1,2021-2022
Stuart Dallas,Northern Ireland,Leeds United,1,2021-2022
Ben Davies,Wales,Tottenham Hotspur,1,2021-2022
Issa Diop,France,West Ham United,1,2021-2022
Kieran Dowell,England,Norwich City,1,2021-2022
Anwar el Ghazi,Netherlands,Everton FC,1,2021-2022
Emerson Royal,Brazil,Tottenham Hotspur,1,2021-2022
Jonny Evans,Northern Ireland,Leicester City,1,2021-2022
Eberechi Eze,England,Crystal Palace,1,2021-2022
Fabinho,Brazil,Liverpool FC,1,2021-2022
Fernandinho,Brazil,Manchester City,1,2021-2022
Ferran Torres,Spain,Manchester City,1,2021-2022
Adam Forshaw,England,Leeds United,1,2021-2022
Marcus Forss,Finland,Brentford FC,1,2021-2022
Ben Foster,England,Watford FC,1,2021-2022
Saman Ghoddos,Iran,Brentford FC,1,2021-2022
Dimitris Giannoulis,Greece,Norwich City,1,2021-2022
Billy Gilmour,Scotland,Norwich City,1,2021-2022
Joe Gomez,England,Liverpool FC,1,2021-2022
Mason Greenwood,England,Manchester United,1,2021-2022
Jóhann Guðmundsson,Iceland,Burnley FC,1,2021-2022
Marc Guéhi,England,Crystal Palace,1,2021-2022
Jack Harrison,England,Leeds United,1,2021-2022
Mason Holgate,England,Everton FC,1,2021-2022
Will Hughes,England,Crystal Palace,1,2021-2022
Hee-chan Hwang,South Korea,Wolverhampton Wanderers,1,2021-2022
Adam Idah,Ireland,Norwich City,1,2021-2022
Pontus Jansson,Sweden,Brentford FC,1,2021-2022
Mathias Jensen,Denmark,Brentford FC,1,2021-2022
João Moutinho,Portugal,Wolverhampton Wanderers,1,2021-2022
João Pedro,Brazil,Watford FC,1,2021-2022
Joelinton,Brazil,Newcastle United,1,2021-2022
Curtis Jones,England,Liverpool FC,1,2021-2022
José Sá,Portugal,Wolverhampton Wanderers,1,2021-2022
Naby Keïta,Guinea,Liverpool FC,1,2021-2022
Kenedy,Brazil,Chelsea FC,1,2021-2022
Jonjoe Kenny,England,Everton FC,1,2021-2022
Cheikhou Kouyaté,Senegal,Crystal Palace,1,2021-2022
Emil Krafth,Sweden,Newcastle United,1,2021-2022
Juraj Kucka,Slovakia,Watford FC,1,2021-2022
Adam Lallana,England,Brighton & Hove Albion,1,2021-2022
Tino Livramento,England,Southampton FC,1,2021-2022
Sean Longstaff,England,Newcastle United,1,2021-2022
Adam Masina,Morocco,Watford FC,1,2021-2022
Arthur Masuaku,Congo DR,West Ham United,1,2021-2022
Jean-Philippe Mateta,France,Crystal Palace,1,2021-2022
Dwight McNeil,England,Burnley FC,1,2021-2022
Scott McTominay,Scotland,Manchester United,1,2021-2022
James Milner,England,Liverpool FC,1,2021-2022
Tanguy Ndombèlé,France,Tottenham Hotspur,1,2021-2022
Nélson Semedo,Portugal,Wolverhampton Wanderers,1,2021-2022
Eddie Nketiah,England,Arsenal FC,1,2021-2022
Nuno Tavares,Portugal,Arsenal FC,1,2021-2022
Alex Oxlade-Chamberlain,England,Liverpool FC,1,2021-2022
Thomas Partey,Ghana,Arsenal FC,1,2021-2022
Pedro Neto,Portugal,Wolverhampton Wanderers,1,2021-2022
Romain Perraud,France,Southampton FC,1,2021-2022
Kalvin Phillips,England,Leeds United,1,2021-2022
Erik Pieters,Netherlands,Burnley FC,1,2021-2022
Ethan Pinnock,Jamaica,Brentford FC,1,2021-2022
Jacob Ramsey,England,Aston Villa,1,2021-2022
Connor Roberts,Wales,Burnley FC,1,2021-2022
Tyler Roberts,Wales,Leeds United,1,2021-2022
Rodrigo,Spain,Leeds United,1,2021-2022
Mads Roerslev,Denmark,Brentford FC,1,2021-2022
Salomón Rondón,Venezuela,Everton FC,1,2021-2022
Jonathan Rowe,England,Norwich City,1,2021-2022
Josh Sargent,USA,Norwich City,1,2021-2022
Jeffrey Schlupp,Ghana,Crystal Palace,1,2021-2022
Jonjo Shelvey,England,Newcastle United,1,2021-2022
Moussa Sissoko,France,Watford FC,1,2021-2022
Tomáš Souček,Czech Republic,West Ham United,1,2021-2022
Boubakary Soumaré,France,Leicester City,1,2021-2022
Matt Targett,England,Newcastle United,1,2021-2022
Nathan Tella,England,Southampton FC,1,2021-2022
Luke Thomas,England,Leicester City,1,2021-2022
Takehiro Tomiyasu,Japan,Arsenal FC,1,2021-2022
Trincão,Portugal,Wolverhampton Wanderers,1,2021-2022
Virgil van Dijk,Netherlands,Liverpool FC,1,2021-2022
Raphaël Varane,France,Manchester United,1,2021-2022
Joël Veltman,Netherlands,Brighton & Hove Albion,1,2021-2022
Timo Werner,Germany,Chelsea FC,1,2021-2022
Brandon Williams,England,Norwich City,1,2021-2022
Neco Williams,Wales,Liverpool FC,1,2021-2022
Harry Winks,England,Tottenham Hotspur,1,2021-2022
Yoane Wissa,Congo DR,Brentford FC,1,2021-2022
Wilfried Zaha,Ivory Coast,Crystal Palace,1,2021-2022
