Player,Country,Team,Assists,Season
Alexis Mac Allister,Argentina,Brighton & Hove Albion,2,2022-2023
Sékou Mara,France,Southampton FC,2,2022-2023
Marc Roca,Spain,Leeds United,2,2022-2023
Anthony Martial,France,Manchester United,2,2022-2023
Tyrone Mings,England,Aston Villa,2,2022-2023
Tyrick Mitchell,England,Crystal Palace,2,2022-2023
Mason Mount,England,Chelsea FC,2,2022-2023
Mykhaylo Mudryk,Ukraine,Chelsea FC,2,2022-2023
Jacob Murphy,England,Newcastle United,2,2022-2023
Reiss Nelson,England,Arsenal FC,2,2022-2023
Amadou Onana,Belgium,Everton FC,2,2022-2023
Frank Onyeka,Nigeria,Brentford FC,2,2022-2023
Romain Perraud,France,Southampton FC,2,2022-2023
Luke Shaw,England,Manchester United,2,2022-2023
Emile Smith Rowe,England,Arsenal FC,2,2022-2023
John Stones,England,Manchester City,2,2022-2023
Crysencio Summerville,Netherlands,Leeds United,2,2022-2023
Thiago Silva,Brazil,Chelsea FC,2,2022-2023
Youri Tielemans,Belgium,Leicester City,2,2022-2023
Theo Walcott,England,Southampton FC,2,2022-2023
Ryan Yates,England,Nottingham Forest,2,2022-2023
Wilfried Zaha,Ivory Coast,Crystal Palace,2,2022-2023
Oleksandr Zinchenko,Ukraine,Arsenal FC,2,2022-2023
Adama Traoré,Spain,Wolverhampton Wanderers,1,2022-2023
Manuel Akanji,Switzerland,Manchester City,1,2022-2023
Alisson Becker,Brazil,Liverpool FC,1,2022-2023
Elliot Anderson,Scotland,Newcastle United,1,2022-2023
Jaidon Anthony,England,AFC Bournemouth,1,2022-2023
Adam Armstrong,England,Southampton FC,1,2022-2023
Stuart Armstrong,Scotland,Southampton FC,1,2022-2023
Taiwo Awoniyi,Nigeria,Nottingham Forest,1,2022-2023
Luke Ayling,England,Leeds United,1,2022-2023
Ayoze Pérez,Spain,Leicester City,1,2022-2023
Patrick Bamford,England,Leeds United,1,2022-2023
Shandon Baptiste,Grenada,Brentford FC,1,2022-2023
Harvey Barnes,England,Leicester City,1,2022-2023
Philip Billing,Denmark,AFC Bournemouth,1,2022-2023
Willy Boly,Ivory Coast,Wolverhampton Wanderers,1,2022-2023
Bryan Gil,Spain,Tottenham Hotspur,1,2022-2023
Facundo Buonanotte,Argentina,Brighton & Hove Albion,1,2022-2023
Moisés Caicedo,Ecuador,Brighton & Hove Albion,1,2022-2023
Dominic Calvert-Lewin,England,Everton FC,1,2022-2023
Matty Cash,Poland,Aston Villa,1,2022-2023
Ryan Christie,Scotland,AFC Bournemouth,1,2022-2023
Conor Coady,England,Wolverhampton Wanderers,1,2022-2023
Vladimír Coufal,Czech Republic,West Ham United,1,2022-2023
Aaron Cresswell,England,West Ham United,1,2022-2023
Bobby De Cordova-Reid,Jamaica,Fulham FC,1,2022-2023
Eric Dier,England,Tottenham Hotspur,1,2022-2023
Ederson,Brazil,Manchester City,1,2022-2023
Anthony Elanga,Sweden,Manchester United,1,2022-2023
Mohamed Elyounoussi,Norway,Southampton FC,1,2022-2023
Emerson Royal,Brazil,Tottenham Hotspur,1,2022-2023
Felipe Monteiro,Brazil,Nottingham Forest,1,2022-2023
Junior Firpo,Dom. Republic,Leeds United,1,2022-2023
Conor Gallagher,England,Chelsea FC,1,2022-2023
James Garner,England,Manchester United,1,2022-2023
Billy Gilmour,Scotland,Chelsea FC,1,2022-2023
Ben Godfrey,England,Everton FC,1,2022-2023
Gonçalo Guedes,Portugal,Wolverhampton Wanderers,1,2022-2023
Demarai Gray,Jamaica,Everton FC,1,2022-2023
Idrissa Gueye,Senegal,Everton FC,1,2022-2023
Kai Havertz,Germany,Chelsea FC,1,2022-2023
Aaron Hickey,Scotland,Brentford FC,1,2022-2023
Will Hughes,England,Crystal Palace,1,2022-2023
Hugo Bueno,Spain,Wolverhampton Wanderers,1,2022-2023
Hee-chan Hwang,South Korea,Wolverhampton Wanderers,1,2022-2023
Alexander Isak,Sweden,Newcastle United,1,2022-2023
Dan James,Wales,Leeds United,1,2022-2023
Reece James,England,Chelsea FC,1,2022-2023
Vitaly Janelt,Germany,Brentford FC,1,2022-2023
Raúl Jiménez,Mexico,Wolverhampton Wanderers,1,2022-2023
João Cancelo,Portugal,Manchester City,1,2022-2023
Joelinton,Brazil,Newcastle United,1,2022-2023
Curtis Jones,England,Liverpool FC,1,2022-2023
Jorginho,Italy,Chelsea FC,1,2022-2023
Boubacar Kamara,France,Aston Villa,1,2022-2023
N'Golo Kanté,France,Chelsea FC,1,2022-2023
Kalidou Koulibaly,Senegal,Chelsea FC,1,2022-2023
Rasmus Kristensen,Denmark,Leeds United,1,2022-2023
Victor Kristiansen,Denmark,Leicester City,1,2022-2023
Adam Lallana,England,Brighton & Hove Albion,1,2022-2023
Mario Lemina,Gabon,Wolverhampton Wanderers,1,2022-2023
Keane Lewis-Potter,England,Brentford FC,1,2022-2023
Ruben Loftus-Cheek,England,Chelsea FC,1,2022-2023
Lyanco,Brazil,Southampton FC,1,2022-2023
Orel Mangala,Belgium,Nottingham Forest,1,2022-2023
Matheus Nunes,Portugal,Wolverhampton Wanderers,1,2022-2023
Kevin Mbabu,Switzerland,Fulham FC,1,2022-2023
Weston McKennie,USA,Leeds United,1,2022-2023
Ben Mee,England,Brentford FC,1,2022-2023
James Milner,England,Liverpool FC,1,2022-2023
Aleksandar Mitrović,Serbia,Fulham FC,1,2022-2023
Enock Mwepu,Zambia,Brighton & Hove Albion,1,2022-2023
Nélson Semedo,Portugal,Wolverhampton Wanderers,1,2022-2023
Eddie Nketiah,England,Arsenal FC,1,2022-2023
Pablo Fornals,Spain,West Ham United,1,2022-2023
Cole Palmer,England,Manchester City,1,2022-2023
Jordan Pickford,England,Everton FC,1,2022-2023
Christian Pulišić,USA,Chelsea FC,1,2022-2023
Renan Lodi,Brazil,Nottingham Forest,1,2022-2023
Ricardo Pereira,Portugal,Leicester City,1,2022-2023
Declan Rice,England,West Ham United,1,2022-2023
Antonee Robinson,USA,Fulham FC,1,2022-2023
Rodrigo,Spain,Leeds United,1,2022-2023
Cristian Romero,Argentina,Tottenham Hotspur,1,2022-2023
Joe Rothwell,England,AFC Bournemouth,1,2022-2023
Rúben Neves,Portugal,Wolverhampton Wanderers,1,2022-2023
Georginio Rutter,France,Leeds United,1,2022-2023
Marcel Sabitzer,Austria,Manchester United,1,2022-2023
William Saliba,France,Arsenal FC,1,2022-2023
Mohammed Salisu,Ghana,Southampton FC,1,2022-2023
Jeremy Sarmiento,Ecuador,Brighton & Hove Albion,1,2022-2023
Pape Sarr,Senegal,Tottenham Hotspur,1,2022-2023
Kevin Schade,Germany,Brentford FC,1,2022-2023
Jeffrey Schlupp,Ghana,Crystal Palace,1,2022-2023
Sergio Gómez,Spain,Manchester City,1,2022-2023
Adam Smith,England,AFC Bournemouth,1,2022-2023
Harry Souttar,Australia,Leicester City,1,2022-2023
Jason Steele,England,Brighton & Hove Albion,1,2022-2023
Pascal Struijk,Netherlands,Leeds United,1,2022-2023
Kamaldeen Sulemana,Ghana,Southampton FC,1,2022-2023
James Tarkowski,England,Everton FC,1,2022-2023
Kieran Tierney,Scotland,Arsenal FC,1,2022-2023
Takehiro Tomiyasu,Japan,Arsenal FC,1,2022-2023
Boubacar Traoré II,Mali,Wolverhampton Wanderers,1,2022-2023
Virgil van Dijk,Netherlands,Liverpool FC,1,2022-2023
Joël Veltman,Netherlands,Brighton & Hove Albion,1,2022-2023
Wout Weghorst,Netherlands,Manchester United,1,2022-2023
Jordan Zemura,Zimbabwe,AFC Bournemouth,1,2022-2023
