Player,Country,Team,Assists,Season
Johan Elmander,Sweden,Bolton Wanderers,5,2010-2011
Fernando Torres,Spain,Liverpool FC,5,2010-2011
Steven Gerrard,England,Liverpool FC,5,2010-2011
Adam Johnson,England,Manchester City,5,2010-2011
Leon Osman,England,Everton FC,5,2010-2011
Martin Petrov,Bulgaria,Bolton Wanderers,5,2010-2011
Frédéric Piquionne,Martinique,West Ham United,5,2010-2011
Gary Taylor-Fletcher,England,Blackpool FC,5,2010-2011
Nicolas Anelka,France,Chelsea FC,4,2010-2011
Dimitar Berbatov,Bulgaria,Manchester United,4,2010-2011
Tim Cahill,Australia,Everton FC,4,2010-2011
Marouane Chamakh,Morocco,Arsenal FC,4,2010-2011
Ashley Cole,England,Chelsea FC,4,2010-2011
Simon Davies,Wales,Fulham FC,4,2010-2011
Brett Emerton,Australia,Blackburn Rovers,4,2010-2011
Elliot Grandin,France,Blackpool FC,4,2010-2011
Jonás Gutiérrez,Argentina,Newcastle United,4,2010-2011
Asamoah Gyan,Ghana,Sunderland AFC,4,2010-2011
Thomas Hitzlsperger,Germany,West Ham United,4,2010-2011
Branislav Ivanović,Serbia,Chelsea FC,4,2010-2011
Frank Lampard,England,Chelsea FC,4,2010-2011
Peter Løvenkrands,Denmark,Newcastle United,4,2010-2011
Florent Malouda,French Guyana,Chelsea FC,4,2010-2011
Mikel Arteta,Spain,Everton FC,4,2010-2011
Nenad Milijaš,Serbia,Wolverhampton Wanderers,4,2010-2011
Danny Murphy,England,Fulham FC,4,2010-2011
Victor Obinna,Nigeria,West Ham United,4,2010-2011
Roman Pavlyuchenko,Russia,Tottenham Hotspur,4,2010-2011
Matthew Phillips,Scotland,Blackpool FC,4,2010-2011
Jason Roberts,Grenada,Blackburn Rovers,4,2010-2011
Paul Scholes,England,Manchester United,4,2010-2011
Luis Suárez,Uruguay,Liverpool FC,4,2010-2011
Matthew Taylor,England,Bolton Wanderers,4,2010-2011
Nikola Žigić,Serbia,Birmingham City,4,2010-2011
Anderson,Brazil,Manchester United,3,2010-2011
Gareth Barry,England,Manchester City,3,2010-2011
Mark Davies,England,Bolton Wanderers,3,2010-2011
Mousa Dembélé,Belgium,Fulham FC,3,2010-2011
Clint Dempsey,USA,Fulham FC,3,2010-2011
Franco Di Santo,Argentina,Wigan Athletic,3,2010-2011
Abou Diaby,France,Arsenal FC,3,2010-2011
El-Hadji Diouf,Senegal,Blackburn Rovers,3,2010-2011
Michael Essien,Ghana,Chelsea FC,3,2010-2011
Ian Evatt,England,Blackpool FC,3,2010-2011
Steven Fletcher,Scotland,Wolverhampton Wanderers,3,2010-2011
Jordan Henderson,England,Sunderland AFC,3,2010-2011
Robert Huth,Germany,Stoke City,3,2010-2011
Andy Johnson,England,Fulham FC,3,2010-2011
Salomon Kalou,Ivory Coast,Chelsea FC,3,2010-2011
Steed Malbranque,France,Sunderland AFC,3,2010-2011
James Morrison,Scotland,West Bromwich Albion,3,2010-2011
Victor Moses,Nigeria,Wigan Athletic,3,2010-2011
Ryan Nelsen,New Zealand,Blackburn Rovers,3,2010-2011
Mark Noble,England,West Ham United,3,2010-2011
John O'Shea,Ireland,Manchester United,3,2010-2011
Jonas Olsson,Sweden,West Bromwich Albion,3,2010-2011
Ji-Sung Park,South Korea,Manchester United,3,2010-2011
Kieran Richardson,England,Sunderland AFC,3,2010-2011
Bacary Sagna,France,Arsenal FC,3,2010-2011
Yaya Touré,Ivory Coast,Manchester City,3,2010-2011
Luke Varney,England,Blackpool FC,3,2010-2011
Kyle Walker,England,Tottenham Hotspur,3,2010-2011
Jon Walters,Ireland,Stoke City,3,2010-2011
Jack Wilshere,England,Arsenal FC,3,2010-2011
Boudewijn Zenden,Netherlands,Sunderland AFC,3,2010-2011
Gareth Bale,Wales,Tottenham Hotspur,2,2010-2011
Phil Bardsley,Scotland,Sunderland AFC,2,2010-2011
James Beattie,England,Blackpool FC,2,2010-2011
Jermaine Beckford,Jamaica,Everton FC,2,2010-2011
Nicklas Bendtner,Denmark,Arsenal FC,2,2010-2011
Darren Bent,England,Sunderland AFC,2,2010-2011
Diniyar Bilyaletdinov,Russia,Everton FC,2,2010-2011
Boa Morte,Portugal,West Ham United,2,2010-2011
Emmerson Boyce,Barbados,Wigan Athletic,2,2010-2011
Wayne Bridge,England,West Ham United,2,2010-2011
DJ Campbell,England,Blackpool FC,2,2010-2011
Tom Cleverley,England,Wigan Athletic,2,2010-2011
Carlton Cole,England,West Ham United,2,2010-2011
Séamus Coleman,Ireland,Everton FC,2,2010-2011
Jermain Defoe,England,Tottenham Hotspur,2,2010-2011
Mame Diouf,Senegal,Blackburn Rovers,2,2010-2011
Damien Duff,Ireland,Fulham FC,2,2010-2011
Edin Džeko,Bosnia-Herzegovina,Manchester City,2,2010-2011
Sylvain Ebanks-Blake,England,Wolverhampton Wanderers,2,2010-2011
Ahmed Elmohamady,Egypt,Sunderland AFC,2,2010-2011
Dickson Etuhu,Nigeria,Fulham FC,2,2010-2011
Patrice Evra,France,Manchester United,2,2010-2011
Maynor Figueroa,Honduras,Wigan Athletic,2,2010-2011
Kevin Foley,Ireland,Wolverhampton Wanderers,2,2010-2011
Ricardo Fuller,Jamaica,Stoke City,2,2010-2011
Jonathan Greening,England,Fulham FC,2,2010-2011
Aliaksandr Hleb,Belarus,Birmingham City,2,2010-2011
Stuart Holden,USA,Bolton Wanderers,2,2010-2011
Tom Huddlestone,England,Tottenham Hotspur,2,2010-2011
Stephen Hunt,Ireland,Wolverhampton Wanderers,2,2010-2011
Glen Johnson,England,Liverpool FC,2,2010-2011
José Enrique,Spain,Newcastle United,2,2010-2011
Aaron Lennon,England,Tottenham Hotspur,2,2010-2011
Lucas Leiva,Brazil,Liverpool FC,2,2010-2011
Míchel Salgado,Spain,Blackburn Rovers,2,2010-2011
Luka Modrić,Croatia,Tottenham Hotspur,2,2010-2011
Sulley Ali Muntari,Ghana,Sunderland AFC,2,2010-2011
Kevin Nolan,England,Newcastle United,2,2010-2011
John Mikel Obi,Nigeria,Chelsea FC,2,2010-2011
Nedum Onuoha,England,Sunderland AFC,2,2010-2011
Scott Parker,England,West Ham United,2,2010-2011
Paulo Ferreira,Portugal,Chelsea FC,2,2010-2011
Stilian Petrov,Bulgaria,Aston Villa,2,2010-2011
Steven Pienaar,South Africa,Tottenham Hotspur,2,2010-2011
Paul Robinson,England,Blackburn Rovers,2,2010-2011
Danny Rose,England,Tottenham Hotspur,2,2010-2011
Louis Saha,France,Everton FC,2,2010-2011
Carlos Salcido,Mexico,Fulham FC,2,2010-2011
Tuncay Şanlı,Turkey,Stoke City,2,2010-2011
Stéphane Sessègnon,Benin,Sunderland AFC,2,2010-2011
Steven Sidwell,England,Fulham FC,2,2010-2011
Alex Song,Cameroon,Arsenal FC,2,2010-2011
David Vaughan,Wales,Blackpool FC,2,2010-2011
Stephen Warnock,England,Aston Villa,2,2010-2011
Glenn Whelan,Ireland,Stoke City,2,2010-2011
Mike Williamson,England,Newcastle United,2,2010-2011
Pablo Zabaleta,Argentina,Manchester City,2,2010-2011
Yuriy Zhirkov,Russia,Chelsea FC,2,2010-2011
Gabriel Agbonlahor,England,Aston Villa,1,2010-2011
Ali Al Habsi,Oman,Wigan Athletic,1,2010-2011
Yakubu Ayegbeni,Nigeria,Everton FC,1,2010-2011
Chris Baird,Northern Ireland,Fulham FC,1,2010-2011
Mario Balotelli,Italy,Manchester City,1,2010-2011
Barry Bannan,Scotland,Aston Villa,1,2010-2011
Tal Ben Haim,Israel,West Ham United,1,2010-2011
David Bentley,England,Tottenham Hotspur,1,2010-2011
Christophe Berra,Scotland,Wolverhampton Wanderers,1,2010-2011
Ryan Bertrand,England,Chelsea FC,1,2010-2011
Lee Bowyer,England,Birmingham City,1,2010-2011
Gary Cahill,England,Bolton Wanderers,1,2010-2011
Gary Caldwell,Scotland,Wigan Athletic,1,2010-2011
John Carew,Norway,Stoke City,1,2010-2011
Carlos Cuéllar,Spain,Aston Villa,1,2010-2011
Marek Čech,Slovakia,West Bromwich Albion,1,2010-2011
Petr Čech,Czech Republic,Chelsea FC,1,2010-2011
Gaël Clichy,France,Arsenal FC,1,2010-2011
Joe Cole,England,Liverpool FC,1,2010-2011
Vedran Ćorluka,Croatia,Tottenham Hotspur,1,2010-2011
Simon Cox,Ireland,West Bromwich Albion,1,2010-2011
Scott Dann,England,Birmingham City,1,2010-2011
Rory Delap,Ireland,Stoke City,1,2010-2011
Momo Diamé,Senegal,Wigan Athletic,1,2010-2011
Graham Dorrans,Scotland,West Bromwich Albion,1,2010-2011
David Dunn,England,Blackburn Rovers,1,2010-2011
Richard Dunne,Ireland,Aston Villa,1,2010-2011
George Elokobi,Cameroon,Wolverhampton Wanderers,1,2010-2011
Łukasz Fabiański,Poland,Arsenal FC,1,2010-2011
Keith Fahey,Ireland,Birmingham City,1,2010-2011
Marouane Fellaini,Belgium,Everton FC,1,2010-2011
Marc-Antoine Fortuné,France,West Bromwich Albion,1,2010-2011
Ricardo Gardner,Jamaica,Bolton Wanderers,1,2010-2011
Zoltán Gera,Hungary,Fulham FC,1,2010-2011
Darron Gibson,Ireland,Manchester United,1,2010-2011
Steve Gohouri,Ivory Coast,Wigan Athletic,1,2010-2011
Eiður Guðjohnsen,Iceland,Stoke City,1,2010-2011
Adlène Guédioura,Algeria,Wolverhampton Wanderers,1,2010-2011
Magaye Gueye,Senegal,Everton FC,1,2010-2011
Danny Guthrie,England,Newcastle United,1,2010-2011
Adam Hammill,England,Wolverhampton Wanderers,1,2010-2011
Brede Hangeland,Norway,Fulham FC,1,2010-2011
Marlon Harewood,England,Blackpool FC,1,2010-2011
Karl Henry,England,Wolverhampton Wanderers,1,2010-2011
Javier Hernández,Mexico,Manchester United,1,2010-2011
Emile Heskey,England,Aston Villa,1,2010-2011
Junior Hoilett,Canada,Blackburn Rovers,1,2010-2011
Alan Hutton,Scotland,Tottenham Hotspur,1,2010-2011
Gonzalo Jara,Chile,West Bromwich Albion,1,2010-2011
Jermaine Jenas,England,Tottenham Hotspur,1,2010-2011
Martin Jiránek,Czech Republic,Birmingham City,1,2010-2011
Roger Johnson,England,Birmingham City,1,2010-2011
Younès Kaboul,France,Tottenham Hotspur,1,2010-2011
Nikola Kalinić,Croatia,Blackburn Rovers,1,2010-2011
Robbie Keane,Ireland,West Ham United,1,2010-2011
Martin Kelly,England,Liverpool FC,1,2010-2011
Ivan Klasnić,Croatia,Bolton Wanderers,1,2010-2011
Vincent Kompany,Belgium,Manchester City,1,2010-2011
Paul Konchesky,England,Liverpool FC,1,2010-2011
Sotirios Kyrgiakos,Greece,Liverpool FC,1,2010-2011
Joleon Lescott,England,Manchester City,1,2010-2011
Javier Mascherano,Argentina,Liverpool FC,1,2010-2011
James McCarthy,Ireland,Wigan Athletic,1,2010-2011
James McFadden,Scotland,Birmingham City,1,2010-2011
John Mensah,Ghana,Sunderland AFC,1,2010-2011
Josh Morris,England,Blackburn Rovers,1,2010-2011
Fabrice Muamba,England,Bolton Wanderers,1,2010-2011
Geoffrey Mujangi Bia,Belgium,Wolverhampton Wanderers,1,2010-2011
David Murphy,England,Birmingham City,1,2010-2011
Jordon Mutch,England,Birmingham City,1,2010-2011
David N'Gog,France,Liverpool FC,1,2010-2011
Samir Nasri,France,Arsenal FC,1,2010-2011
Phil Neville,England,Everton FC,1,2010-2011
Jamie O'Hara,England,Wolverhampton Wanderers,1,2010-2011
Gary O'Neil,England,West Ham United,1,2010-2011
Martin Olsson,Sweden,Blackburn Rovers,1,2010-2011
Brett Ormerod,England,Blackpool FC,1,2010-2011
Rafael,Brazil,Manchester United,1,2010-2011
Nile Ranger,England,Newcastle United,1,2010-2011
Micah Richards,England,Manchester City,1,2010-2011
Hugo Rodallega,Colombia,Wigan Athletic,1,2010-2011
Rodrigo,Spain,Bolton Wanderers,1,2010-2011
Jack Rodwell,England,Everton FC,1,2010-2011
Tomáš Rosický,Czech Republic,Arsenal FC,1,2010-2011
Wayne Routledge,England,Newcastle United,1,2010-2011
Paul Scharner,Austria,West Bromwich Albion,1,2010-2011
Jonjo Shelvey,England,Liverpool FC,1,2010-2011
Nicky Shorey,England,West Bromwich Albion,1,2010-2011
Martin Škrtel,Slovakia,Liverpool FC,1,2010-2011
Jay Spearing,England,Liverpool FC,1,2010-2011
Jonathan Spector,USA,West Ham United,1,2010-2011
Ludovic Sylvestre,France,Blackpool FC,1,2010-2011
Ryan Taylor,England,Newcastle United,1,2010-2011
Steven Taylor,England,Newcastle United,1,2010-2011
Somen Tchoyi,Cameroon,West Bromwich Albion,1,2010-2011
John Terry,England,Chelsea FC,1,2010-2011
Cheick Tioté,Ivory Coast,Newcastle United,1,2010-2011
James Tomkins,England,West Ham United,1,2010-2011
Antonio Valencia,Ecuador,Manchester United,1,2010-2011
Jelle Van Damme,Belgium,Wolverhampton Wanderers,1,2010-2011
Edwin van der Sar,Netherlands,Manchester United,1,2010-2011
Carlos Vela,Mexico,West Bromwich Albion,1,2010-2011
Thomas Vermaelen,Belgium,Arsenal FC,1,2010-2011
Nemanja Vidić,Serbia,Manchester United,1,2010-2011
Patrick Vieira,France,Manchester City,1,2010-2011
Stephen Ward,Ireland,Wolverhampton Wanderers,1,2010-2011
Ben Watson,England,Wigan Athletic,1,2010-2011
Danny Welbeck,England,Sunderland AFC,1,2010-2011
Dean Whitehead,England,Stoke City,1,2010-2011
Andy Wilkinson,England,Stoke City,1,2010-2011
Marc Wilson,Ireland,Stoke City,1,2010-2011
Xisco,Spain,Newcastle United,1,2010-2011
Luke Young,England,Aston Villa,1,2010-2011
