Player,Country,Team,Assists,Season
Tomasz Radzinski,Canada,Fulham FC,4,2005-2006
Nigel Reo-Coker,England,West Ham United,4,2005-2006
Ricardo Vaz Tê,Portugal,Bolton Wanderers,4,2005-2006
Dennis Rommedahl,Denmark,Charlton Athletic,4,2005-2006
Alan Shearer,England,Newcastle United,4,2005-2006
Teemu Tainio,Finland,Tottenham Hotspur,4,2005-2006
Matthew Taylor,England,Portsmouth FC,4,2005-2006
Mark Viduka,Australia,Middlesbrough FC,4,2005-2006
Julio Arca,Argentina,Sunderland AFC,3,2005-2006
Milan Baroš,Czech Republic,Liverpool FC,3,2005-2006
James Beattie,England,Everton FC,3,2005-2006
Tim Cahill,Australia,Everton FC,3,2005-2006
Henri Camara,Senegal,Wigan Athletic,3,2005-2006
Pascal Chimbonda,France,Wigan Athletic,3,2005-2006
Simon Elliott,New Zealand,Fulham FC,3,2005-2006
Brett Emerton,Australia,Blackburn Rovers,3,2005-2006
Fábio Rochemback,Brazil,Middlesbrough FC,3,2005-2006
Steve Finnan,Ireland,Liverpool FC,3,2005-2006
Mathieu Flamini,France,Arsenal FC,3,2005-2006
Hermann Hreiðarsson,Iceland,Charlton Athletic,3,2005-2006
Bryan Hughes,England,Charlton Athletic,3,2005-2006
Junichi Inamoto,Japan,West Bromwich Albion,3,2005-2006
Nwankwo Kanu,Nigeria,West Bromwich Albion,3,2005-2006
Robbie Keane,Ireland,Tottenham Hotspur,3,2005-2006
Harry Kewell,Australia,Liverpool FC,3,2005-2006
Aaron Lennon,England,Tottenham Hotspur,3,2005-2006
Freddie Ljungberg,Sweden,Arsenal FC,3,2005-2006
Lomana LuaLua,Congo DR,Portsmouth FC,3,2005-2006
Luis García,Spain,Liverpool FC,3,2005-2006
Brian McBride,USA,Fulham FC,3,2005-2006
Brian Priske,Denmark,Portsmouth FC,3,2005-2006
Franck Queudrue,France,Middlesbrough FC,3,2005-2006
Arjen Robben,Netherlands,Chelsea FC,3,2005-2006
Laurent Robert,France,Portsmouth FC,3,2005-2006
Jason Roberts,Grenada,Wigan Athletic,3,2005-2006
Wayne Routledge,England,Tottenham Hotspur,3,2005-2006
Robbie Savage,Wales,Blackburn Rovers,3,2005-2006
Teddy Sheringham,England,West Ham United,3,2005-2006
Trevor Sinclair,England,Manchester City,3,2005-2006
Gary Speed,Wales,Bolton Wanderers,3,2005-2006
Gary Teale,Scotland,Wigan Athletic,3,2005-2006
Andy van der Meyde,Netherlands,Everton FC,3,2005-2006
Ruud van Nistelrooy,Netherlands,Manchester United,3,2005-2006
Shaun Wright-Phillips,England,Chelsea FC,3,2005-2006
Darren Ambrose,England,Charlton Athletic,2,2005-2006
Shola Ameobi,Nigeria,Newcastle United,2,2005-2006
Gareth Barry,England,Aston Villa,2,2005-2006
Craig Bellamy,Wales,Blackburn Rovers,2,2005-2006
Emre Belözoğlu,Turkey,Newcastle United,2,2005-2006
Benjani,Zimbabwe,Portsmouth FC,2,2005-2006
Lee Bowyer,England,Newcastle United,2,2005-2006
Wayne Bridge,England,Fulham FC,2,2005-2006
Wes Brown,England,Manchester United,2,2005-2006
Sol Campbell,England,Arsenal FC,2,2005-2006
Jamie Carragher,England,Liverpool FC,2,2005-2006
Andrés D'Alessandro,Argentina,Portsmouth FC,2,2005-2006
Steven Davis,Northern Ireland,Aston Villa,2,2005-2006
Michael Dawson,England,Tottenham Hotspur,2,2005-2006
Kieron Dyer,England,Newcastle United,2,2005-2006
Emmanuel Eboué,Ivory Coast,Arsenal FC,2,2005-2006
Amdy Faye,Senegal,Newcastle United,2,2005-2006
Anton Ferdinand,England,West Ham United,2,2005-2006
Darren Fletcher,Scotland,Manchester United,2,2005-2006
Damien Francis,Jamaica,Wigan Athletic,2,2005-2006
Ricardo Gardner,Jamaica,Bolton Wanderers,2,2005-2006
Zoltán Gera,Hungary,West Bromwich Albion,2,2005-2006
Julian Gray,England,Birmingham City,2,2005-2006
Jimmy Floyd Hasselbaink,Netherlands,Middlesbrough FC,2,2005-2006
Heiðar Helguson,Iceland,Fulham FC,2,2005-2006
Lee Hendrie,England,Aston Villa,2,2005-2006
Stephen Ireland,Ireland,Manchester City,2,2005-2006
Radhi Jaïdi,Tunisia,Bolton Wanderers,2,2005-2006
Niclas Jensen,Denmark,Fulham FC,2,2005-2006
Collins John,Netherlands,Fulham FC,2,2005-2006
Damien Johnson,Northern Ireland,Birmingham City,2,2005-2006
Diomansy Kamara,Senegal,West Bromwich Albion,2,2005-2006
Graham Kavanagh,Ireland,Wigan Athletic,2,2005-2006
Claude Makélélé,France,Chelsea FC,2,2005-2006
James McFadden,Scotland,Everton FC,2,2005-2006
Mendieta,Spain,Middlesbrough FC,2,2005-2006
Tommy Miller,Scotland,Sunderland AFC,2,2005-2006
Luke Moore,England,Aston Villa,2,2005-2006
Hidetoshi Nakata,Japan,Bolton Wanderers,2,2005-2006
Gary O'Neil,England,Portsmouth FC,2,2005-2006
John O'Shea,Ireland,Manchester United,2,2005-2006
Jay Jay Okocha,Nigeria,Bolton Wanderers,2,2005-2006
Emanuel Pogatetz,Austria,Middlesbrough FC,2,2005-2006
Chris Powell,England,Charlton Athletic,2,2005-2006
Steven Reid,Ireland,Blackburn Rovers,2,2005-2006
Paul Robinson,England,West Bromwich Albion,2,2005-2006
Paul Scharner,Austria,Wigan Athletic,2,2005-2006
Paul Scholes,England,Manchester United,2,2005-2006
Mikaël Silvestre,France,Manchester United,2,2005-2006
Alan Smith,England,Manchester United,2,2005-2006
Nolberto Solano,Peru,Newcastle United,2,2005-2006
Gareth Southgate,England,Middlesbrough FC,2,2005-2006
Jerome Thomas,England,Charlton Athletic,2,2005-2006
Zvonimir Vukić,Serbia,Portsmouth FC,2,2005-2006
Ronnie Wallwork,England,West Bromwich Albion,2,2005-2006
Luke Young,England,Charlton Athletic,2,2005-2006
Gabriel Agbonlahor,England,Aston Villa,1,2005-2006
Juan Pablo Ángel,Colombia,Aston Villa,1,2005-2006
Celestine Babayaro,Nigeria,Newcastle United,1,2005-2006
Matthew Bates,England,Middlesbrough FC,1,2005-2006
David Bentley,England,Blackburn Rovers,1,2005-2006
Patrik Berger,Czech Republic,Aston Villa,1,2005-2006
Dennis Bergkamp,Netherlands,Arsenal FC,1,2005-2006
George Boateng,Netherlands,Middlesbrough FC,1,2005-2006
Titus Bramble,England,Newcastle United,1,2005-2006
Gary Breen,Ireland,Sunderland AFC,1,2005-2006
Chris Brown,England,Sunderland AFC,1,2005-2006
Steven Caldwell,Scotland,Sunderland AFC,1,2005-2006
Lee Cattermole,England,Middlesbrough FC,1,2005-2006
Michael Chopra,England,Newcastle United,1,2005-2006
Djibril Cissé,France,Liverpool FC,1,2005-2006
Jamie Clapham,England,Birmingham City,1,2005-2006
Lee Clark,England,Newcastle United,1,2005-2006
Hernán Crespo,Argentina,Chelsea FC,1,2005-2006
Lee Croft,England,Manchester City,1,2005-2006
Mark Crossley,Wales,Fulham FC,1,2005-2006
Christian Dailly,Scotland,West Ham United,1,2005-2006
Edgar Davids,Netherlands,Tottenham Hotspur,1,2005-2006
Simon Davies,Wales,Everton FC,1,2005-2006
Arjan de Zeeuw,Netherlands,Wigan Athletic,1,2005-2006
Mark Delaney,Wales,Aston Villa,1,2005-2006
Abou Diaby,France,Arsenal FC,1,2005-2006
El-Hadji Diouf,Senegal,Bolton Wanderers,1,2005-2006
Sylvain Distin,France,Manchester City,1,2005-2006
David Dunn,England,Birmingham City,1,2005-2006
Talal El-Karkouri,Morocco,Charlton Athletic,1,2005-2006
Michael Essien,Ghana,Chelsea FC,1,2005-2006
Lauren Etame Mayer,Cameroon,Arsenal FC,1,2005-2006
Abdoulaye Faye,Senegal,Bolton Wanderers,1,2005-2006
Mikael Forssell,Finland,Birmingham City,1,2005-2006
Robbie Fowler,England,Manchester City,1,2005-2006
Thomas Gaardsøe,Denmark,West Bromwich Albion,1,2005-2006
William Gallas,France,Chelsea FC,1,2005-2006
Craig Gardner,England,Aston Villa,1,2005-2006
Andy Gray,Scotland,Sunderland AFC,1,2005-2006
Michael Gray,England,Blackburn Rovers,1,2005-2006
Dietmar Hamann,Germany,Liverpool FC,1,2005-2006
Tom Huddlestone,England,Tottenham Hotspur,1,2005-2006
Nicky Hunt,England,Bolton Wanderers,1,2005-2006
Robert Huth,Germany,Chelsea FC,1,2005-2006
Sami Hyypiä,Finland,Liverpool FC,1,2005-2006
Matt Jansen,England,Bolton Wanderers,1,2005-2006
Jiří Jarošík,Czech Republic,Birmingham City,1,2005-2006
Kevin Kilbane,Ireland,Everton FC,1,2005-2006
Ledley King,England,Tottenham Hotspur,1,2005-2006
Radostin Kishishev,Bulgaria,Charlton Athletic,1,2005-2006
Jan Kromkamp,Netherlands,Liverpool FC,1,2005-2006
Sylvain Legwinski,France,Fulham FC,1,2005-2006
Lee McCulloch,Scotland,Wigan Athletic,1,2005-2006
Mario Melchiot,Netherlands,Birmingham City,1,2005-2006
Neil Mellor,England,Wigan Athletic,1,2005-2006
Kiki Musampa,Netherlands,Manchester City,1,2005-2006
Ryan Nelsen,New Zealand,Blackburn Rovers,1,2005-2006
Szilárd Németh,Slovakia,Middlesbrough FC,1,2005-2006
Phil Neville,England,Everton FC,1,2005-2006
Andy O'Brien,Ireland,Portsmouth FC,1,2005-2006
Michael Owen,England,Newcastle United,1,2005-2006
Scott Parker,England,Newcastle United,1,2005-2006
Paulo Ferreira,Portugal,Chelsea FC,1,2005-2006
Sergio Peter,Germany,Blackburn Rovers,1,2005-2006
Peter Ramage,England,Newcastle United,1,2005-2006
Andy Reid,Ireland,Tottenham Hotspur,1,2005-2006
Claudio Reyna,USA,Manchester City,1,2005-2006
Ricardo Carvalho,Portugal,Chelsea FC,1,2005-2006
Micah Richards,England,Manchester City,1,2005-2006
Kieran Richardson,England,Manchester United,1,2005-2006
John Arne Riise,Norway,Liverpool FC,1,2005-2006
Liam Rosenior,England,Fulham FC,1,2005-2006
Louis Saha,France,Manchester United,1,2005-2006
Georgios Samaras,Greece,Manchester City,1,2005-2006
Jlloyd Samuel,Trinidad & Tobago,Aston Villa,1,2005-2006
Mark Schwarzer,Australia,Middlesbrough FC,1,2005-2006
Antoine Sibierski,France,Manchester City,1,2005-2006
Florent Sinama-Pongolle,France,Liverpool FC,1,2005-2006
Mohamed Sissoko,Mali,Liverpool FC,1,2005-2006
David Sommeil,Guadeloupe,Manchester City,1,2005-2006
Paul Stalteri,Canada,Tottenham Hotspur,1,2005-2006
David Thompson,England,Wigan Athletic,1,2005-2006
Svetoslav Todorov,Bulgaria,Portsmouth FC,1,2005-2006
Kolo Touré,Ivory Coast,Arsenal FC,1,2005-2006
Robin van Persie,Netherlands,Arsenal FC,1,2005-2006
Moritz Volz,Germany,Fulham FC,1,2005-2006
Andy Welsh,England,Sunderland AFC,1,2005-2006
David Wheater,England,Middlesbrough FC,1,2005-2006
Reto Ziegler,Switzerland,Wigan Athletic,1,2005-2006
