Player,Country,Team,Assists,Season
Ibrahima Sonko,Senegal,Reading FC,2,2007-2008
Grétar Steinsson,Iceland,Bolton Wanderers,2,2007-2008
Gary Teale,Scotland,Derby County,2,2007-2008
Kolo Touré,Ivory Coast,Arsenal FC,2,2007-2008
Robin van Persie,Netherlands,Arsenal FC,2,2007-2008
Andriy Voronin,Ukraine,Liverpool FC,2,2007-2008
Theo Walcott,England,Arsenal FC,2,2007-2008
Ross Wallace,Scotland,Sunderland AFC,2,2007-2008
Stephen Warnock,England,Blackburn Rovers,2,2007-2008
Dean Whitehead,England,Sunderland AFC,2,2007-2008
Joseph Yobo,Nigeria,Everton FC,2,2007-2008
Bobby Zamora,England,West Ham United,2,2007-2008
Afonso Alves,Brazil,Middlesbrough FC,1,2007-2008
Julius Aghahowa,Nigeria,Wigan Athletic,1,2007-2008
Alex,Brazil,Chelsea FC,1,2007-2008
Anderson,Brazil,Manchester United,1,2007-2008
Dean Ashton,England,West Ham United,1,2007-2008
Leighton Baines,England,Everton FC,1,2007-2008
Gareth Bale,Wales,Tottenham Hotspur,1,2007-2008
Giles Barnes,Jamaica,Derby County,1,2007-2008
Craig Bellamy,Wales,West Ham United,1,2007-2008
Belletti,Brazil,Chelsea FC,1,2007-2008
Benjani,Zimbabwe,Portsmouth FC,1,2007-2008
Patrik Berger,Czech Republic,Aston Villa,1,2007-2008
Rolando Bianchi,Italy,Manchester City,1,2007-2008
Hameur Bouazza,Algeria,Fulham FC,1,2007-2008
Wilfred Bouma,Netherlands,Aston Villa,1,2007-2008
Titus Bramble,England,Wigan Athletic,1,2007-2008
Wayne Bridge,England,Chelsea FC,1,2007-2008
Nicky Butt,England,Newcastle United,1,2007-2008
Gary Cahill,England,Bolton Wanderers,1,2007-2008
Henri Camara,Senegal,West Ham United,1,2007-2008
Andy Carroll,England,Newcastle United,1,2007-2008
Roy Carroll,Northern Ireland,Derby County,1,2007-2008
Radek Černý,Czech Republic,Tottenham Hotspur,1,2007-2008
Michael Chopra,England,Sunderland AFC,1,2007-2008
Kalifa Cissé,Mali,Reading FC,1,2007-2008
Ashley Cole,England,Chelsea FC,1,2007-2008
Danny Collins,Wales,Sunderland AFC,1,2007-2008
Peter Crouch,England,Liverpool FC,1,2007-2008
Sean Davis,England,Portsmouth FC,1,2007-2008
Steven Davis,Northern Ireland,Fulham FC,1,2007-2008
Michael Dawson,England,Tottenham Hotspur,1,2007-2008
Daniël de Ridder,Netherlands,Birmingham City,1,2007-2008
Clint Dempsey,USA,Fulham FC,1,2007-2008
Matt Derbyshire,England,Blackburn Rovers,1,2007-2008
Abou Diaby,France,Arsenal FC,1,2007-2008
Matthew Etherington,England,West Ham United,1,2007-2008
Dickson Etuhu,Nigeria,Sunderland AFC,1,2007-2008
Kelvin Etuhu,Nigeria,Manchester City,1,2007-2008
Patrice Evra,France,Manchester United,1,2007-2008
Fábio Aurélio,Brazil,Liverpool FC,1,2007-2008
Mathieu Flamini,France,Arsenal FC,1,2007-2008
Ricardo Gardner,Jamaica,Bolton Wanderers,1,2007-2008
Géovanni,Brazil,Manchester City,1,2007-2008
Hossam Ghaly,Egypt,Derby County,1,2007-2008
Thomas Gravesen,Denmark,Everton FC,1,2007-2008
Owen Hargreaves,England,Manchester United,1,2007-2008
James Harper,England,Reading FC,1,2007-2008
Tony Hibbert,England,Everton FC,1,2007-2008
Tim Howard,USA,Everton FC,1,2007-2008
Hermann Hreiðarsson,Iceland,Portsmouth FC,1,2007-2008
Sami Hyypiä,Finland,Liverpool FC,1,2007-2008
Ívar Ingimarsson,Iceland,Reading FC,1,2007-2008
Iván Campo,Spain,Bolton Wanderers,1,2007-2008
Jussi Jääskeläinen,Finland,Bolton Wanderers,1,2007-2008
Javi Garrido,Spain,Manchester City,1,2007-2008
Cameron Jerome,Grenada,Birmingham City,1,2007-2008
José Enrique,Spain,Newcastle United,1,2007-2008
Younès Kaboul,France,Tottenham Hotspur,1,2007-2008
Stephen Kelly,Ireland,Birmingham City,1,2007-2008
Harry Kewell,Australia,Liverpool FC,1,2007-2008
Kevin Kilbane,Ireland,Wigan Athletic,1,2007-2008
Dave Kitson,England,Reading FC,1,2007-2008
Paul Konchesky,England,Fulham FC,1,2007-2008
Shefki Kuqi,Finland,Fulham FC,1,2007-2008
Martin Laursen,Denmark,Aston Villa,1,2007-2008
Joleon Lescott,England,Everton FC,1,2007-2008
Eddie Lewis,USA,Derby County,1,2007-2008
Leroy Lita,England,Reading FC,1,2007-2008
Claude Makélélé,France,Chelsea FC,1,2007-2008
Shaun Maloney,Scotland,Aston Villa,1,2007-2008
Javier Mascherano,Argentina,Liverpool FC,1,2007-2008
Benni McCarthy,South Africa,Blackburn Rovers,1,2007-2008
Tyrone Mears,Jamaica,Derby County,1,2007-2008
Olof Mellberg,Sweden,Aston Villa,1,2007-2008
Aaron Mokoena,South Africa,Blackburn Rovers,1,2007-2008
Émile Mpenza,Belgium,Manchester City,1,2007-2008
Graeme Murty,Scotland,Reading FC,1,2007-2008
Nayron Nosworthy,Jamaica,Sunderland AFC,1,2007-2008
Nuno Valente,Portugal,Everton FC,1,2007-2008
Joey O'Brien,Ireland,Bolton Wanderers,1,2007-2008
John O'Shea,Ireland,Manchester United,1,2007-2008
Nedum Onuoha,England,Manchester City,1,2007-2008
Leon Osman,England,Everton FC,1,2007-2008
Wilson Palacios,Honduras,Wigan Athletic,1,2007-2008
Ji-Sung Park,South Korea,Manchester United,1,2007-2008
Paulo Ferreira,Portugal,Chelsea FC,1,2007-2008
Pepe Reina,Spain,Liverpool FC,1,2007-2008
Piqué,Spain,Manchester United,1,2007-2008
Claudio Pizarro,Peru,Chelsea FC,1,2007-2008
Franck Queudrue,France,Birmingham City,1,2007-2008
Peter Ramage,England,Newcastle United,1,2007-2008
Robbie Savage,Wales,Derby County,1,2007-2008
Paul Scharner,Austria,Wigan Athletic,1,2007-2008
Rafael Schmitz,Brazil,Birmingham City,1,2007-2008
Ki-hyeon Seol,South Korea,Reading FC,1,2007-2008
Andriy Shevchenko,Ukraine,Chelsea FC,1,2007-2008
Steven Sidwell,England,Chelsea FC,1,2007-2008
Danny Simpson,England,Manchester United,1,2007-2008
Aleksey Smertin,Russia,Fulham FC,1,2007-2008
Alan Smith,England,Newcastle United,1,2007-2008
Nolberto Solano,Peru,West Ham United,1,2007-2008
Mile Sterjovski,Australia,Derby County,1,2007-2008
Andrew Taylor,England,Middlesbrough FC,1,2007-2008
Steven Taylor,England,Newcastle United,1,2007-2008
John Terry,England,Chelsea FC,1,2007-2008
Andy Todd,England,Derby County,1,2007-2008
Armand Traoré,Senegal,Arsenal FC,1,2007-2008
Matthew Upson,England,West Ham United,1,2007-2008
Edwin van der Sar,Netherlands,Manchester United,1,2007-2008
Nemanja Vidić,Serbia,Manchester United,1,2007-2008
Mark Viduka,Australia,Newcastle United,1,2007-2008
Xabi Alonso,Spain,Liverpool FC,1,2007-2008
Luke Young,England,Middlesbrough FC,1,2007-2008
Mauro Zárate,Argentina,Birmingham City,1,2007-2008
