Player,Country,Team,Assists,Season
Morgan Schneiderlin,France,Southampton FC,1,2013-2014
Philippe Senderos,Switzerland,Fulham FC,1,2013-2014
Stéphane Sessègnon,Benin,West Bromwich Albion,1,2013-2014
Luke Shaw,England,Southampton FC,1,2013-2014
Martin Škrtel,Slovakia,Liverpool FC,1,2013-2014
Adel Taarabt,Morocco,Fulham FC,1,2013-2014
Neil Taylor,Wales,Swansea City,1,2013-2014
John Terry,England,Chelsea FC,1,2013-2014
Cheick Tioté,Ivory Coast,Newcastle United,1,2013-2014
Andros Townsend,England,Tottenham Hotspur,1,2013-2014
Ryan Tunnicliffe,England,Fulham FC,1,2013-2014
Ben Turner,England,Cardiff City,1,2013-2014
Ricky van Wolfswinkel,Netherlands,Norwich City,1,2013-2014
Ron Vlaar,Netherlands,Aston Villa,1,2013-2014
Glenn Whelan,Ireland,Stoke City,1,2013-2014
Connor Wickham,England,Sunderland AFC,1,2013-2014
Ashley Williams,Wales,Swansea City,1,2013-2014
Willian,Brazil,Chelsea FC,1,2013-2014
Ashley Young,England,Manchester United,1,2013-2014
Wilfried Zaha,Ivory Coast,Manchester United,1,2013-2014
