Player,Country,Team,Goals,Season
Antoine Sibierski,France,Newcastle United,3,2006-2007
Jerome Thomas,England,Charlton Athletic,3,2006-2007
Kolo Touré,Ivory Coast,Arsenal FC,3,2006-2007
Darius Vassell,England,Manchester City,3,2006-2007
Nemanja Vidić,Serbia,Manchester United,3,2006-2007
Danny Webber,England,Sheffield United,3,2006-2007
Daniel Agger,Denmark,Liverpool FC,2,2006-2007
Julio Arca,Argentina,Middlesbrough FC,2,2006-2007
James Beattie,England,Everton FC,2,2006-2007
Emre Belözoğlu,Turkey,Newcastle United,2,2006-2007
Patrik Berger,Czech Republic,Aston Villa,2,2006-2007
Jimmy Bullard,England,Fulham FC,2,2006-2007
Cesc Fàbregas,Spain,Arsenal FC,2,2006-2007
Carlton Cole,England,West Ham United,2,2006-2007
Simon Davies,Wales,Fulham FC,2,2006-2007
Jay DeMerit,USA,Watford FC,2,2006-2007
Sylvain Distin,France,Manchester City,2,2006-2007
Stewart Downing,England,Middlesbrough FC,2,2006-2007
Michael Essien,Ghana,Chelsea FC,2,2006-2007
Fábio Rochemback,Brazil,Middlesbrough FC,2,2006-2007
Abdoulaye Faye,Senegal,Bolton Wanderers,2,2006-2007
Caleb Folan,England,Wigan Athletic,2,2006-2007
Craig Gardner,England,Aston Villa,2,2006-2007
Keith Gillespie,Northern Ireland,Sheffield United,2,2006-2007
Mark González,Chile,Liverpool FC,2,2006-2007
Jimmy Floyd Hasselbaink,Netherlands,Charlton Athletic,2,2006-2007
Aliaksandr Hleb,Belarus,Arsenal FC,2,2006-2007
Sami Hyypiä,Finland,Liverpool FC,2,2006-2007
Ívar Ingimarsson,Iceland,Reading FC,2,2006-2007
Claus Jensen,Denmark,Fulham FC,2,2006-2007
Dave Kitson,England,Reading FC,2,2006-2007
Zat Knight,England,Fulham FC,2,2006-2007
Niko Kranjčar,Croatia,Portsmouth FC,2,2006-2007
Denny Landzaat,Netherlands,Wigan Athletic,2,2006-2007
Joleon Lescott,England,Everton FC,2,2006-2007
Shane Long,Ireland,Reading FC,2,2006-2007
Lomana LuaLua,Congo DR,Portsmouth FC,2,2006-2007
Steed Malbranque,France,Tottenham Hotspur,2,2006-2007
Manuel Fernandes,Portugal,Portsmouth FC,2,2006-2007
James McFadden,Scotland,Everton FC,2,2006-2007
Vincenzo Montella,Italy,Fulham FC,2,2006-2007
James Morrison,Scotland,Middlesbrough FC,2,2006-2007
Hayden Mullins,England,West Ham United,2,2006-2007
Danny Murphy,England,Tottenham Hotspur,2,2006-2007
Mark Noble,England,West Ham United,2,2006-2007
Noé Pamarot,France,Portsmouth FC,2,2006-2007
Pedro Mendes,Portugal,Portsmouth FC,2,2006-2007
Stilian Petrov,Bulgaria,Aston Villa,2,2006-2007
Emanuel Pogatetz,Austria,Middlesbrough FC,2,2006-2007
Linvoy Primus,England,Portsmouth FC,2,2006-2007
Tamás Priskin,Hungary,Watford FC,2,2006-2007
Stephen Quinn,Ireland,Sheffield United,2,2006-2007
Tomasz Radzinski,Canada,Fulham FC,2,2006-2007
Andy Reid,Ireland,Charlton Athletic,2,2006-2007
Arjen Robben,Netherlands,Chelsea FC,2,2006-2007
Christopher Samba,Congo,Blackburn Rovers,2,2006-2007
Teddy Sheringham,England,West Ham United,2,2006-2007
Nolberto Solano,Peru,Newcastle United,2,2006-2007
Alan Stubbs,England,Everton FC,2,2006-2007
Teemu Tainio,Finland,Tottenham Hotspur,2,2006-2007
Steven Taylor,England,Newcastle United,2,2006-2007
Andranik Teymourian,Iran,Bolton Wanderers,2,2006-2007
Svetoslav Todorov,Bulgaria,Wigan Athletic,2,2006-2007
Michael Tonge,England,Sheffield United,2,2006-2007
Moritz Volz,Germany,Fulham FC,2,2006-2007
Shaun Wright-Phillips,England,Chelsea FC,2,2006-2007
Joseph Yobo,Nigeria,Everton FC,2,2006-2007
Abel Xavier,Portugal,Middlesbrough FC,1,2006-2007
Arbeloa,Spain,Liverpool FC,1,2006-2007
Milan Baroš,Czech Republic,Aston Villa,1,2006-2007
Marcus Bent,England,Charlton Athletic,1,2006-2007
Boa Morte,Portugal,West Ham United,1,2006-2007
George Boateng,Netherlands,Middlesbrough FC,1,2006-2007
Nicky Butt,England,Newcastle United,1,2006-2007
Sol Campbell,England,Portsmouth FC,1,2006-2007
Jamie Carragher,England,Liverpool FC,1,2006-2007
Lee Carsley,Ireland,Everton FC,1,2006-2007
Lee Cattermole,England,Middlesbrough FC,1,2006-2007
Pascal Chimbonda,France,Wigan Athletic,1,2006-2007
Philippe Christanval,France,Fulham FC,1,2006-2007
Malcolm Christie,England,Middlesbrough FC,1,2006-2007
David Cotterill,Wales,Wigan Athletic,1,2006-2007
Calum Davenport,England,West Ham United,1,2006-2007
Michael Dawson,England,Tottenham Hotspur,1,2006-2007
Ulises De la Cruz,Ecuador,Reading FC,1,2006-2007
Clint Dempsey,USA,Fulham FC,1,2006-2007
Abou Diaby,France,Arsenal FC,1,2006-2007
Douglas,Brazil,Watford FC,1,2006-2007
Damien Duff,Ireland,Newcastle United,1,2006-2007
Richard Dunne,Ireland,Manchester City,1,2006-2007
Chris Eagles,England,Manchester United,1,2006-2007
David Edgar,Canada,Newcastle United,1,2006-2007
Patrice Evra,France,Manchester United,1,2006-2007
Amdy Faye,Senegal,Charlton Athletic,1,2006-2007
Rio Ferdinand,England,Manchester United,1,2006-2007
Paul Gallagher,Scotland,Blackburn Rovers,1,2006-2007
Hossam Ghaly,Egypt,Tottenham Hotspur,1,2006-2007
Matt Holland,Ireland,Charlton Athletic,1,2006-2007
Justin Hoyte,Trinidad & Tobago,Arsenal FC,1,2006-2007
Tom Huddlestone,England,Tottenham Hotspur,1,2006-2007
Bryan Hughes,England,Charlton Athletic,1,2006-2007
Paul Huntington,England,Newcastle United,1,2006-2007
Robert Huth,Germany,Middlesbrough FC,1,2006-2007
Stephen Ireland,Ireland,Manchester City,1,2006-2007
Matt Jackson,England,Wigan Athletic,1,2006-2007
Collins John,Netherlands,Fulham FC,1,2006-2007
Colin Kâzım-Richards,Turkey,Sheffield United,1,2006-2007
Kepa,Spain,West Ham United,1,2006-2007
Tugay Kerimoğlu,Turkey,Blackburn Rovers,1,2006-2007
Harry Kewell,Australia,Liverpool FC,1,2006-2007
Kevin Kilbane,Ireland,Wigan Athletic,1,2006-2007
Henrik Larsson,Sweden,Manchester United,1,2006-2007
Massimo Maccarone,Italy,Middlesbrough FC,1,2006-2007
Gavin Mahon,England,Watford FC,1,2006-2007
Claude Makélélé,France,Chelsea FC,1,2006-2007
Shaun Maloney,Scotland,Aston Villa,1,2006-2007
Gavin McCann,England,Aston Villa,1,2006-2007
Olof Mellberg,Sweden,Aston Villa,1,2006-2007
Ľubomir Michalík,Slovakia,Bolton Wanderers,1,2006-2007
Mido,Egypt,Tottenham Hotspur,1,2006-2007
Chris Morgan,England,Sheffield United,1,2006-2007
Arnold Mvuemba,France,Portsmouth FC,1,2006-2007
Gary Naysmith,Scotland,Everton FC,1,2006-2007
Phil Neville,England,Everton FC,1,2006-2007
Geremi Njitap,Cameroon,Chelsea FC,1,2006-2007
Gary O'Neil,England,Portsmouth FC,1,2006-2007
John Oster,Wales,Reading FC,1,2006-2007
Ian Pearce,England,Fulham FC,1,2006-2007
Henrik Pedersen,Denmark,Bolton Wanderers,1,2006-2007
Jermaine Pennant,England,Liverpool FC,1,2006-2007
Franck Queudrue,France,Fulham FC,1,2006-2007
Nigel Reo-Coker,England,West Ham United,1,2006-2007
Micah Richards,England,Manchester City,1,2006-2007
Kieran Richardson,England,Manchester United,1,2006-2007
Liam Ridgewell,England,Aston Villa,1,2006-2007
John Arne Riise,Norway,Liverpool FC,1,2006-2007
Paul Robinson,England,Tottenham Hotspur,1,2006-2007
Danny Shittu,Nigeria,Watford FC,1,2006-2007
Nicky Shorey,England,Reading FC,1,2006-2007
Mikaël Silvestre,France,Manchester United,1,2006-2007
Tommy Smith,England,Watford FC,1,2006-2007
Ibrahima Sonko,Senegal,Reading FC,1,2006-2007
Paul Stalteri,Canada,Tottenham Hotspur,1,2006-2007
Chris Sutton,England,Aston Villa,1,2006-2007
Ryan Taylor,England,Wigan Athletic,1,2006-2007
John Terry,England,Chelsea FC,1,2006-2007
Hatem Trabelsi,Tunisia,Manchester City,1,2006-2007
David Unsworth,England,Wigan Athletic,1,2006-2007
Antonio Valencia,Ecuador,Wigan Athletic,1,2006-2007
Stephen Warnock,England,Liverpool FC,1,2006-2007
David Wheater,England,Middlesbrough FC,1,2006-2007
Luke Young,England,Charlton Athletic,1,2006-2007
Zhi Zheng,China,Charlton Athletic,1,2006-2007
