Player,Country,Team,Goals,Season
Vincent Péricard,France,Stoke City,2,2006-2007
Jaime Peters,Canada,Ipswich Town,2,2006-2007
Kyel Reid,England,Barnsley FC,2,2006-2007
Matt Richards,England,Ipswich Town,2,2006-2007
Carl Robinson,Wales,Norwich City,2,2006-2007
Paul Robinson,England,West Bromwich Albion,2,2006-2007
Björn Runström,Sweden,Luton Town,2,2006-2007
Marcel Seip,Netherlands,Plymouth Argyle,2,2006-2007
Scott Sinclair,England,Plymouth Argyle,2,2006-2007
Wade Small,England,Sheffield Wednesday,2,2006-2007
Anthony Stokes,Ireland,Sunderland AFC,2,2006-2007
Ian Thomas-Moore,England,Leeds United,2,2006-2007
Alan Thompson,England,Leeds United,2,2006-2007
Matthew Upson,England,Birmingham City,2,2006-2007
Jhon Viáfara,Colombia,Southampton FC,2,2006-2007
Gavin Williams,Wales,Ipswich Town,2,2006-2007
Gareth Ainsworth,England,Queens Park Rangers,1,2006-2007
Martin Albrechtsen,Denmark,West Bromwich Albion,1,2006-2007
Calvin Andrew,England,Luton Town,1,2006-2007
Ian Ashbee,England,Hull City,1,2006-2007
Shabazz Baidoo,England,Queens Park Rangers,1,2006-2007
Pat Baldwin,England,Colchester United,1,2006-2007
Dean Bowditch,England,Ipswich Town,1,2006-2007
Adam Boyd,England,Luton Town,1,2006-2007
Gary Breen,Ireland,Wolverhampton Wanderers,1,2006-2007
Wayne Brown,England,Colchester United,1,2006-2007
Paul Butler,Ireland,Leeds United,1,2006-2007
Jason Byrne,Ireland,Cardiff City,1,2006-2007
Richard Chaplow,England,West Bromwich Albion,1,2006-2007
Neil Clement,England,West Bromwich Albion,1,2006-2007
Andy Cole,England,Birmingham City,1,2006-2007
Graham Coughlan,Ireland,Sheffield Wednesday,1,2006-2007
Chris Coyne,Australia,Luton Town,1,2006-2007
Mark Crossley,Wales,Sheffield Wednesday,1,2006-2007
Damien Delaney,Ireland,Hull City,1,2006-2007
Shaun Derry,England,Leeds United,1,2006-2007
Jonathan Douglas,Ireland,Leeds United,1,2006-2007
David Dunn,England,Birmingham City,1,2006-2007
Ugo Ehiogu,England,Leeds United,1,2006-2007
Hogan Ephraim,England,Colchester United,1,2006-2007
Jonny Evans,Northern Ireland,Sunderland AFC,1,2006-2007
Rory Fallon,New Zealand,Plymouth Argyle,1,2006-2007
Tore André Flo,Norway,Leeds United,1,2006-2007
Willo Flood,Ireland,Cardiff City,1,2006-2007
Richie Foran,Ireland,Southend United,1,2006-2007
Mikael Forssell,Finland,Birmingham City,1,2006-2007
Jonathan Fortune,England,Stoke City,1,2006-2007
Hayden Foxe,Australia,Leeds United,1,2006-2007
Simon Francis,England,Southend United,1,2006-2007
Owen Garvan,Ireland,Ipswich Town,1,2006-2007
Lewis Grabban,Jamaica,Crystal Palace,1,2006-2007
Steven Hammell,Scotland,Southend United,1,2006-2007
Jon Harley,England,Burnley FC,1,2006-2007
Markus Heikkinen,Finland,Luton Town,1,2006-2007
Jonny Howson,England,Leeds United,1,2006-2007
Stephen Hughes,England,Coventry City,1,2006-2007
Besian Idrizaj,Austria,Luton Town,1,2006-2007
Kemal Izzet,England,Colchester United,1,2006-2007
Nils-Eric Johansson,Sweden,Leicester City,1,2006-2007
Andy Johnson,England,Leicester City,1,2006-2007
Damien Johnson,Northern Ireland,Birmingham City,1,2006-2007
Michael Johnson,Jamaica,Derby County,1,2006-2007
Seth Johnson,England,Derby County,1,2006-2007
Malvin Kamara,Sierra Leone,Cardiff City,1,2006-2007
Trésor Kandol,Congo DR,Leeds United,1,2006-2007
Graham Kavanagh,Ireland,Sunderland AFC,1,2006-2007
Antony Kay,England,Barnsley FC,1,2006-2007
Keith Keane,Ireland,Luton Town,1,2006-2007
Mark Kennedy,Ireland,Crystal Palace,1,2006-2007
Robert Koren,Slovenia,West Bromwich Albion,1,2006-2007
Richard Langley,Jamaica,Luton Town,1,2006-2007
Simon Lappin,Scotland,Norwich City,1,2006-2007
Mario Lička,Czech Republic,Southampton FC,1,2006-2007
Glenn Loovens,Netherlands,Cardiff City,1,2006-2007
Lee Martin,England,Stoke City,1,2006-2007
Dominic Matteo,Scotland,Stoke City,1,2006-2007
Sean McAllister,England,Sheffield Wednesday,1,2006-2007
Grant McCann,Northern Ireland,Barnsley FC,1,2006-2007
Paddy McCarthy,Ireland,Leicester City,1,2006-2007
Tyrone Mears,Jamaica,Derby County,1,2006-2007
Neil Mellor,England,Preston North End,1,2006-2007
Ľubomir Michalík,Slovakia,Leeds United,1,2006-2007
Bruno N'Gotty,France,Birmingham City,1,2006-2007
Lewis Neal,England,Preston North End,1,2006-2007
Shaun Newton,England,Leicester City,1,2006-2007
Mark Noble,England,Ipswich Town,1,2006-2007
Burton O'Brien,Scotland,Sheffield Wednesday,1,2006-2007
George O'Callaghan,Ireland,Ipswich Town,1,2006-2007
Stephen O'Leary,Ireland,Luton Town,1,2006-2007
Sam Parkin,England,Luton Town,1,2006-2007
Martin Paterson,Northern Ireland,Stoke City,1,2006-2007
Pelé,Cape Verde,Southampton FC,1,2006-2007
Pavel Pergl,Czech Republic,Preston North End,1,2006-2007
Russell Perrett,England,Luton Town,1,2006-2007
David Prutton,England,Southampton FC,1,2006-2007
Péter Rajczi,Hungary,Barnsley FC,1,2006-2007
Garry Richards,England,Colchester United,1,2006-2007
Michael Ricketts,England,Southend United,1,2006-2007
Sam Ricketts,Wales,Hull City,1,2006-2007
Youssef Safri,Morocco,Norwich City,1,2006-2007
Cherno Samba,England,Plymouth Argyle,1,2006-2007
Chris Sedgwick,England,Preston North End,1,2006-2007
Frank Simek,USA,Sheffield Wednesday,1,2006-2007
Tommy Smith,England,Derby County,1,2006-2007
Efe Sodje,Nigeria,Southend United,1,2006-2007
Sam Sodje,Nigeria,West Bromwich Albion,1,2006-2007
John Spicer,England,Burnley FC,1,2006-2007
Matthew Spring,England,Luton Town,1,2006-2007
Sean St Ledger,Ireland,Preston North End,1,2006-2007
Richard Stearman,England,Leicester City,1,2006-2007
Damion Stewart,Jamaica,Queens Park Rangers,1,2006-2007
Steve Stone,England,Leeds United,1,2006-2007
Luke Summerfield,England,Plymouth Argyle,1,2006-2007
Peter Sweeney,Scotland,Stoke City,1,2006-2007
Gary Teale,Scotland,Derby County,1,2006-2007
Kevin Thornton,Ireland,Coventry City,1,2006-2007
Danny Tiatto,Australia,Leicester City,1,2006-2007
Krisztián Tímár,Hungary,Plymouth Argyle,1,2006-2007
Sam Togwell,England,Barnsley FC,1,2006-2007
Stanislav Varga,Slovakia,Sunderland AFC,1,2006-2007
Adam Virgo,England,Coventry City,1,2006-2007
Ronnie Wallwork,England,West Bromwich Albion,1,2006-2007
Nick Ward,Australia,Queens Park Rangers,1,2006-2007
Kevin Watson,England,Colchester United,1,2006-2007
John Welsh,England,Hull City,1,2006-2007
Gareth Williams,Scotland,Leicester City,1,2006-2007
Kelvin Wilson,England,Preston North End,1,2006-2007
David Wright,England,Ipswich Town,1,2006-2007
Jermaine Wright,England,Southampton FC,1,2006-2007
Tommy Wright,England,Barnsley FC,1,2006-2007
Mark Yeates,Ireland,Leicester City,1,2006-2007
