Player,Country,Team,Goals,Season
Stephen McPhee,Scotland,Hull City,6,2007-2008
David Norris,England,Plymouth Argyle,6,2007-2008
Grzegorz Rasiak,Poland,Southampton FC,6,2007-2008
Andy Reid,Ireland,Charlton Athletic,6,2007-2008
Martin Rowlands,Ireland,Queens Park Rangers,6,2007-2008
Tom Soares,England,Crystal Palace,6,2007-2008
Gary Taylor-Fletcher,England,Blackpool FC,6,2007-2008
Rowan Vine,England,Queens Park Rangers,6,2007-2008
Elliott Ward,England,Coventry City,6,2007-2008
Chris Brunt,Northern Ireland,West Bromwich Albion,5,2007-2008
Marvin Elliott,Jamaica,Bristol City,5,2007-2008
István Ferenczi,Hungary,Barnsley FC,5,2007-2008
Filipe Teixeira,Portugal,West Bromwich Albion,5,2007-2008
Richard García,Australia,Hull City,5,2007-2008
Kaspars Gorkšs,Latvia,Blackpool FC,5,2007-2008
Wes Hoolahan,Ireland,Blackpool FC,5,2007-2008
Darren Huckerby,England,Norwich City,5,2007-2008
Adam Johnson,England,Watford FC,5,2007-2008
Roger Johnson,England,Cardiff City,5,2007-2008
Kyle Lafferty,Northern Ireland,Burnley FC,5,2007-2008
Mikele Leigertwood,Antigua & Barbuda,Sheffield United,5,2007-2008
Chris McCann,Ireland,Burnley FC,5,2007-2008
Tommy Miller,Scotland,Ipswich Town,5,2007-2008
Andy Morrell,England,Blackpool FC,5,2007-2008
Damion Stewart,Jamaica,Queens Park Rangers,5,2007-2008
Jay Tabb,England,Coventry City,5,2007-2008
Steven Thompson,Scotland,Cardiff City,5,2007-2008
Lee Trundle,England,Bristol City,5,2007-2008
Michael Turner,England,Hull City,5,2007-2008
Ben Watson,England,Crystal Palace,5,2007-2008
Peter Whittingham,England,Cardiff City,5,2007-2008
Adam Bolder,England,Sheffield Wednesday,4,2007-2008
DJ Campbell,England,Leicester City,4,2007-2008
Darren Carter,England,Preston North End,4,2007-2008
Andy Crosby,England,Scunthorpe United,4,2007-2008
Callum Davidson,Scotland,Preston North End,4,2007-2008
Martin Devaney,England,Barnsley FC,4,2007-2008
Nathan Ellington,England,West Bromwich Albion,4,2007-2008
Stephen Elliott,Ireland,Wolverhampton Wanderers,4,2007-2008
Jonathan Forte,Barbados,Scunthorpe United,4,2007-2008
Robbie Fowler,England,Cardiff City,4,2007-2008
Barry Hayles,Jamaica,Plymouth Argyle,4,2007-2008
Claus Jørgensen,Faroe Islands,Blackpool FC,4,2007-2008
Michael Kightly,England,Wolverhampton Wanderers,4,2007-2008
Patrick Kisnorbo,Australia,Leicester City,4,2007-2008
Steven MacLean,Scotland,Plymouth Argyle,4,2007-2008
Grant McCann,Northern Ireland,Scunthorpe United,4,2007-2008
Kevin McLeod,England,Colchester United,4,2007-2008
James Morrison,Scotland,West Bromwich Albion,4,2007-2008
Bradley Orr,England,Bristol City,4,2007-2008
Henrik Pedersen,Denmark,Hull City,4,2007-2008
Gavin Rae,Scotland,Cardiff City,4,2007-2008
Darel Russell,England,Norwich City,4,2007-2008
Billy Sharp,England,Sheffield United,4,2007-2008
Mamady Sidibe,Mali,Stoke City,4,2007-2008
Wade Small,England,Sheffield Wednesday,4,2007-2008
Simon Whaley,England,Preston North End,4,2007-2008
Gareth Ainsworth,England,Queens Park Rangers,3,2007-2008
Chris Armstrong,England,Sheffield United,3,2007-2008
Ian Ashbee,England,Hull City,3,2007-2008
Leon Barnett,England,West Bromwich Albion,3,2007-2008
Craig Beattie,Scotland,West Bromwich Albion,3,2007-2008
Jay Bothroyd,England,Wolverhampton Wanderers,3,2007-2008
Jamal Campbell-Ryce,Jamaica,Barnsley FC,3,2007-2008
Richard Chaplow,England,West Bromwich Albion,3,2007-2008
Leon Clarke,England,Sheffield Wednesday,3,2007-2008
Neill Collins,Scotland,Wolverhampton Wanderers,3,2007-2008
Freddy Eastwood,Wales,Wolverhampton Wanderers,3,2007-2008
Hogan Ephraim,England,Queens Park Rangers,3,2007-2008
Jason Euell,Jamaica,Southampton FC,3,2007-2008
Michael Flynn,Wales,Blackpool FC,3,2007-2008
Jim Goodwin,Ireland,Scunthorpe United,3,2007-2008
Julian Gray,England,Coventry City,3,2007-2008
Michael Gray,England,Wolverhampton Wanderers,3,2007-2008
Karl Hawley,England,Preston North End,3,2007-2008
Karl Henry,England,Wolverhampton Wanderers,3,2007-2008
Clint Hill,England,Stoke City,3,2007-2008
Kevin Kyle,Scotland,Wolverhampton Wanderers,3,2007-2008
Leroy Lita,England,Charlton Athletic,3,2007-2008
Jamie Mackie,Scotland,Plymouth Argyle,3,2007-2008
Youl Mawéné,France,Preston North End,3,2007-2008
Jamie McCombe,England,Bristol City,3,2007-2008
Stephen McPhail,Ireland,Cardiff City,3,2007-2008
Ian Morris,Ireland,Scunthorpe United,3,2007-2008
Victor Moses,Nigeria,Crystal Palace,3,2007-2008
Scott Murray,Scotland,Bristol City,3,2007-2008
Burton O'Brien,Scotland,Sheffield Wednesday,3,2007-2008
James O'Connor,Ireland,Burnley FC,3,2007-2008
John-Joe O'Toole,Ireland,Watford FC,3,2007-2008
Kayode Odejayi,Nigeria,Barnsley FC,3,2007-2008
Seyi Olofinjana,Nigeria,Wolverhampton Wanderers,3,2007-2008
Tamás Priskin,Hungary,Watford FC,3,2007-2008
Marek Saganowski,Poland,Southampton FC,3,2007-2008
Ben Sahar,Israel,Sheffield Wednesday,3,2007-2008
Teddy Sheringham,England,Colchester United,3,2007-2008
Enoch Showunmi,Nigeria,Sheffield Wednesday,3,2007-2008
Scott Sinclair,England,Queens Park Rangers,3,2007-2008
Keith Southern,England,Blackpool FC,3,2007-2008
Gary Speed,Wales,Sheffield United,3,2007-2008
Jon Stead,England,Sheffield United,3,2007-2008
Krisztián Tímár,Hungary,Plymouth Argyle,3,2007-2008
Jhon Viáfara,Colombia,Southampton FC,3,2007-2008
Grégory Vignal,France,Southampton FC,3,2007-2008
Danny Webber,England,Sheffield United,3,2007-2008
Glenn Whelan,Ireland,Stoke City,3,2007-2008
Martin Albrechtsen,Denmark,West Bromwich Albion,2,2007-2008
Shaun Barker,England,Blackpool FC,2,2007-2008
Madjid Bougherra,Algeria,Charlton Athletic,2,2007-2008
Andy Butler,England,Scunthorpe United,2,2007-2008
Gary Cahill,England,Sheffield United,2,2007-2008
Steven Caldwell,Scotland,Burnley FC,2,2007-2008
Clarke Carlisle,England,Burnley FC,2,2007-2008
David Carney,Australia,Sheffield United,2,2007-2008
Nick Chadwick,England,Plymouth Argyle,2,2007-2008
Stephen Clemence,England,Leicester City,2,2007-2008
Matthew Connolly,England,Queens Park Rangers,2,2007-2008
Jack Cork,England,Scunthorpe United,2,2007-2008
Jason de Vos,Canada,Ipswich Town,2,2007-2008
Rory Delap,Ireland,Stoke City,2,2007-2008
Dênnis Souza,Brazil,Barnsley FC,2,2007-2008
Michael Duff,Northern Ireland,Burnley FC,2,2007-2008
Wade Elliott,England,Burnley FC,2,2007-2008
Mark Fotheringham,Scotland,Norwich City,2,2007-2008
Damien Francis,Jamaica,Watford FC,2,2007-2008
Matty Fryatt,England,Leicester City,2,2007-2008
Owen Garvan,Ireland,Ipswich Town,2,2007-2008
Keith Gillespie,Northern Ireland,Sheffield United,2,2007-2008
Stuart Green,England,Crystal Palace,2,2007-2008
Greg Halford,England,Charlton Athletic,2,2007-2008
Lee Hendrie,England,Sheffield United,2,2007-2008
Richard Hinds,England,Sheffield Wednesday,2,2007-2008
Mark Hudson,England,Crystal Palace,2,2007-2008
Paul Ifill,Barbados,Crystal Palace,2,2007-2008
Francis Jeffers,England,Sheffield Wednesday,2,2007-2008
Collins John,Netherlands,Watford FC,2,2007-2008
Graham Kavanagh,Ireland,Sheffield Wednesday,2,2007-2008
Matt Kilgallon,England,Sheffield United,2,2007-2008
Sylvain Legwinski,France,Ipswich Town,2,2007-2008
Lee Martin,England,Sheffield United,2,2007-2008
Jobi McAnuff,Jamaica,Watford FC,2,2007-2008
Gareth McAuley,Northern Ireland,Leicester City,2,2007-2008
Paddy McCarthy,Ireland,Charlton Athletic,2,2007-2008
Leon McKenzie,England,Coventry City,2,2007-2008
Chris Morgan,England,Sheffield United,2,2007-2008
Lewis Neal,England,Preston North End,2,2007-2008
David Noble,England,Bristol City,2,2007-2008
Jon Parkin,England,Stoke City,2,2007-2008
Stephen Quinn,Ireland,Sheffield United,2,2007-2008
Lloyd Sam,Ghana,Charlton Athletic,2,2007-2008
Sean Scannell,Ireland,Crystal Palace,2,2007-2008
Chris Sedgwick,England,Preston North End,2,2007-2008
Bartosz Ślusarski,Poland,West Bromwich Albion,2,2007-2008
Sam Sodje,Nigeria,Charlton Athletic,2,2007-2008
Ivan Sproule,Northern Ireland,Bristol City,2,2007-2008
Tommy Spurr,England,Sheffield Wednesday,2,2007-2008
Richard Stearman,England,Leicester City,2,2007-2008
Jordan Stewart,England,Watford FC,2,2007-2008
Andrew Surman,England,Southampton FC,2,2007-2008
Svetoslav Todorov,Bulgaria,Charlton Athletic,2,2007-2008
Steve Watson,England,Sheffield Wednesday,2,2007-2008
Lee Williamson,Jamaica,Watford FC,2,2007-2008
Richard Wood,England,Sheffield Wednesday,2,2007-2008
David Wright,England,Ipswich Town,2,2007-2008
Nadjim Abdou,Comoros,Plymouth Argyle,1,2007-2008
Graham Alexander,Scotland,Preston North End,1,2007-2008
Ángelo Balanta,Colombia,Queens Park Rangers,1,2007-2008
Nick Barmby,England,Hull City,1,2007-2008
Grant Basey,England,Charlton Athletic,1,2007-2008
Marcus Bent,England,Charlton Athletic,1,2007-2008
Leigh Bromby,England,Watford FC,1,2007-2008
Steve Brooker,England,Bristol City,1,2007-2008
Wayne Brown,England,Hull City,1,2007-2008
Lee Bullen,Scotland,Sheffield Wednesday,1,2007-2008
Andy Carroll,England,Preston North End,1,2007-2008
Boštjan Cesar,Slovenia,West Bromwich Albion,1,2007-2008
Luke Chadwick,England,Norwich City,1,2007-2008
Kim Christensen,Denmark,Barnsley FC,1,2007-2008
Paul Connolly,England,Plymouth Argyle,1,2007-2008
Chris Coyne,Australia,Colchester United,1,2007-2008
Jody Craddock,England,Wolverhampton Wanderers,1,2007-2008
Stephen Crainey,Scotland,Blackpool FC,1,2007-2008
Lee Croft,England,Norwich City,1,2007-2008
Andy Dawson,England,Hull City,1,2007-2008
Mark de Vries,Suriname,Leicester City,1,2007-2008
Damien Delaney,Ireland,Queens Park Rangers,1,2007-2008
Jay DeMerit,USA,Watford FC,1,2007-2008
Diego León,Spain,Barnsley FC,1,2007-2008
Nathan Dyer,England,Southampton FC,1,2007-2008
David Edwards,Wales,Wolverhampton Wanderers,1,2007-2008
Rob Edwards,Wales,Wolverhampton Wanderers,1,2007-2008
Medy Elito,England,Colchester United,1,2007-2008
George Elokobi,Cameroon,Wolverhampton Wanderers,1,2007-2008
Carl Fletcher,Wales,Crystal Palace,1,2007-2008
Kevin Foley,Ireland,Wolverhampton Wanderers,1,2007-2008
Liam Fontaine,England,Bristol City,1,2007-2008
Jonathan Fortune,England,Charlton Athletic,1,2007-2008
Stephen Foster,England,Barnsley FC,1,2007-2008
Danny Fox,Scotland,Coventry City,1,2007-2008
David Fox,England,Blackpool FC,1,2007-2008
Dougie Freedman,Scotland,Crystal Palace,1,2007-2008
Paul Gallagher,Scotland,Stoke City,1,2007-2008
Darron Gibson,Ireland,Wolverhampton Wanderers,1,2007-2008
Jonathan Greening,England,West Bromwich Albion,1,2007-2008
Jóhannes Guðjónsson,Iceland,Burnley FC,1,2007-2008
Dan Harding,England,Ipswich Town,1,2007-2008
Lee Hills,England,Crystal Palace,1,2007-2008
Zavon Hines,Jamaica,Coventry City,1,2007-2008
Jack Hobbs,England,Scunthorpe United,1,2007-2008
Matt Holland,Ireland,Charlton Athletic,1,2007-2008
Bryan Hughes,England,Hull City,1,2007-2008
Stephen Hughes,England,Coventry City,1,2007-2008
Kevan Hurst,England,Scunthorpe United,1,2007-2008
Iñigo Idiakez,Spain,Southampton FC,1,2007-2008
Izzy Iriekpen,Nigeria,Scunthorpe United,1,2007-2008
Kemal Izzet,England,Colchester United,1,2007-2008
Matthew Jarvis,England,Wolverhampton Wanderers,1,2007-2008
Jermaine Johnson,Jamaica,Sheffield Wednesday,1,2007-2008
Lee Johnson,England,Bristol City,1,2007-2008
Kenwyne Jones,Trinidad & Tobago,Southampton FC,1,2007-2008
Steve Jones,Northern Ireland,Burnley FC,1,2007-2008
José Fonte,Portugal,Crystal Palace,1,2007-2008
Steve Kabba,England,Watford FC,1,2007-2008
Do-heon Kim,South Korea,West Bromwich Albion,1,2007-2008
Andy King,Wales,Leicester City,1,2007-2008
Adam Lallana,England,Southampton FC,1,2007-2008
Simon Lappin,Scotland,Norwich City,1,2007-2008
Matthew Lawrence,England,Crystal Palace,1,2007-2008
David Livermore,England,Hull City,1,2007-2008
Alan Mahon,Ireland,Burnley FC,1,2007-2008
Gavin Mahon,England,Watford FC,1,2007-2008
Ben May,England,Scunthorpe United,1,2007-2008
Izale McLeod,England,Colchester United,1,2007-2008
Kevin McNaughton,Scotland,Cardiff City,1,2007-2008
Stefan Moore,England,Queens Park Rangers,1,2007-2008
Miguel Mostto,Peru,Barnsley FC,1,2007-2008
Lilian Nalis,France,Plymouth Argyle,1,2007-2008
Daniel Nardiello,Wales,Queens Park Rangers,1,2007-2008
Lewin Nyatanga,Wales,Barnsley FC,1,2007-2008
Marc Nygaard,Denmark,Queens Park Rangers,1,2007-2008
Brett Ormerod,England,Preston North End,1,2007-2008
Jon Otsemobor,England,Norwich City,1,2007-2008
Jim Paterson,Scotland,Plymouth Argyle,1,2007-2008
Chris Powell,England,Charlton Athletic,1,2007-2008
Darren Powell,England,Southampton FC,1,2007-2008
Darren Purse,England,Cardiff City,1,2007-2008
Alan Quinn,Ireland,Sheffield United,1,2007-2008
Aaron Ramsey,Wales,Cardiff City,1,2007-2008
Jordan Rhodes,Scotland,Ipswich Town,1,2007-2008
Gary Roberts,England,Ipswich Town,1,2007-2008
Paul Robinson,England,West Bromwich Albion,1,2007-2008
Gary Sawyer,England,Plymouth Argyle,1,2007-2008
Marcel Seip,Netherlands,Plymouth Argyle,1,2007-2008
Alan Sheehan,Ireland,Leicester City,1,2007-2008
Luton Shelton,Jamaica,Sheffield United,1,2007-2008
Robbie Simpson,England,Coventry City,1,2007-2008
Trevor Sinclair,England,Cardiff City,1,2007-2008
Sito Castro,Spain,Ipswich Town,1,2007-2008
Rudi Skácel,Czech Republic,Southampton FC,1,2007-2008
Franck Songo'o,Cameroon,Sheffield Wednesday,1,2007-2008
Matt Sparrow,England,Scunthorpe United,1,2007-2008
Sean St Ledger,Ireland,Preston North End,1,2007-2008
David Střihavka,Czech Republic,Norwich City,1,2007-2008
Veliče Šumulikoski,North Macedonia,Ipswich Town,1,2007-2008
Martin Taylor,England,Norwich City,1,2007-2008
Kevin Thornton,Ireland,Coventry City,1,2007-2008
Sam Togwell,England,Barnsley FC,1,2007-2008
Michael Tonge,England,Sheffield United,1,2007-2008
Liam Trotter,England,Ipswich Town,1,2007-2008
David Unsworth,England,Burnley FC,1,2007-2008
Tamás Vaskó,Hungary,Bristol City,1,2007-2008
Adam Virgo,England,Colchester United,1,2007-2008
Dominik Werling,Germany,Barnsley FC,1,2007-2008
Brian Wilson,England,Bristol City,1,2007-2008
Paul Wotton,England,Plymouth Argyle,1,2007-2008
Kelly Youga,Central Afr. Republic,Scunthorpe United,1,2007-2008
