Player,Country,Team,Goals,Season
Guy Ipoua,Cameroon,Gillingham FC,4,2002-2003
Chris Iwelumo,Scotland,Stoke City,4,2002-2003
Muzzy Izzet,Turkey,Leicester City,4,2002-2003
Marlon King,Jamaica,Gillingham FC,4,2002-2003
Giorgi Kinkladze,Georgia,Derby County,4,2002-2003
Jobi McAnuff,Jamaica,Wimbledon FC,4,2002-2003
Paul McLaren,England,Sheffield Wednesday,4,2002-2003
Gary McSheffrey,England,Coventry City,4,2002-2003
Lee Mills,England,Stoke City,4,2002-2003
Lloyd Owusu,Ghana,Sheffield Wednesday,4,2002-2003
Ritchie Partridge,Ireland,Coventry City,4,2002-2003
Michael Proctor,England,Bradford City,4,2002-2003
Adam Proudlock,England,Wolverhampton Wanderers,4,2002-2003
Mark Rivers,England,Norwich City,4,2002-2003
Wayne Routledge,England,Crystal Palace,4,2002-2003
John Salako,England,Reading FC,4,2002-2003
Paul Smith,England,Gillingham FC,4,2002-2003
Danny Sonner,Northern Ireland,Walsall FC,4,2002-2003
Jordan Stewart,England,Leicester City,4,2002-2003
Steve Stone,England,Portsmouth FC,4,2002-2003
Dean West,England,Burnley FC,4,2002-2003
Paweł Abbott,Poland,Preston North End,3,2002-2003
Gareth Ainsworth,England,Wimbledon FC,3,2002-2003
Ade Akinbiyi,England,Stoke City,3,2002-2003
Aranalde,Spain,Walsall FC,3,2002-2003
Craig Burley,Scotland,Derby County,3,2002-2003
Tim Cahill,Australia,Millwall FC,3,2002-2003
Richard Carpenter,England,Brighton & Hove Albion,3,2002-2003
Clive Clarke,Ireland,Stoke City,3,2002-2003
Kevin Cooper,England,Wolverhampton Wanderers,3,2002-2003
Calum Davenport,England,Coventry City,3,2002-2003
Kevin Davies,England,Millwall FC,3,2002-2003
Dominic Foley,Ireland,Watford FC,3,2002-2003
Daniel Forrest,England,Bradford City,3,2002-2003
Darren Garner,England,Rotherham United,3,2002-2003
Danny Granville,England,Crystal Palace,3,2002-2003
Chris Greenacre,England,Stoke City,3,2002-2003
Paul Groves,England,Grimsby Town,3,2002-2003
Matt Heath,England,Leicester City,3,2002-2003
Kevin James,England,Gillingham FC,3,2002-2003
Eoin Jess,Scotland,Nottingham Forest,3,2002-2003
Mark Kennedy,Ireland,Wolverhampton Wanderers,3,2002-2003
Leon Knight,England,Sheffield Wednesday,3,2002-2003
George Koumantarakis,South Africa,Preston North End,3,2002-2003
Steve Livingstone,England,Grimsby Town,3,2002-2003
Jim Magilton,Northern Ireland,Ipswich Town,3,2002-2003
Matias,Spain,Walsall FC,3,2002-2003
Paul McKenna,England,Preston North End,3,2002-2003
Izale McLeod,England,Derby County,3,2002-2003
Tommy Mooney,England,Stoke City,3,2002-2003
John Mullin,England,Rotherham United,3,2002-2003
Shaun Newton,England,Wolverhampton Wanderers,3,2002-2003
Allan Nielsen,Denmark,Watford FC,3,2002-2003
Gary O'Neil,England,Portsmouth FC,3,2002-2003
Dimitrios Papadopoulos,Greece,Burnley FC,3,2002-2003
Paul Peschisolido,Canada,Sheffield United,3,2002-2003
Tony Popovic,Australia,Crystal Palace,3,2002-2003
Alex Rae,Scotland,Wolverhampton Wanderers,3,2002-2003
Michael Reddy,Ireland,Sheffield Wednesday,3,2002-2003
Paul Robinson,England,Watford FC,3,2002-2003
Mark Saunders,England,Gillingham FC,3,2002-2003
Riccardo Scimeca,England,Nottingham Forest,3,2002-2003
Sergei Shtanyuk,Belarus,Stoke City,3,2002-2003
Mamady Sidibe,Mali,Gillingham FC,3,2002-2003
Chris Swailes,England,Rotherham United,3,2002-2003
John Thompson,Ireland,Nottingham Forest,3,2002-2003
Ashley Ward,England,Bradford City,3,2002-2003
Noel Whelan,England,Crystal Palace,3,2002-2003
Gareth Williams,Scotland,Nottingham Forest,3,2002-2003
Dennis Wise,England,Millwall FC,3,2002-2003
David Zdrilić,Australia,Walsall FC,3,2002-2003
Neal Ardley,England,Watford FC,2,2002-2003
Darren Barnard,Wales,Grimsby Town,2,2002-2003
Dean Blackwell,England,Brighton & Hove Albion,2,2002-2003
Eugen Bopp,Germany,Nottingham Forest,2,2002-2003
Guy Branston,England,Rotherham United,2,2002-2003
Lee Briscoe,England,Burnley FC,2,2002-2003
Martin Butler,England,Reading FC,2,2002-2003
Lee Cartwright,England,Preston North End,2,2002-2003
Anthony Crane,England,Sheffield Wednesday,2,2002-2003
Danny Cullip,England,Brighton & Hove Albion,2,2002-2003
Jermaine Darlington,England,Wimbledon FC,2,2002-2003
Simon Donnelly,Scotland,Sheffield Wednesday,2,2002-2003
Adam Drury,England,Norwich City,2,2002-2003
Clint Easton,England,Norwich City,2,2002-2003
Paul Evans,Wales,Bradford City,2,2002-2003
Simon Ford,Jamaica,Grimsby Town,2,2002-2003
David Gnohere,Ivory Coast,Burnley FC,2,2002-2003
Wayne Gray,England,Wimbledon FC,2,2002-2003
James Harper,England,Reading FC,2,2002-2003
Danny Higginbotham,Gibraltar,Derby County,2,2002-2003
Craig Hignett,England,Coventry City,2,2002-2003
Paul Ince,England,Wolverhampton Wanderers,2,2002-2003
Ívar Ingimarsson,Iceland,Wolverhampton Wanderers,2,2002-2003
Denis Irwin,Ireland,Wolverhampton Wanderers,2,2002-2003
Matt Jansen,England,Coventry City,2,2002-2003
Julian Joachim,England,Coventry City,2,2002-2003
Tommy Johnson,England,Gillingham FC,2,2002-2003
Allan Johnston,Scotland,Sheffield Wednesday,2,2002-2003
Michael Keane,Ireland,Preston North End,2,2002-2003
Christophe Kinet,Belgium,Millwall FC,2,2002-2003
Paul Kitson,England,Brighton & Hove Albion,2,2002-2003
Rob Lee,England,Derby County,2,2002-2003
David Livermore,England,Millwall FC,2,2002-2003
Chris Lucketti,England,Preston North End,2,2002-2003
Darren Mansaram,England,Grimsby Town,2,2002-2003
Pétur Marteinsson,Iceland,Stoke City,2,2002-2003
Mark McCammon,Barbados,Millwall FC,2,2002-2003
Tyrone Mears,Jamaica,Preston North End,2,2002-2003
Hayden Mullins,England,Crystal Palace,2,2002-2003
Shaun Murphy,Australia,Sheffield United,2,2002-2003
Richard Naylor,England,Ipswich Town,2,2002-2003
Steen Nedergaard,Denmark,Norwich City,2,2002-2003
Stuart Nethercott,England,Millwall FC,2,2002-2003
Nayron Nosworthy,Jamaica,Gillingham FC,2,2002-2003
Adam Nowland,England,Wimbledon FC,2,2002-2003
David Perpetuini,England,Gillingham FC,2,2002-2003
David Pipe,Wales,Coventry City,2,2002-2003
Paul Reid,Australia,Bradford City,2,2002-2003
Nigel Reo-Coker,England,Wimbledon FC,2,2002-2003
Martijn Reuser,Netherlands,Ipswich Town,2,2002-2003
Chris Riggott,England,Derby County,2,2002-2003
Andy Roberts,England,Millwall FC,2,2002-2003
Carl Robinson,Wales,Walsall FC,2,2002-2003
Simon Rodger,England,Brighton & Hove Albion,2,2002-2003
Robbie Ryan,Ireland,Millwall FC,2,2002-2003
Nicky Shorey,England,Reading FC,2,2002-2003
Michael Standing,England,Bradford City,2,2002-2003
Alex Tapp,England,Wimbledon FC,2,2002-2003
Simo Valakari,Finland,Derby County,2,2002-2003
Danny Webber,England,Watford FC,2,2002-2003
Ashley Westwood,England,Sheffield Wednesday,2,2002-2003
Fabian Wilnis,Netherlands,Ipswich Town,2,2002-2003
Tommy Wright,England,Leicester City,2,2002-2003
Luciano Zavagno,Argentina,Derby County,2,2002-2003
Trond Andersen,Norway,Wimbledon FC,1,2002-2003
Alun Armstrong,England,Ipswich Town,1,2002-2003
Craig Armstrong,England,Sheffield Wednesday,1,2002-2003
Peter Atherton,England,Bradford City,1,2002-2003
Graham Barrett,Ireland,Brighton & Hove Albion,1,2002-2003
Gary Birch,England,Walsall FC,1,2002-2003
Paul Boertien,England,Derby County,1,2002-2003
Jim Brennan,Canada,Nottingham Forest,1,2002-2003
Steve Brown,England,Reading FC,1,2002-2003
Wayne Brown,England,Watford FC,1,2002-2003
Paul Butler,Ireland,Wolverhampton Wanderers,1,2002-2003
Danny Butterfield,England,Crystal Palace,1,2002-2003
Matt Carbon,England,Walsall FC,1,2002-2003
Horacio Carbonari,Argentina,Derby County,1,2002-2003
Luke Chadwick,England,Reading FC,1,2002-2003
Steve Chettle,England,Grimsby Town,1,2002-2003
Jamie Clapham,England,Ipswich Town,1,2002-2003
Carlton Cole,England,Wolverhampton Wanderers,1,2002-2003
Kris Commons,Scotland,Stoke City,1,2002-2003
Ian Cox,Trinidad & Tobago,Burnley FC,1,2002-2003
Tony Craig,England,Millwall FC,1,2002-2003
Callum Davidson,Scotland,Leicester City,1,2002-2003
Nick Daws,England,Rotherham United,1,2002-2003
Arjan de Zeeuw,Netherlands,Portsmouth FC,1,2002-2003
Shaun Derry,England,Crystal Palace,1,2002-2003
Drissa Diallo,Guinea,Burnley FC,1,2002-2003
Steven Elliott,England,Derby County,1,2002-2003
Richard Evans,Wales,Sheffield Wednesday,1,2002-2003
Delroy Facey,Grenada,Bradford City,1,2002-2003
Gianluca Festa,Italy,Portsmouth FC,1,2002-2003
Scott Fitzgerald,England,Watford FC,1,2002-2003
Hayden Foxe,Australia,Portsmouth FC,1,2002-2003
Simon Francis,England,Bradford City,1,2002-2003
Finidi George,Nigeria,Ipswich Town,1,2002-2003
Stephen Glass,Scotland,Watford FC,1,2002-2003
Marc Goodfellow,England,Stoke City,1,2002-2003
Dean Gordon,England,Coventry City,1,2002-2003
Tony Grant,England,Burnley FC,1,2002-2003
Bjarni Guðjónsson,Iceland,Stoke City,1,2002-2003
Matt Hamshaw,England,Sheffield Wednesday,1,2002-2003
Jon Harley,England,Sheffield United,1,2002-2003
Steve Haslam,England,Sheffield Wednesday,1,2002-2003
Ian Henderson,England,Norwich City,1,2002-2003
Karl Henry,England,Stoke City,1,2002-2003
Herivelto,Brazil,Walsall FC,1,2002-2003
Andy Hessenthaler,England,Gillingham FC,1,2002-2003
Grant Holt,England,Sheffield Wednesday,1,2002-2003
Chris Hope,England,Gillingham FC,1,2002-2003
Lee Hughes,England,Coventry City,1,2002-2003
Richard Hughes,Scotland,Portsmouth FC,1,2002-2003
Paul Hurst,England,Rotherham United,1,2002-2003
Michael Jackson,England,Preston North End,1,2002-2003
Nathan Jones,Wales,Brighton & Hove Albion,1,2002-2003
Darren Kenton,England,Norwich City,1,2002-2003
Rob Kozluk,England,Sheffield United,1,2002-2003
Jamie Lawrence,Jamaica,Walsall FC,1,2002-2003
Joleon Lescott,England,Wolverhampton Wanderers,1,2002-2003
Junior Lewis,England,Leicester City,1,2002-2003
Matthieu Louis-Jean,France,Nottingham Forest,1,2002-2003
Danny Maddix,England,Sheffield Wednesday,1,2002-2003
Ben May,England,Millwall FC,1,2002-2003
Kerry Mayo,England,Brighton & Hove Albion,1,2002-2003
Jon-Paul McGovern,Scotland,Sheffield United,1,2002-2003
John McGreal,England,Ipswich Town,1,2002-2003
Mark McGregor,England,Burnley FC,1,2002-2003
Billy McKinlay,Scotland,Leicester City,1,2002-2003
Stephen Melton,England,Brighton & Hove Albion,1,2002-2003
Robert Molenaar,Netherlands,Bradford City,1,2002-2003
Alan Moore,Ireland,Burnley FC,1,2002-2003
Lionel Morgan,England,Wimbledon FC,1,2002-2003
Lee Naylor,England,Wolverhampton Wanderers,1,2002-2003
Runar Normann,Norway,Coventry City,1,2002-2003
Jason Norville,Trinidad & Tobago,Watford FC,1,2002-2003
Martin O'Connor,England,Walsall FC,1,2002-2003
Charlie Oatway,England,Brighton & Hove Albion,1,2002-2003
Iffy Onuora,Scotland,Sheffield United,1,2002-2003
Simon Osborn,England,Gillingham FC,1,2002-2003
Craig Pead,England,Coventry City,1,2002-2003
Darren Powell,England,Crystal Palace,1,2002-2003
David Prutton,England,Nottingham Forest,1,2002-2003
Andy Reid,Ireland,Nottingham Forest,1,2002-2003
Aki Riihilahti,Finland,Crystal Palace,1,2002-2003
Paul Robinson,England,Grimsby Town,1,2002-2003
Richard Sadlier,Ireland,Millwall FC,1,2002-2003
Georges Santos,Cape Verde,Grimsby Town,1,2002-2003
Juan Sara,Argentina,Coventry City,1,2002-2003
Chris Sedgwick,England,Rotherham United,1,2002-2003
Tim Sherwood,England,Portsmouth FC,1,2002-2003
Fitzroy Simpson,Jamaica,Walsall FC,1,2002-2003
Frank Sinclair,Jamaica,Leicester City,1,2002-2003
David Soames,England,Grimsby Town,1,2002-2003
Nicky Southall,England,Norwich City,1,2002-2003
Jonathan Stevenson,England,Leicester City,1,2002-2003
Branko Strupar,Belgium,Derby County,1,2002-2003
Peter Sweeney,Scotland,Millwall FC,1,2002-2003
Gerry Taggart,Northern Ireland,Leicester City,1,2002-2003
Stewart Talbot,England,Rotherham United,1,2002-2003
Chris Thompson,England,Grimsby Town,1,2002-2003
Steven Thomson,Scotland,Crystal Palace,1,2002-2003
Andy Tod,Scotland,Bradford City,1,2002-2003
Nathan Tyson,England,Reading FC,1,2002-2003
Guus Uhlenbeek,Netherlands,Bradford City,1,2002-2003
Jürgen Vandeurzen,Belgium,Stoke City,1,2002-2003
Moritz Volz,Germany,Wimbledon FC,1,2002-2003
Darren Ward,England,Millwall FC,1,2002-2003
Paul Warhurst,England,Stoke City,1,2002-2003
Paul Warne,England,Rotherham United,1,2002-2003
Stephen Warnock,England,Bradford City,1,2002-2003
Kevin Watson,England,Reading FC,1,2002-2003
Craig Westcarr,England,Nottingham Forest,1,2002-2003
Adrian Williams,Wales,Reading FC,1,2002-2003
Mark Williams,Northern Ireland,Wimbledon FC,1,2002-2003
Richard Wood,England,Sheffield Wednesday,1,2002-2003
Jermaine Wright,England,Ipswich Town,1,2002-2003
