Player,Country,Team,Goals,Season
Johnny Russell,Scotland,Derby County,6,2014-2015
Jon Toral,Spain,Brentford FC,6,2014-2015
Jamie Ward,Northern Ireland,Derby County,6,2014-2015
Peter Whittingham,England,Cardiff City,6,2014-2015
Albert Adomah,Ghana,Middlesbrough FC,5,2014-2015
Christophe Berra,Scotland,Ipswich Town,5,2014-2015
Dexter Blackstock,Antigua & Barbuda,Nottingham Forest,5,2014-2015
Jordan Bowery,England,Rotherham United,5,2014-2015
Frédéric Bulot,Gabon,Charlton Athletic,5,2014-2015
Zach Clough,England,Bolton Wanderers,5,2014-2015
Steve Cook,England,AFC Bournemouth,5,2014-2015
Steve Davies,England,Blackpool FC,5,2014-2015
Souleymane Doukara,Senegal,Leeds United,5,2014-2015
Eoin Doyle,Ireland,Cardiff City,5,2014-2015
Lewis Dunk,England,Brighton & Hove Albion,5,2014-2015
Fernando Forestieri,Italy,Watford FC,5,2014-2015
Eiður Guðjohnsen,Iceland,Bolton Wanderers,5,2014-2015
Magaye Gueye,Senegal,Millwall FC,5,2014-2015
James Henry,England,Wolverhampton Wanderers,5,2014-2015
Jordon Ibe,England,Derby County,5,2014-2015
Jamie Mackie,Scotland,Reading FC,5,2014-2015
Joe Mason,Ireland,Cardiff City,5,2014-2015
Callum McManaman,England,Wigan Athletic,5,2014-2015
Ishmael Miller,England,Huddersfield Town,5,2014-2015
Billy Sharp,England,Leeds United,5,2014-2015
Matt Smith,England,Leeds United,5,2014-2015
Tommy Smith,New Zealand,Ipswich Town,5,2014-2015
Dániel Tőzsér,Hungary,Watford FC,5,2014-2015
Lasse Vigen,Denmark,Fulham FC,5,2014-2015
Tony Watt,Scotland,Charlton Athletic,5,2014-2015
Danny Batth,England,Wolverhampton Wanderers,4,2014-2015
Craig Bryson,Scotland,Derby County,4,2014-2015
Calderón,Spain,Brighton & Hove Albion,4,2014-2015
Daniel Ayala,Spain,Middlesbrough FC,4,2014-2015
Ricardo Fuller,Jamaica,Millwall FC,4,2014-2015
Aron Gunnarsson,Iceland,Cardiff City,4,2014-2015
Tim Hoogland,Germany,Fulham FC,4,2014-2015
Wes Hoolahan,Ireland,Norwich City,4,2014-2015
Chris Long,England,Brentford FC,4,2014-2015
Matt Mills,England,Bolton Wanderers,4,2014-2015
Orlandi,Spain,Blackpool FC,4,2014-2015
Darren Pratley,England,Bolton Wanderers,4,2014-2015
Nathan Redmond,England,Norwich City,4,2014-2015
Bryan Ruiz,Costa Rica,Fulham FC,4,2014-2015
Conor Sammon,Ireland,Rotherham United,4,2014-2015
Sean Scannell,Ireland,Huddersfield Town,4,2014-2015
Robert Tesche,Germany,Nottingham Forest,4,2014-2015
Wes Thomas,England,Birmingham City,4,2014-2015
Kári Árnason,Iceland,Rotherham United,3,2014-2015
Rodolph Austin,Jamaica,Leeds United,3,2014-2015
Sam Baldock,England,Brighton & Hove Albion,3,2014-2015
Alex Baptiste,England,Blackburn Rovers,3,2014-2015
Nick Blackman,Barbados,Reading FC,3,2014-2015
Bruno Saltor,Spain,Brighton & Hove Albion,3,2014-2015
Jake Buxton,England,Derby County,3,2014-2015
Sam Byram,England,Leeds United,3,2014-2015
Tom Cairney,England,Blackburn Rovers,3,2014-2015
Craig Cathcart,Northern Ireland,Watford FC,3,2014-2015
Leon Clarke,England,Wolverhampton Wanderers,3,2014-2015
Jonson Clarke-Harris,England,Rotherham United,3,2014-2015
Conor Coady,England,Huddersfield Town,3,2014-2015
Colunga,Spain,Brighton & Hove Albion,3,2014-2015
Craig Conway,Scotland,Blackburn Rovers,3,2014-2015
Jordan Cousins,England,Charlton Athletic,3,2014-2015
David Davis,England,Birmingham City,3,2014-2015
Simon Dawkins,Jamaica,Derby County,3,2014-2015
Nathan Delfouneso,England,Blackpool FC,3,2014-2015
Graham Dorrans,Scotland,Norwich City,3,2014-2015
Chris Eagles,England,Charlton Athletic,3,2014-2015
Bruno Écuélé Manga,Gabon,Cardiff City,3,2014-2015
Liam Feeney,England,Bolton Wanderers,3,2014-2015
Paul Green,Ireland,Rotherham United,3,2014-2015
Adlène Guédioura,Algeria,Watford FC,3,2014-2015
Michael Hector,Jamaica,Reading FC,3,2014-2015
Noel Hunt,Ireland,Leeds United,3,2014-2015
Alan Judge,Ireland,Brentford FC,3,2014-2015
Will Keane,Ireland,Sheffield Wednesday,3,2014-2015
Chung-yong Lee,South Korea,Bolton Wanderers,3,2014-2015
Kazenga LuaLua,England,Brighton & Hove Albion,3,2014-2015
Joel Lynch,Wales,Huddersfield Town,3,2014-2015
Gary Madine,England,Sheffield Wednesday,3,2014-2015
Lewis McGugan,England,Watford FC,3,2014-2015
Gianni Munari,Italy,Watford FC,3,2014-2015
Luke Murphy,England,Leeds United,3,2014-2015
Moses Odubajo,England,Brentford FC,3,2014-2015
Ben Osborn,England,Nottingham Forest,3,2014-2015
Scott Parker,England,Fulham FC,3,2014-2015
Jermaine Pennant,England,Wigan Athletic,3,2014-2015
James Perch,England,Wigan Athletic,3,2014-2015
Ben Pringle,England,Rotherham United,3,2014-2015
Andrew Surman,England,Norwich City,3,2014-2015
Martyn Waghorn,England,Wigan Athletic,3,2014-2015
Danny Ward,England,Rotherham United,3,2014-2015
Cauley Woodrow,England,Fulham FC,3,2014-2015
Martyn Woolford,England,Millwall FC,3,2014-2015
Gabriele Angella,Italy,Watford FC,2,2014-2015
Luciano Becchio,Argentina,Rotherham United,2,2014-2015
Mark Beevers,England,Millwall FC,2,2014-2015
Giuseppe Bellusci,Italy,Leeds United,2,2014-2015
Simon Church,Wales,Charlton Athletic,2,2014-2015
Peter Clarke,England,Blackpool FC,2,2014-2015
Jake Cooper,England,Reading FC,2,2014-2015
Mark Davies,England,Bolton Wanderers,2,2014-2015
Alan Dunne,Ireland,Millwall FC,2,2014-2015
Lloyd Dyer,England,Watford FC,2,2014-2015
Ethan Ebanks-Landell,England,Wolverhampton Wanderers,2,2014-2015
Lee Frecklington,Ireland,Rotherham United,2,2014-2015
Gordon Greer,Scotland,Brighton & Hove Albion,2,2014-2015
Grant Holt,England,Huddersfield Town,2,2014-2015
Mark Hudson,England,Huddersfield Town,2,2014-2015
Will Hughes,England,Derby County,2,2014-2015
Shaun Hutchinson,England,Fulham FC,2,2014-2015
Johnnie Jackson,England,Charlton Athletic,2,2014-2015
Alexander Kačaniklić,Sweden,Fulham FC,2,2014-2015
Bo-kyung Kim,South Korea,Wigan Athletic,2,2014-2015
Caolan Lavery,Northern Ireland,Sheffield Wednesday,2,2014-2015
Jesse Lingard,England,Derby County,2,2014-2015
Joe Lolley,England,Huddersfield Town,2,2014-2015
Shaun Maloney,Scotland,Wigan Athletic,2,2014-2015
Russell Martin,Scotland,Norwich City,2,2014-2015
Conor McAleny,England,Cardiff City,2,2014-2015
Chris McCann,Ireland,Wigan Athletic,2,2014-2015
Scott McDonald,Australia,Millwall FC,2,2014-2015
Steve Morison,Wales,Leeds United,2,2014-2015
Jacob Murphy,England,Norwich City,2,2014-2015
Aiden O'Brien,Ireland,Millwall FC,2,2014-2015
Jamie O'Hara,England,Blackpool FC,2,2014-2015
Jonathan Parr,Norway,Ipswich Town,2,2014-2015
Jason Pearce,England,Wigan Athletic,2,2014-2015
Joe Ralls,England,Cardiff City,2,2014-2015
Nile Ranger,England,Blackpool FC,2,2014-2015
Tokelo Rantie,South Africa,AFC Bournemouth,2,2014-2015
Adam Reach,England,Middlesbrough FC,2,2014-2015
Sam Saunders,England,Brentford FC,2,2014-2015
Andrew Shinnie,Scotland,Birmingham City,2,2014-2015
Jay Spearing,England,Bolton Wanderers,2,2014-2015
Dale Stephens,England,Brighton & Hove Albion,2,2014-2015
Jay Tabb,England,Ipswich Town,2,2014-2015
Charlie Taylor,England,Leeds United,2,2014-2015
Jake Taylor,Wales,Reading FC,2,2014-2015
Alexander Tettey,Norway,Norwich City,2,2014-2015
George Țucudean,Romania,Charlton Athletic,2,2014-2015
Michael Turner,England,Norwich City,2,2014-2015
Ed Upson,England,Millwall FC,2,2014-2015
Murray Wallace,Scotland,Huddersfield Town,2,2014-2015
Steven Whittaker,Scotland,Norwich City,2,2014-2015
Yanic Wildschut,Suriname,Middlesbrough FC,2,2014-2015
Shaun Williams,Ireland,Millwall FC,2,2014-2015
Nadjim Abdou,Comoros,Millwall FC,1,2014-2015
Tom Adeyemi,England,Cardiff City,1,2014-2015
Fernando Amorebieta,Venezuela,Middlesbrough FC,1,2014-2015
Paul Anderson,England,Ipswich Town,1,2014-2015
Keith Andrews,Ireland,Watford FC,1,2014-2015
Kwesi Appiah,Ghana,Reading FC,1,2014-2015
Sol Bamba,Ivory Coast,Leeds United,1,2014-2015
Joe Bennett,England,Brighton & Hove Albion,1,2014-2015
Leon Best,Ireland,Derby County,1,2014-2015
André Bikey,Cameroon,Charlton Athletic,1,2014-2015
Ted Bishop,England,Ipswich Town,1,2014-2015
Nikolay Bodurov,Bulgaria,Fulham FC,1,2014-2015
Kévin Bru,Mauritius,Ipswich Town,1,2014-2015
Dan Burn,England,Fulham FC,1,2014-2015
Sergiu Buş,Romania,Sheffield Wednesday,1,2014-2015
Henry Cameron,New Zealand,Blackpool FC,1,2014-2015
Nathaniel Chalobah,England,Reading FC,1,2014-2015
Luke Chambers,England,Ipswich Town,1,2014-2015
Richard Chaplow,England,Millwall FC,1,2014-2015
Tim Chow,Taiwan,Wigan Athletic,1,2014-2015
Max Clayton,England,Bolton Wanderers,1,2014-2015
Giles Coke,England,Sheffield Wednesday,1,2014-2015
Danny Collins,Wales,Nottingham Forest,1,2014-2015
Matthew Connolly,England,Watford FC,1,2014-2015
Liam Cooper,Scotland,Leeds United,1,2014-2015
Shaun Cummings,Jamaica,Reading FC,1,2014-2015
Tomasz Cywka,Poland,Blackpool FC,1,2014-2015
Charlie Daniels,England,AFC Bournemouth,1,2014-2015
Donervon Daniels,Montserrat,Blackpool FC,1,2014-2015
Neil Danns,Guyana,Bolton Wanderers,1,2014-2015
Harlee Dean,England,Brentford FC,1,2014-2015
Alou Diarra,France,Charlton Athletic,1,2014-2015
Claude Dielna,France,Sheffield Wednesday,1,2014-2015
Royston Drenthe,Netherlands,Sheffield Wednesday,1,2014-2015
Shane Duffy,Ireland,Blackburn Rovers,1,2014-2015
Jermaine Easter,Wales,Millwall FC,1,2014-2015
David Edgar,Canada,Huddersfield Town,1,2014-2015
Joel Ekstrand,Sweden,Watford FC,1,2014-2015
Tommy Elphick,England,AFC Bournemouth,1,2014-2015
Roger Espinoza,Honduras,Wigan Athletic,1,2014-2015
John Eustace,England,Derby County,1,2014-2015
Corry Evans,Northern Ireland,Blackburn Rovers,1,2014-2015
Lee Evans,Wales,Wolverhampton Wanderers,1,2014-2015
Diego Fabbrini,Italy,Watford FC,1,2014-2015
David Ferguson,England,Blackpool FC,1,2014-2015
Seko Fofana,Ivory Coast,Fulham FC,1,2014-2015
Adam Forshaw,England,Wigan Athletic,1,2014-2015
Jake Forster-Caskey,England,Brighton & Hove Albion,1,2014-2015
Craig Forsyth,Scotland,Derby County,1,2014-2015
Marc-Antoine Fortuné,France,Wigan Athletic,1,2014-2015
Simon Francis,England,AFC Bournemouth,1,2014-2015
Ryan Fraser,Scotland,AFC Bournemouth,1,2014-2015
George Friend,England,Middlesbrough FC,1,2014-2015
Oscar Gobern,England,Huddersfield Town,1,2014-2015
Danny Graham,England,Wolverhampton Wanderers,1,2014-2015
Jonathan Grounds,England,Birmingham City,1,2014-2015
Grant Hall,England,Blackpool FC,1,2014-2015
Ryan Hall,England,Rotherham United,1,2014-2015
Grant Hanley,Scotland,Blackburn Rovers,1,2014-2015
Callum Harriott,England,Charlton Athletic,1,2014-2015
Kadeem Harris,England,Cardiff City,1,2014-2015
Jérémy Helan,France,Sheffield Wednesday,1,2014-2015
Adam Henley,Wales,Blackburn Rovers,1,2014-2015
Emile Heskey,England,Bolton Wanderers,1,2014-2015
Danny Holla,Netherlands,Brighton & Hove Albion,1,2014-2015
Jos Hooiveld,Netherlands,Norwich City,1,2014-2015
Luke Hyam,England,Ipswich Town,1,2014-2015
Rohan Ince,England,Brighton & Hove Albion,1,2014-2015
Michael Jacobs,England,Wolverhampton Wanderers,1,2014-2015
Reece James,England,Rotherham United,1,2014-2015
Saidy Janko,Switzerland,Bolton Wanderers,1,2014-2015
Todd Kane,England,Nottingham Forest,1,2014-2015
Jem Karacan,Turkey,Reading FC,1,2014-2015
Sean Kavanagh,Ireland,Fulham FC,1,2014-2015
Beram Kayal,Israel,Brighton & Hove Albion,1,2014-2015
Rob Kiernan,Ireland,Wigan Athletic,1,2014-2015
Matt Kilgallon,England,Blackburn Rovers,1,2014-2015
Joshua King,Norway,Blackburn Rovers,1,2014-2015
Kyle Lafferty,Northern Ireland,Norwich City,1,2014-2015
Jamaal Lascelles,England,Nottingham Forest,1,2014-2015
Tom Lawrence,Wales,Rotherham United,1,2014-2015
Emmanuel Ledesma,Argentina,Rotherham United,1,2014-2015
Jamar Loza,Jamaica,Norwich City,1,2014-2015
Craig Mackail-Smith,Scotland,Brighton & Hove Albion,1,2014-2015
Harry Maguire,England,Wigan Athletic,1,2014-2015
Stefan Maierhofer,Austria,Millwall FC,1,2014-2015
Scott Malone,England,Millwall FC,1,2014-2015
Solly March,England,Brighton & Hove Albion,1,2014-2015
Lee Martin,England,Millwall FC,1,2014-2015
Nicky Maynard,England,Cardiff City,1,2014-2015
James McArthur,Scotland,Wigan Athletic,1,2014-2015
Garath McCleary,Jamaica,Reading FC,1,2014-2015
Alan McCormack,Ireland,Brentford FC,1,2014-2015
Tony McMahon,England,Blackpool FC,1,2014-2015
Tyrone Mings,England,Ipswich Town,1,2014-2015
Franck Moussa,Belgium,Charlton Athletic,1,2014-2015
Dean Moxey,England,Bolton Wanderers,1,2014-2015
Josh Murphy,England,Wigan Athletic,1,2014-2015
Craig Noone,England,Cardiff City,1,2014-2015
Oliver Norwood,Northern Ireland,Reading FC,1,2014-2015
Lee Novak,England,Birmingham City,1,2014-2015
Chris O'Grady,England,Brighton & Hove Albion,1,2014-2015
Martin Olsson,Sweden,Norwich City,1,2014-2015
Oriol Riera,Spain,Wigan Athletic,1,2014-2015
Jamie Paterson,England,Nottingham Forest,1,2014-2015
Kalvin Phillips,England,Leeds United,1,2014-2015
Jamie Philpot,England,Millwall FC,1,2014-2015
Anthony Pilkington,Ireland,Cardiff City,1,2014-2015
Jack Price,England,Wolverhampton Wanderers,1,2014-2015
Nick Proschwitz,Germany,Brentford FC,1,2014-2015
Callum Reilly,Ireland,Birmingham City,1,2014-2015
Hal Robson-Kanu,Wales,Reading FC,1,2014-2015
Danny Shittu,Nigeria,Millwall FC,1,2014-2015
Ryan Shotton,England,Derby County,1,2014-2015
Cole Skuse,England,Ipswich Town,1,2014-2015
Richard Smallwood,England,Rotherham United,1,2014-2015
Tommy Smith,England,Brentford FC,1,2014-2015
Junior Stanislas,England,AFC Bournemouth,1,2014-2015
Jon Stead,England,Huddersfield Town,1,2014-2015
James Tarkowski,England,Brentford FC,1,2014-2015
Andrew Taylor,England,Wigan Athletic,1,2014-2015
Chris Taylor,England,Blackburn Rovers,1,2014-2015
Dominic Telford,England,Blackpool FC,1,2014-2015
Liam Trotter,England,Bolton Wanderers,1,2014-2015
Ryan Tunnicliffe,England,Fulham FC,1,2014-2015
Filip Twardzik,Czech Republic,Bolton Wanderers,1,2014-2015
Rajiv van La Parra,Netherlands,Wolverhampton Wanderers,1,2014-2015
Luke Varney,England,Ipswich Town,1,2014-2015
Tom Walker,England,Bolton Wanderers,1,2014-2015
Tyler Walker,England,Nottingham Forest,1,2014-2015
Stephen Warnock,England,Leeds United,1,2014-2015
Ben Watson,England,Wigan Athletic,1,2014-2015
David Wheater,England,Bolton Wanderers,1,2014-2015
Daniel Williams,USA,Reading FC,1,2014-2015
Jonny Williams,Wales,Ipswich Town,1,2014-2015
Jonathan Woodgate,England,Middlesbrough FC,1,2014-2015
Tony Wordsworth,England,Rotherham United,1,2014-2015
François Zoko,Ivory Coast,Blackpool FC,1,2014-2015
