Player,Country,Team,Goals,Season
Neil Shipperley,England,Crystal Palace,8,2003-2004
Steven Sidwell,England,Reading FC,8,2003-2004
Gareth Taylor,Wales,Nottingham Forest,8,2003-2004
Lee Cook,England,Watford FC,7,2003-2004
Nicky Forster,England,Reading FC,7,2003-2004
Damien Francis,Jamaica,Norwich City,7,2003-2004
David Johnson,Jamaica,Nottingham Forest,7,2003-2004
Jorge Leitão,Portugal,Walsall FC,7,2003-2004
Graham Kavanagh,Ireland,Cardiff City,7,2003-2004
Kenny Lunt,England,Crewe Alexandra,7,2003-2004
Michael Proctor,England,Sunderland AFC,7,2003-2004
Paul Shaw,England,Sheffield United,7,2003-2004
Patrick Suffo,Cameroon,Coventry City,7,2003-2004
Michael Branch,England,Bradford City,6,2003-2004
Brian Deane,England,West Ham United,6,2003-2004
Richard Langley,Jamaica,Cardiff City,6,2003-2004
Eddie Lewis,USA,Preston North End,6,2003-2004
Jobi McAnuff,Jamaica,Wimbledon FC,6,2003-2004
Lee McCulloch,Scotland,Wigan Athletic,6,2003-2004
Paul McKenna,England,Preston North End,6,2003-2004
Nigel Reo-Coker,England,Wimbledon FC,6,2003-2004
Wayne Routledge,England,Crystal Palace,6,2003-2004
Danny Spiller,England,Gillingham FC,6,2003-2004
Marcus Tudgay,England,Derby County,6,2003-2004
Ian Westlake,England,Ipswich Town,6,2003-2004
Gareth Williams,Scotland,Nottingham Forest,6,2003-2004
Dean Windass,England,Bradford City,6,2003-2004
Darren Wrack,England,Walsall FC,6,2003-2004
Luke Chadwick,England,Burnley FC,5,2003-2004
Richard Chaplow,England,Burnley FC,5,2003-2004
Scott Dobie,Scotland,West Bromwich Albion,5,2003-2004
Michael Doyle,Ireland,Coventry City,5,2003-2004
Neil Emblen,England,Walsall FC,5,2003-2004
Matthew Etherington,England,West Ham United,5,2003-2004
John Eustace,England,Stoke City,5,2003-2004
Delroy Facey,Grenada,West Bromwich Albion,5,2003-2004
Dave Kitson,England,Reading FC,5,2003-2004
Paul McVeigh,Northern Ireland,Norwich City,5,2003-2004
Lee Morris,England,Derby County,5,2003-2004
Scott Murray,Scotland,Reading FC,5,2003-2004
Richard Naylor,England,Ipswich Town,5,2003-2004
John Oster,Wales,Sunderland AFC,5,2003-2004
Mamady Sidibe,Mali,Gillingham FC,5,2003-2004
Danny Webber,England,Watford FC,5,2003-2004
Jermaine Wright,England,Ipswich Town,5,2003-2004
Bobby Zamora,England,West Ham United,5,2003-2004
Julio Arca,Argentina,Sunderland AFC,4,2003-2004
Gary Birch,England,Walsall FC,4,2003-2004
Dean Bowditch,England,Ipswich Town,4,2003-2004
Gary Breen,Ireland,Sunderland AFC,4,2003-2004
Danny Butterfield,England,Crystal Palace,4,2003-2004
Nick Chadwick,England,Millwall FC,4,2003-2004
Kris Commons,Scotland,Stoke City,4,2003-2004
Neil Cox,England,Watford FC,4,2003-2004
Peter Crouch,England,Norwich City,4,2003-2004
Thomas Gaardsøe,Denmark,West Bromwich Albion,4,2003-2004
Wayne Gray,England,Wimbledon FC,4,2003-2004
Ian Henderson,England,Norwich City,4,2003-2004
Peter Hoekstra,Netherlands,Stoke City,4,2003-2004
José Júnior,Brazil,Derby County,4,2003-2004
Malky Mackay,Scotland,Norwich City,4,2003-2004
David May,England,Burnley FC,4,2003-2004
Paul Merson,England,Walsall FC,4,2003-2004
John Mullin,England,Rotherham United,4,2003-2004
Lloyd Owusu,Ghana,Reading FC,4,2003-2004
Mark Rivers,England,Norwich City,4,2003-2004
Darel Russell,England,Stoke City,4,2003-2004
Tommy Smith,England,Sunderland AFC,4,2003-2004
Sean Thornton,Ireland,Sunderland AFC,4,2003-2004
Michael Tonge,England,Sheffield United,4,2003-2004
Ronnie Wallwork,England,West Bromwich Albion,4,2003-2004
Ashley Ward,England,Sheffield United,4,2003-2004
Noel Whelan,England,Millwall FC,4,2003-2004
Dele Adebola,Nigeria,Coventry City,3,2003-2004
Alun Armstrong,England,Ipswich Town,3,2003-2004
Graham Branch,England,Burnley FC,3,2003-2004
Lee Bullock,England,Cardiff City,3,2003-2004
Danny Cadamarteri,England,Bradford City,3,2003-2004
Clive Clarke,Ireland,Stoke City,3,2003-2004
Christian Dailly,Scotland,West Ham United,3,2003-2004
Paul Devlin,Scotland,Watford FC,3,2003-2004
Stewart Downing,England,Sunderland AFC,3,2003-2004
Bruce Dyer,England,Watford FC,3,2003-2004
Dickson Etuhu,Nigeria,Preston North End,3,2003-2004
Paul Evans,Wales,Nottingham Forest,3,2003-2004
Craig Fleming,England,Norwich City,3,2003-2004
Daniel Gabbidon,Wales,Cardiff City,3,2003-2004
Danny Granville,England,Crystal Palace,3,2003-2004
Julian Gray,England,Crystal Palace,3,2003-2004
Bjarni Guðjónsson,Iceland,Coventry City,3,2003-2004
Dean Holdsworth,England,Wimbledon FC,3,2003-2004
Chris Hope,England,Gillingham FC,3,2003-2004
Andy Hughes,England,Reading FC,3,2003-2004
Michael Hughes,Northern Ireland,Crystal Palace,3,2003-2004
Don Hutchison,Scotland,West Ham United,3,2003-2004
Tommy Johnson,England,Gillingham FC,3,2003-2004
Alan Lee,Ireland,Rotherham United,3,2003-2004
Glen Little,England,Burnley FC,3,2003-2004
Manel,Spain,Derby County,3,2003-2004
Gary McAllister,Scotland,Coventry City,3,2003-2004
Andy Monkhouse,England,Rotherham United,3,2003-2004
Nick Montgomery,Scotland,Sheffield United,3,2003-2004
Phil Mulryne,Northern Ireland,Norwich City,3,2003-2004
Adam Nowland,England,Wimbledon FC,3,2003-2004
Simon Osborn,England,Walsall FC,3,2003-2004
Leon Osman,England,Derby County,3,2003-2004
Bob Peeters,Belgium,Millwall FC,3,2003-2004
Martijn Reuser,Netherlands,Ipswich Town,3,2003-2004
John Salako,England,Reading FC,3,2003-2004
Gary Smith,England,Wimbledon FC,3,2003-2004
Steve Staunton,Ireland,Coventry City,3,2003-2004
Chris Swailes,England,Rotherham United,3,2003-2004
Wayne Thomas,England,Stoke City,3,2003-2004
Darren Ward,England,Millwall FC,3,2003-2004
Stephen Warnock,England,Coventry City,3,2003-2004
Ashley Young,England,Watford FC,3,2003-2004
Paweł Abbott,Poland,Preston North End,2,2003-2004
Keith Andrews,Ireland,Walsall FC,2,2003-2004
Peter Atherton,England,Bradford City,2,2003-2004
Shaun Barker,England,Rotherham United,2,2003-2004
Graham Barrett,Ireland,Coventry City,2,2003-2004
Chris Bart-Williams,England,Ipswich Town,2,2003-2004
Michael Brown,England,Sheffield United,2,2003-2004
Jimmy Bullard,England,Wigan Athletic,2,2003-2004
Andy Campbell,England,Cardiff City,2,2003-2004
Ben Chorley,England,Wimbledon FC,2,2003-2004
Neil Clement,England,West Bromwich Albion,2,2003-2004
Steve Corica,Australia,Walsall FC,2,2003-2004
Richard Cresswell,England,Preston North End,2,2003-2004
Jason de Vos,Canada,Wigan Athletic,2,2003-2004
Shaun Derry,England,Crystal Palace,2,2003-2004
Lloyd Dyer,England,West Bromwich Albion,2,2003-2004
Clint Easton,England,Norwich City,2,2003-2004
Rob Edwards,Wales,Derby County,2,2003-2004
Lewis Emanuel,England,Bradford City,2,2003-2004
Stephen Foster,England,Crewe Alexandra,2,2003-2004
Chris Greenacre,England,Stoke City,2,2003-2004
Andy Hessenthaler,England,Gillingham FC,2,2003-2004
John Hills,England,Gillingham FC,2,2003-2004
Lee Holmes,England,Derby County,2,2003-2004
Will Hoskins,England,Rotherham United,2,2003-2004
Johnnie Jackson,England,Coventry City,2,2003-2004
Stephen Jagielka,England,Sheffield United,2,2003-2004
Eoin Jess,Scotland,Nottingham Forest,2,2003-2004
Andy Johnson,England,West Bromwich Albion,2,2003-2004
Malvin Kamara,Sierra Leone,Wimbledon FC,2,2003-2004
Peter Kennedy,Northern Ireland,Wigan Athletic,2,2003-2004
Muhamed Konjić,Bosnia-Herzegovina,Coventry City,2,2003-2004
Mikele Leigertwood,Antigua & Barbuda,Wimbledon FC,2,2003-2004
Alan Mahon,Ireland,Wigan Athletic,2,2003-2004
Gavin Mahon,England,Watford FC,2,2003-2004
Jason McAteer,Ireland,Sunderland AFC,2,2003-2004
Stuart McCall,Scotland,Sheffield United,2,2003-2004
Martin McIntosh,Scotland,Rotherham United,2,2003-2004
Neil Mellor,England,West Ham United,2,2003-2004
Darren Moore,Jamaica,West Bromwich Albion,2,2003-2004
Wes Morgan,Jamaica,Nottingham Forest,2,2003-2004
Nayron Nosworthy,Jamaica,Gillingham FC,2,2003-2004
David Perpetuini,England,Gillingham FC,2,2003-2004
Ben Rix,England,Crewe Alexandra,2,2003-2004
Neil Roberts,Wales,Wigan Athletic,2,2003-2004
John Robinson,Wales,Cardiff City,2,2003-2004
Vincent Samways,England,Walsall FC,2,2003-2004
Chris Sedgwick,England,Rotherham United,2,2003-2004
Nicky Shorey,England,Reading FC,2,2003-2004
Wade Small,England,Wimbledon FC,2,2003-2004
Jack Smith,England,Watford FC,2,2003-2004
Peter Sweeney,Scotland,Millwall FC,2,2003-2004
Gerry Taggart,Northern Ireland,Stoke City,2,2003-2004
Gary Teale,Scotland,Wigan Athletic,2,2003-2004
Gary Wales,Scotland,Walsall FC,2,2003-2004
Gareth Whalley,England,Cardiff City,2,2003-2004
Jeff Whitley,Northern Ireland,Sunderland AFC,2,2003-2004
Mark Wright,England,Walsall FC,2,2003-2004
Wayne Allison,England,Sheffield United,1,2003-2004
Neal Ardley,England,Watford FC,1,2003-2004
Chris Armstrong,England,Sheffield United,1,2003-2004
Barry Ashby,England,Gillingham FC,1,2003-2004
Richie Barker,England,Rotherham United,1,2003-2004
Nick Barmby,England,Nottingham Forest,1,2003-2004
Andy Barrowman,England,Crewe Alexandra,1,2003-2004
Trevor Benjamin,Jamaica,Gillingham FC,1,2003-2004
Marcus Bent,England,Ipswich Town,1,2003-2004
Dominic Blizzard,England,Watford FC,1,2003-2004
Adam Bolder,England,Derby County,1,2003-2004
Eugen Bopp,Germany,Nottingham Forest,1,2003-2004
Hameur Bouazza,Algeria,Watford FC,1,2003-2004
Lee Bradbury,England,Walsall FC,1,2003-2004
Dave Brammer,England,Crewe Alexandra,1,2003-2004
Kevin Braniff,Northern Ireland,Millwall FC,1,2003-2004
Jim Brennan,Canada,Norwich City,1,2003-2004
Wayne Brown,England,Watford FC,1,2003-2004
Cândido Costa,Portugal,Derby County,1,2003-2004
Michael Carrick,England,West Ham United,1,2003-2004
James Collins,Wales,Cardiff City,1,2003-2004
Gary Croft,England,Cardiff City,1,2003-2004
Jermaine Darlington,England,Wimbledon FC,1,2003-2004
Claude Davis,Jamaica,Preston North End,1,2003-2004
Michael Dawson,England,Nottingham Forest,1,2003-2004
Eric Deloumeaux,France,Coventry City,1,2003-2004
Matty Fryatt,England,Walsall FC,1,2003-2004
Marcus Gayle,Jamaica,Watford FC,1,2003-2004
Scott Gemmill,Scotland,Preston North End,1,2003-2004
David Gnohere,Ivory Coast,Burnley FC,1,2003-2004
Gavin Gordon,England,Cardiff City,1,2003-2004
Sean Gregan,England,West Bromwich Albion,1,2003-2004
Bernt Haas,Switzerland,West Bromwich Albion,1,2003-2004
Jon Harley,England,West Ham United,1,2003-2004
James Harper,England,Reading FC,1,2003-2004
Michael Higdon,England,Crewe Alexandra,1,2003-2004
Gary Holt,Scotland,Norwich City,1,2003-2004
Kevin Horlock,Northern Ireland,West Ham United,1,2003-2004
Paul Hurst,England,Rotherham United,1,2003-2004
Micah Hyde,Jamaica,Watford FC,1,2003-2004
Andy Impey,England,Nottingham Forest,1,2003-2004
Ívar Ingimarsson,Iceland,Reading FC,1,2003-2004
Matt Jackson,England,Wigan Athletic,1,2003-2004
Phil Jagielka,England,Sheffield United,1,2003-2004
Kevin James,England,Gillingham FC,1,2003-2004
Jason Jarrett,England,Wigan Athletic,1,2003-2004
Ryan Jarvis,England,Norwich City,1,2003-2004
Michael Johnson,Jamaica,Derby County,1,2003-2004
Billy Jones,England,Crewe Alexandra,1,2003-2004
Michael Keane,Ireland,Preston North End,1,2003-2004
Mark Kinsella,Ireland,West Bromwich Albion,1,2003-2004
George Koumantarakis,South Africa,Preston North End,1,2003-2004
Rob Kozluk,England,Sheffield United,1,2003-2004
Jamie Lawrence,Jamaica,Wigan Athletic,1,2003-2004
Dean Lewington,England,Wimbledon FC,1,2003-2004
David Livermore,England,Millwall FC,1,2003-2004
Matthieu Louis-Jean,France,Nottingham Forest,1,2003-2004
Onandi Lowe,Jamaica,Coventry City,1,2003-2004
Chris Lucketti,England,Preston North End,1,2003-2004
Simon Lynch,Scotland,Preston North End,1,2003-2004
John Mackie,England,Reading FC,1,2003-2004
Jim Magilton,Northern Ireland,Ipswich Town,1,2003-2004
Matias,Spain,Walsall FC,1,2003-2004
John McGreal,England,Ipswich Town,1,2003-2004
Mark McGregor,England,Burnley FC,1,2003-2004
Izale McLeod,England,Sheffield United,1,2003-2004
Tyrone Mears,Jamaica,Preston North End,1,2003-2004
Chris Morgan,England,Sheffield United,1,2003-2004
Dean Morgan,Montserrat,Reading FC,1,2003-2004
Jody Morris,England,Rotherham United,1,2003-2004
Ben Muirhead,England,Bradford City,1,2003-2004
Lewis Neal,England,Stoke City,1,2003-2004
Stuart Nethercott,England,Millwall FC,1,2003-2004
Brian O'Neil,Scotland,Preston North End,1,2003-2004
Rob Page,Wales,Sheffield United,1,2003-2004
Paul Parry,Wales,Cardiff City,1,2003-2004
Craig Pead,England,Coventry City,1,2003-2004
Ian Pearce,England,West Ham United,1,2003-2004
Mart Poom,Estonia,Sunderland AFC,1,2003-2004
Tony Popovic,Australia,Crystal Palace,1,2003-2004
Marco Reich,Germany,Derby County,1,2003-2004
Matt Richards,England,Ipswich Town,1,2003-2004
Frazer Richardson,England,Stoke City,1,2003-2004
Paul Ritchie,Scotland,Walsall FC,1,2003-2004
Andy Roberts,England,Millwall FC,1,2003-2004
Carl Robinson,Wales,Sunderland AFC,1,2003-2004
James Robinson,England,Crewe Alexandra,1,2003-2004
Lee Roche,England,Burnley FC,1,2003-2004
Kevin Sanasy,England,Bradford City,1,2003-2004
Georges Santos,Cape Verde,Ipswich Town,1,2003-2004
Mark Saunders,England,Gillingham FC,1,2003-2004
Artim Shakiri,North Macedonia,West Bromwich Albion,1,2003-2004
Richard Shaw,England,Coventry City,1,2003-2004
Robbie Stockdale,Scotland,West Ham United,1,2003-2004
Nicky Summerbee,England,Bradford City,1,2003-2004
Sebastian Svärd,Denmark,Stoke City,1,2003-2004
Michael Symes,England,Crewe Alexandra,1,2003-2004
Stewart Talbot,England,Rotherham United,1,2003-2004
Alex Tapp,England,Wimbledon FC,1,2003-2004
Kris Taylor,England,Walsall FC,1,2003-2004
John Thompson,Ireland,Nottingham Forest,1,2003-2004
Luke Varney,England,Crewe Alexandra,1,2003-2004
Tony Vidmar,Australia,Cardiff City,1,2003-2004
Jamie Vincent,England,Walsall FC,1,2003-2004
Richard Walker,England,Crewe Alexandra,1,2003-2004
Rodney Wallace,England,Gillingham FC,1,2003-2004
Paul Warne,England,Rotherham United,1,2003-2004
Ben Watson,England,Crystal Palace,1,2003-2004
Dean West,England,Burnley FC,1,2003-2004
David Wetherall,England,Bradford City,1,2003-2004
Andy Whing,England,Coventry City,1,2003-2004
Mike Whitlow,England,Sheffield United,1,2003-2004
Adrian Williams,Wales,Reading FC,1,2003-2004
Mark Williams,Northern Ireland,Wimbledon FC,1,2003-2004
Dennis Wise,England,Millwall FC,1,2003-2004
Robert Wolleaston,England,Bradford City,1,2003-2004
Neil Wood,England,Burnley FC,1,2003-2004
Alan Wright,England,Sheffield United,1,2003-2004
David Wright,England,Crewe Alexandra,1,2003-2004
Stephen Wright,England,Sunderland AFC,1,2003-2004
Luciano Zavagno,Argentina,Derby County,1,2003-2004
