Player,Country,Team,Goals,Season
Iain Anderson,Scotland,Preston North End,5,2001-2002
Lee Briscoe,England,Burnley FC,5,2001-2002
Colin Cameron,Scotland,Wolverhampton Wanderers,5,2001-2002
Benito Carbone,Italy,Bradford City,5,2001-2002
Paul Cook,England,Burnley FC,5,2001-2002
Laurent D'Jaffo,Benin,Sheffield United,5,2001-2002
Stephen Foster,England,Crewe Alexandra,5,2001-2002
Jordão,Angola,West Bromwich Albion,5,2001-2002
Mark Kennedy,Ireland,Wolverhampton Wanderers,5,2001-2002
Jovan Kirovski,USA,Crystal Palace,5,2001-2002
Joleon Lescott,England,Wolverhampton Wanderers,5,2001-2002
Jack Lester,England,Nottingham Forest,5,2001-2002
Kenny Lunt,England,Crewe Alexandra,5,2001-2002
Matias,Spain,Walsall FC,5,2001-2002
Lee Mills,England,Portsmouth FC,5,2001-2002
Paul Peschisolido,Canada,Sheffield United,5,2001-2002
Alan Pouton,England,Grimsby Town,5,2001-2002
Steven Reid,Ireland,Millwall FC,5,2001-2002
Aki Riihilahti,Finland,Crystal Palace,5,2001-2002
Patrick Agyemang,Ghana,Wimbledon FC,4,2001-2002
Bradley Allen,England,Grimsby Town,4,2001-2002
Tony Barras,England,Walsall FC,4,2001-2002
Pablo Bonvín,Argentina,Sheffield Wednesday,4,2001-2002
Wayne Brown,England,Wimbledon FC,4,2001-2002
Mark Burchill,Scotland,Portsmouth FC,4,2001-2002
Youssef Chippo,Morocco,Coventry City,4,2001-2002
Laurent Delorge,Belgium,Coventry City,4,2001-2002
Simon Donnelly,Scotland,Sheffield Wednesday,4,2001-2002
Marcus Gayle,Jamaica,Watford FC,4,2001-2002
Martin Grainger,England,Birmingham City,4,2001-2002
Neil Harris,England,Millwall FC,4,2001-2002
Herivelto,Brazil,Walsall FC,4,2001-2002
Chris Hope,England,Gillingham FC,4,2001-2002
Michael Hughes,Northern Ireland,Wimbledon FC,4,2001-2002
Glynn Hurst,South Africa,Stockport County,4,2001-2002
Micah Hyde,Jamaica,Watford FC,4,2001-2002
Paul Ifill,Barbados,Millwall FC,4,2001-2002
Jermaine Jenas,England,Nottingham Forest,4,2001-2002
Andy Johnson,England,West Bromwich Albion,4,2001-2002
Darren Kenton,England,Norwich City,4,2001-2002
Jobi McAnuff,Jamaica,Wimbledon FC,4,2001-2002
Martin McIntosh,Scotland,Rotherham United,4,2001-2002
Paul McKenna,England,Preston North End,4,2001-2002
Chris Morgan,England,Barnsley FC,4,2001-2002
Peter Ndlovu,Zimbabwe,Sheffield United,4,2001-2002
Simon Osborn,England,Gillingham FC,4,2001-2002
Andy Payton,England,Burnley FC,4,2001-2002
Mark Rankine,England,Preston North End,4,2001-2002
Jonathan Rowan,England,Grimsby Town,4,2001-2002
Jamie Smith,England,Crystal Palace,4,2001-2002
Patrick Suffo,Cameroon,Sheffield United,4,2001-2002
Scott Taylor,England,Stockport County,4,2001-2002
Andy Tod,Scotland,Bradford City,4,2001-2002
Darren Wrack,England,Walsall FC,4,2001-2002
Brett Angell,England,Walsall FC,3,2001-2002
Neal Ardley,England,Wimbledon FC,3,2001-2002
Chris Barker,England,Barnsley FC,3,2001-2002
Richie Barker,England,Rotherham United,3,2001-2002
Chris Bart-Williams,England,Nottingham Forest,3,2001-2002
Marcus Browning,Wales,Gillingham FC,3,2001-2002
Stuart Campbell,England,Grimsby Town,3,2001-2002
Steve Corica,Australia,Walsall FC,3,2001-2002
Paul Devlin,Scotland,Sheffield United,3,2001-2002
Sean Dyche,England,Millwall FC,3,2001-2002
Dickson Etuhu,Nigeria,Preston North End,3,2001-2002
Paul Furlong,England,Sheffield United,3,2001-2002
Stephen Glass,Scotland,Watford FC,3,2001-2002
David Gnohere,Ivory Coast,Burnley FC,3,2001-2002
John Hardiker,England,Stockport County,3,2001-2002
David Hopkin,Scotland,Crystal Palace,3,2001-2002
Stephen Howey,England,Manchester City,3,2001-2002
Phil Jagielka,England,Sheffield United,3,2001-2002
Andy Johnson,England,Birmingham City,3,2001-2002
Tommy Johnson,England,Sheffield Wednesday,3,2001-2002
Christophe Kinet,Belgium,Millwall FC,3,2001-2002
Steve Lovell,England,Sheffield United,3,2001-2002
Chris Lucketti,England,Preston North End,3,2001-2002
Malky Mackay,Scotland,Norwich City,3,2001-2002
Jairo Martínez,Honduras,Coventry City,3,2001-2002
Stuart McCall,Scotland,Bradford City,3,2001-2002
Derek McInnes,Scotland,West Bromwich Albion,3,2001-2002
Alan Moore,Ireland,Burnley FC,3,2001-2002
Stuart Nethercott,England,Millwall FC,3,2001-2002
Shane Nicholson,England,Sheffield United,3,2001-2002
Carlton Palmer,England,Stockport County,3,2001-2002
Stuart Pearce,England,Manchester City,3,2001-2002
Courtney Pitt,England,Portsmouth FC,3,2001-2002
Adam Proudlock,England,Wolverhampton Wanderers,3,2001-2002
David Prutton,England,Nottingham Forest,3,2001-2002
Darren Purse,England,Birmingham City,3,2001-2002
Paul Robinson,England,Watford FC,3,2001-2002
Robert Scott,England,Rotherham United,3,2001-2002
Andy Todd,England,Grimsby Town,3,2001-2002
Michael Tonge,England,Sheffield United,3,2001-2002
Clyde Wijnhard,Netherlands,Preston North End,3,2001-2002
Aaron Wilbraham,England,Stockport County,3,2001-2002
Ade Akinbiyi,England,Crystal Palace,2,2001-2002
Aranalde,Spain,Walsall FC,2,2001-2002
Gordon Armstrong,England,Burnley FC,2,2001-2002
Barry Ashby,England,Gillingham FC,2,2001-2002
Igor Bališ,Slovakia,West Bromwich Albion,2,2001-2002
Neil Barrett,England,Portsmouth FC,2,2001-2002
Trevor Benjamin,Jamaica,West Bromwich Albion,2,2001-2002
Leonardo Biagini,Argentina,Portsmouth FC,2,2001-2002
Frédéric Biancalani,France,Walsall FC,2,2001-2002
Mark Bower,England,Bradford City,2,2001-2002
Dave Brammer,England,Crewe Alexandra,2,2001-2002
Wayne Burnett,England,Grimsby Town,2,2001-2002
Danny Butterfield,England,Grimsby Town,2,2001-2002
Danny Cadamarteri,England,Bradford City,2,2001-2002
Lee Carsley,Ireland,Coventry City,2,2001-2002
Ian Cox,Trinidad & Tobago,Burnley FC,2,2001-2002
Neil Cox,England,Watford FC,2,2001-2002
Dion Dublin,England,Millwall FC,2,2001-2002
Rob Edwards,Wales,Preston North End,2,2001-2002
Mike Flynn,England,Stockport County,2,2001-2002
Karim Fradin,France,Stockport County,2,2001-2002
Kevin Gallen,England,Barnsley FC,2,2001-2002
Dean Gorré,Netherlands,Barnsley FC,2,2001-2002
Julian Gray,England,Crystal Palace,2,2001-2002
Paul Groves,England,Grimsby Town,2,2001-2002
Neil Hardy,England,Stockport County,2,2001-2002
Colin Healy,Ireland,Coventry City,2,2001-2002
Gary Holt,Scotland,Norwich City,2,2001-2002
Michael Keane,Ireland,Preston North End,2,2001-2002
Muhamed Konjić,Bosnia-Herzegovina,Coventry City,2,2001-2002
Jamie Lawrence,Jamaica,Bradford City,2,2001-2002
Gary Locke,Scotland,Bradford City,2,2001-2002
Paul McLaren,England,Sheffield Wednesday,2,2001-2002
Gary McSheffrey,England,Stockport County,2,2001-2002
Kenny Miller,Scotland,Wolverhampton Wanderers,2,2001-2002
Andy Monkhouse,England,Rotherham United,2,2001-2002
Nick Montgomery,Scotland,Sheffield United,2,2001-2002
Darren Moore,Jamaica,West Bromwich Albion,2,2001-2002
Owen Morrison,Northern Ireland,Sheffield Wednesday,2,2001-2002
John Mullin,England,Rotherham United,2,2001-2002
Colin Murdock,Northern Ireland,Preston North End,2,2001-2002
Andrew Myers,England,Bradford City,2,2001-2002
Steen Nedergaard,Denmark,Norwich City,2,2001-2002
Alex Neil,Scotland,Barnsley FC,2,2001-2002
Jermaine Pennant,England,Watford FC,2,2001-2002
Tony Popovic,Australia,Crystal Palace,2,2001-2002
Linvoy Primus,England,Portsmouth FC,2,2001-2002
Nigel Quashie,Scotland,Portsmouth FC,2,2001-2002
Alan Quinn,Ireland,Sheffield Wednesday,2,2001-2002
Mark Rivers,England,Norwich City,2,2001-2002
Carl Robinson,Wales,Wolverhampton Wanderers,2,2001-2002
Cédric Roussel,Belgium,Wolverhampton Wanderers,2,2001-2002
Georges Santos,Cape Verde,Sheffield United,2,2001-2002
Lee Sharpe,England,Bradford City,2,2001-2002
Fitzroy Simpson,Jamaica,Walsall FC,2,2001-2002
Paul Smith,England,Gillingham FC,2,2001-2002
Efe Sodje,Nigeria,Crewe Alexandra,2,2001-2002
Nicky Summerbee,England,Nottingham Forest,2,2001-2002
Geoff Thomas,England,Crewe Alexandra,2,2001-2002
Thomas Thøgersen,Denmark,Walsall FC,2,2001-2002
Danny Webber,England,Watford FC,2,2001-2002
Paul Weller,England,Burnley FC,2,2001-2002
David Wetherall,England,Bradford City,2,2001-2002
Alessandro Zamperini,Italy,Portsmouth FC,2,2001-2002
Zema Abbey,England,Norwich City,1,2001-2002
Gareth Ainsworth,England,Wimbledon FC,1,2001-2002
Steve Basham,England,Preston North End,1,2001-2002
Chris Beech,England,Rotherham United,1,2001-2002
Gregg Berhalter,USA,Crystal Palace,1,2001-2002
Eugen Bopp,Germany,Nottingham Forest,1,2001-2002
Guy Branston,England,Rotherham United,1,2001-2002
Leigh Bromby,England,Sheffield Wednesday,1,2001-2002
Paul Butler,Ireland,Wolverhampton Wanderers,1,2001-2002
Guy Butters,England,Gillingham FC,1,2001-2002
Matt Carbon,England,Walsall FC,1,2001-2002
Darren Carter,England,Birmingham City,1,2001-2002
Lee Cartwright,England,Preston North End,1,2001-2002
Phil Charnock,England,Crewe Alexandra,1,2001-2002
Wayne Collins,England,Crewe Alexandra,1,2001-2002
Terry Cooke,England,Manchester City,1,2001-2002
Jason Crowe,England,Portsmouth FC,1,2001-2002
Keith Curle,England,Sheffield United,1,2001-2002
Jon Daly,Ireland,Stockport County,1,2001-2002
Steve Davis,England,Burnley FC,1,2001-2002
Nick Daws,England,Rotherham United,1,2001-2002
Damien Delaney,Ireland,Stockport County,1,2001-2002
Michele Di Piedi,Italy,Sheffield Wednesday,1,2001-2002
Ben Doane,England,Sheffield United,1,2001-2002
Chris Doig,Scotland,Nottingham Forest,1,2001-2002
Kevin Donovan,England,Barnsley FC,1,2001-2002
Richard Dunne,Ireland,Manchester City,1,2001-2002
Nicky Eaden,England,Birmingham City,1,2001-2002
Clint Easton,England,Norwich City,1,2001-2002
Justin Edinburgh,England,Portsmouth FC,1,2001-2002
Tony Ellis,England,Burnley FC,1,2001-2002
Matthew Etherington,England,Bradford City,1,2001-2002
Gary Fisken,England,Watford FC,1,2001-2002
Simon Ford,Jamaica,Grimsby Town,1,2001-2002
Ruel Fox,England,West Bromwich Albion,1,2001-2002
Damien Francis,Jamaica,Wimbledon FC,1,2001-2002
Kevin Gallacher,Scotland,Sheffield Wednesday,1,2001-2002
Filippo Galli,Italy,Watford FC,1,2001-2002
Ty Gooden,England,Gillingham FC,1,2001-2002
Don Goodman,England,Walsall FC,1,2001-2002
Gareth Grant,England,Bradford City,1,2001-2002
Danny Granville,England,Manchester City,1,2001-2002
Andy Gray,Scotland,Nottingham Forest,1,2001-2002
Sean Gregan,England,Preston North End,1,2001-2002
Marcus Hall,England,Coventry City,1,2001-2002
Gunnar Halle,Norway,Wolverhampton Wanderers,1,2001-2002
Kevin Harper,Scotland,Portsmouth FC,1,2001-2002
David Holdsworth,England,Walsall FC,1,2001-2002
Pierre Issa,South Africa,Watford FC,1,2001-2002
Wayne Jacobs,England,Bradford City,1,2001-2002
Jean-Phillipe Javary,France,Sheffield United,1,2001-2002
Mike Jeffrey,England,Grimsby Town,1,2001-2002
Niclas Jensen,Denmark,Manchester City,1,2001-2002
Julian Joachim,England,Coventry City,1,2001-2002
Damien Johnson,Northern Ireland,Birmingham City,1,2001-2002
Michael Johnson,Jamaica,Birmingham City,1,2001-2002
Gary Jones,England,Barnsley FC,1,2001-2002
Gary Jones,England,Nottingham Forest,1,2001-2002
Claus Jørgensen,Faroe Islands,Bradford City,1,2001-2002
Juanjo,Spain,Bradford City,1,2001-2002
Dean Keates,England,Walsall FC,1,2001-2002
Colin Little,England,Crewe Alexandra,1,2001-2002
Matthieu Louis-Jean,France,Nottingham Forest,1,2001-2002
Danny Maddix,England,Sheffield Wednesday,1,2001-2002
Fraser McLachlan,England,Stockport County,1,2001-2002
Anthony McNamee,England,Watford FC,1,2001-2002
Lucien Mettomo,Cameroon,Manchester City,1,2001-2002
Lionel Morgan,England,Wimbledon FC,1,2001-2002
George Ndah,England,Wolverhampton Wanderers,1,2001-2002
Christian Negouai,France,Manchester City,1,2001-2002
Lucas Neill,Australia,Millwall FC,1,2001-2002
David Noble,England,Watford FC,1,2001-2002
Martin O'Connor,England,Walsall FC,1,2001-2002
Gary O'Neil,England,Portsmouth FC,1,2001-2002
David Perpetuini,England,Gillingham FC,1,2001-2002
Isaiah Rankin,England,Barnsley FC,1,2001-2002
Paul Reid,England,Preston North End,1,2001-2002
Andy Roberts,England,Wimbledon FC,1,2001-2002
Simon Rodger,England,Crystal Palace,1,2001-2002
Leo Roget,England,Stockport County,1,2001-2002
Uwe Rösler,Germany,West Bromwich Albion,1,2001-2002
Neil Ross,England,Stockport County,1,2001-2002
Youssef Safri,Morocco,Coventry City,1,2001-2002
Peter Sand,Denmark,Barnsley FC,1,2001-2002
Mark Saunders,England,Gillingham FC,1,2001-2002
Chris Sedgwick,England,Rotherham United,1,2001-2002
Lárus Sigurðsson,Iceland,West Bromwich Albion,1,2001-2002
Andy Sinton,England,Wolverhampton Wanderers,1,2001-2002
David Smith,England,Grimsby Town,1,2001-2002
Shaun Smith,England,Crewe Alexandra,1,2001-2002
Trond Soltvedt,Norway,Sheffield Wednesday,1,2001-2002
Danny Sonner,Northern Ireland,Birmingham City,1,2001-2002
Kevin Street,England,Crewe Alexandra,1,2001-2002
Stewart Talbot,England,Rotherham United,1,2001-2002
Robert Taylor,England,Grimsby Town,1,2001-2002
Danny Tiatto,Australia,Manchester City,1,2001-2002
Andy Tillson,England,Walsall FC,1,2001-2002
Svetoslav Todorov,Bulgaria,Portsmouth FC,1,2001-2002
Ramon Vega,Switzerland,Watford FC,1,2001-2002
Steve Vickers,England,Crystal Palace,1,2001-2002
Jamie Vincent,England,Portsmouth FC,1,2001-2002
David Walton,England,Crewe Alexandra,1,2001-2002
Kevin Watson,England,Rotherham United,1,2001-2002
Ashley Westwood,England,Sheffield Wednesday,1,2001-2002
Menno Willems,Netherlands,Grimsby Town,1,2001-2002
Chris Willmott,England,Wimbledon FC,1,2001-2002
Nordin Wooter,Netherlands,Watford FC,1,2001-2002
