Player,Country,Team,Goals,Season
Alan Maybury,Ireland,Leicester City,2,2004-2005
Jobi McAnuff,Jamaica,West Ham United,2,2004-2005
Andy Monkhouse,England,Rotherham United,2,2004-2005
Chris Morgan,England,Sheffield United,2,2004-2005
Dean Morgan,Montserrat,Reading FC,2,2004-2005
Adam Nowland,England,West Ham United,2,2004-2005
James O'Connor,Ireland,Burnley FC,2,2004-2005
Brett Ormerod,England,Wigan Athletic,2,2004-2005
John Oster,Wales,Sunderland AFC,2,2004-2005
Paul Reid,Australia,Brighton & Hove Albion,2,2004-2005
Matthew Rose,England,Queens Park Rangers,2,2004-2005
Darel Russell,England,Stoke City,2,2004-2005
Robert Scott,England,Rotherham United,2,2004-2005
Mamady Sidibe,Mali,Gillingham FC,2,2004-2005
Chris Swailes,England,Rotherham United,2,2004-2005
Peter Sweeney,Scotland,Millwall FC,2,2004-2005
Gerry Taggart,Northern Ireland,Stoke City,2,2004-2005
Wayne Thomas,England,Stoke City,2,2004-2005
Michael Tonge,England,Sheffield United,2,2004-2005
Richard Walker,England,Crewe Alexandra,2,2004-2005
Adrian Williams,Wales,Reading FC,2,2004-2005
Steve Adams,England,Plymouth Argyle,1,2004-2005
Hasney Aljofree,England,Plymouth Argyle,1,2004-2005
Carl Asaba,England,Stoke City,1,2004-2005
Leighton Baines,England,Wigan Athletic,1,2004-2005
Marcus Bean,Jamaica,Queens Park Rangers,1,2004-2005
Marc Bircham,Canada,Queens Park Rangers,1,2004-2005
Mikkel Bischoff,Denmark,Wolverhampton Wanderers,1,2004-2005
Tommy Black,England,Sheffield United,1,2004-2005
Nathan Blake,Wales,Leicester City,1,2004-2005
Dominic Blizzard,England,Watford FC,1,2004-2005
Hameur Bouazza,Algeria,Watford FC,1,2004-2005
Dave Brammer,England,Stoke City,1,2004-2005
Rufus Brevett,England,West Ham United,1,2004-2005
Michael Bridges,England,Sunderland AFC,1,2004-2005
Mark Burchill,Scotland,Rotherham United,1,2004-2005
Ákos Buzsáky,Hungary,Plymouth Argyle,1,2004-2005
Danny Cadamarteri,England,Sheffield United,1,2004-2005
Gary Cahill,England,Burnley FC,1,2004-2005
Darren Carter,England,Sunderland AFC,1,2004-2005
Luke Chadwick,England,West Ham United,1,2004-2005
Nick Chadwick,England,Plymouth Argyle,1,2004-2005
Clive Clarke,Ireland,Stoke City,1,2004-2005
James Collins,Wales,Cardiff City,1,2004-2005
Jody Craddock,England,Wolverhampton Wanderers,1,2004-2005
Nikolaos Dabizas,Greece,Leicester City,1,2004-2005
Callum Davidson,Scotland,Preston North End,1,2004-2005
Michael Dawson,England,Nottingham Forest,1,2004-2005
Mark de Vries,Suriname,Leicester City,1,2004-2005
Paul Devlin,Scotland,Watford FC,1,2004-2005
Richard Duffy,Wales,Coventry City,1,2004-2005
Chris Eagles,England,Watford FC,1,2004-2005
Robert Earnshaw,Wales,Cardiff City,1,2004-2005
Gylfi Einarsson,Iceland,Leeds United,1,2004-2005
Marvin Elliott,Jamaica,Millwall FC,1,2004-2005
Anton Ferdinand,England,West Ham United,1,2004-2005
Les Ferdinand,England,Reading FC,1,2004-2005
Jonathan Forte,Barbados,Sheffield United,1,2004-2005
Stephen Foster,England,Crewe Alexandra,1,2004-2005
Per Frandsen,Denmark,Wigan Athletic,1,2004-2005
Ricardo Fuller,Jamaica,Preston North End,1,2004-2005
Daniel Gabbidon,Wales,Cardiff City,1,2004-2005
Derek Geary,Ireland,Sheffield United,1,2004-2005
Phil Gilchrist,England,Rotherham United,1,2004-2005
David Graham,Scotland,Wigan Athletic,1,2004-2005
Chris Greenacre,England,Stoke City,1,2004-2005
Steve Guppy,England,Stoke City,1,2004-2005
Marcus Hall,England,Stoke City,1,2004-2005
Dan Harding,England,Brighton & Hove Albion,1,2004-2005
Clint Hill,England,Stoke City,1,2004-2005
Adam Hinshelwood,England,Brighton & Hove Albion,1,2004-2005
Stephen Hughes,Scotland,Leicester City,1,2004-2005
Micah Hyde,Jamaica,Burnley FC,1,2004-2005
Matt Jackson,England,Wigan Athletic,1,2004-2005
Albert Jarrett,Sierra Leone,Brighton & Hove Albion,1,2004-2005
Michael Johnson,Jamaica,Derby County,1,2004-2005
Seth Johnson,England,Leeds United,1,2004-2005
Marino Keith,Scotland,Plymouth Argyle,1,2004-2005
Aaron Lennon,England,Leeds United,1,2004-2005
Jack Lester,England,Sheffield United,1,2004-2005
Steve Lomas,Northern Ireland,West Ham United,1,2004-2005
Andy Lonergan,England,Preston North End,1,2004-2005
Ben May,England,Millwall FC,1,2004-2005
Kerry Mayo,England,Brighton & Hove Albion,1,2004-2005
Jay McEveley,England,Gillingham FC,1,2004-2005
John McGreal,England,Burnley FC,1,2004-2005
Paul McLaren,England,Rotherham United,1,2004-2005
Kevin McLeod,England,Queens Park Rangers,1,2004-2005
Maheta Molango,Congo,Brighton & Hove Albion,1,2004-2005
Nick Montgomery,Scotland,Sheffield United,1,2004-2005
Wes Morgan,Jamaica,Nottingham Forest,1,2004-2005
John Mullin,England,Rotherham United,1,2004-2005
Hayden Mullins,England,West Ham United,1,2004-2005
Lee Naylor,England,Wolverhampton Wanderers,1,2004-2005
Lewis Neal,England,Stoke City,1,2004-2005
Shaun Newton,England,Wolverhampton Wanderers,1,2004-2005
Gary O'Neil,England,Cardiff City,1,2004-2005
Charlie Oatway,England,Brighton & Hove Albion,1,2004-2005
Jon Otsemobor,England,Crewe Alexandra,1,2004-2005
Mark Phillips,England,Millwall FC,1,2004-2005
Darren Powell,England,West Ham United,1,2004-2005
Michael Proctor,England,Rotherham United,1,2004-2005
Serhiy Rebrov,Ukraine,West Ham United,1,2004-2005
Matt Richards,England,Ipswich Town,1,2004-2005
Frazer Richardson,England,Leeds United,1,2004-2005
Rohan Ricketts,England,Wolverhampton Wanderers,1,2004-2005
Jake Robinson,England,Brighton & Hove Albion,1,2004-2005
John Robinson,Wales,Gillingham FC,1,2004-2005
Paul Robinson,England,Millwall FC,1,2004-2005
Lee Roche,England,Burnley FC,1,2004-2005
Josh Simpson,Canada,Millwall FC,1,2004-2005
Frank Sinclair,Jamaica,Burnley FC,1,2004-2005
Ibrahima Sonko,Senegal,Reading FC,1,2004-2005
Nicky Southall,England,Gillingham FC,1,2004-2005
Matthew Spring,England,Leeds United,1,2004-2005
Steve Staunton,Ireland,Coventry City,1,2004-2005
Richard Stearman,England,Leicester City,1,2004-2005
Jordan Stewart,England,Leicester City,1,2004-2005
Dean Sturridge,England,Wolverhampton Wanderers,1,2004-2005
Jo Tessem,Norway,Millwall FC,1,2004-2005
Paul Thirlwell,England,Sheffield United,1,2004-2005
Tony Thorpe,England,Rotherham United,1,2004-2005
Danny Tiatto,Australia,Leicester City,1,2004-2005
David Unsworth,England,Ipswich Town,1,2004-2005
Tony Vidmar,Australia,Cardiff City,1,2004-2005
Jamie Vincent,England,Derby County,1,2004-2005
Ashley Ward,England,Sheffield United,1,2004-2005
Paul Warne,England,Rotherham United,1,2004-2005
Andy Welsh,England,Sunderland AFC,1,2004-2005
Andy Whing,England,Coventry City,1,2004-2005
Jason Wilcox,England,Leicester City,1,2004-2005
Gareth Williams,Scotland,Leicester City,1,2004-2005
Gavin Williams,Wales,West Ham United,1,2004-2005
Stephen Wright,England,Sunderland AFC,1,2004-2005
