Player,Country,Team,Assists,Season
Josh Windass,England,Sheffield Wednesday,5,2020-2021
Cauley Woodrow,England,Barnsley FC,5,2020-2021
Philip Zinckernagel,Denmark,Watford FC,5,2020-2021
André Ayew,Ghana,Swansea City,4,2020-2021
Juninho Bacuna,Curaçao,Huddersfield Town,4,2020-2021
Daniel Barlaser,England,Rotherham United,4,2020-2021
Philip Billing,Denmark,AFC Bournemouth,4,2020-2021
Ben Brereton,Chile,Blackburn Rovers,4,2020-2021
Callum Brittain,England,Barnsley FC,4,2020-2021
Nathan Byrne,England,Derby County,4,2020-2021
Ilias Chair,Morocco,Queens Park Rangers,4,2020-2021
Joshua Dasilva,England,Brentford FC,4,2020-2021
Steven Fletcher,Scotland,Stoke City,4,2020-2021
Wes Harding,Jamaica,Rotherham United,4,2020-2021
Kadeem Harris,England,Sheffield Wednesday,4,2020-2021
Lloyd Kelly,England,AFC Bournemouth,4,2020-2021
Kiko Femenía,Spain,Watford FC,4,2020-2021
Ryan Nyambe,Namibia,Blackburn Rovers,4,2020-2021
Ben Pearson,England,Preston North End,4,2020-2021
Pipa,Spain,Huddersfield Town,4,2020-2021
Teemu Pukki,Finland,Norwich City,4,2020-2021
Joe Ralls,England,Cardiff City,4,2020-2021
Joe Rothwell,England,Blackburn Rovers,4,2020-2021
Ismaïla Sarr,Senegal,Watford FC,4,2020-2021
George Saville,Northern Ireland,Middlesbrough FC,4,2020-2021
Antoine Semenyo,Ghana,Bristol City,4,2020-2021
Adam Smith,England,AFC Bournemouth,4,2020-2021
Junior Stanislas,England,AFC Bournemouth,4,2020-2021
Marcus Tavernier,England,Middlesbrough FC,4,2020-2021
Martyn Waghorn,England,Derby County,4,2020-2021
Yannick Bolasie,Congo DR,Middlesbrough FC,3,2020-2021
Lee Buchanan,England,Derby County,3,2020-2021
Geoff Cameron,USA,Queens Park Rangers,3,2020-2021
Fraizer Campbell,England,Huddersfield Town,3,2020-2021
Conor Chaplin,England,Barnsley FC,3,2020-2021
Cyrus Christie,Ireland,Nottingham Forest,3,2020-2021
Sam Clucas,England,Stoke City,3,2020-2021
Matt Crooks,England,Rotherham United,3,2020-2021
Troy Deeney,England,Watford FC,3,2020-2021
Yan Dhanda,England,Swansea City,3,2020-2021
Diego Rico,Spain,AFC Bournemouth,3,2020-2021
Carel Eiting,Netherlands,Huddersfield Town,3,2020-2021
Tariqe Fosu,Ghana,Brentford FC,3,2020-2021
Morgan Fox,Wales,Stoke City,3,2020-2021
Sam Gallagher,England,Blackburn Rovers,3,2020-2021
Matt Grimes,England,Swansea City,3,2020-2021
Gustavo Hamer,Netherlands,Coventry City,3,2020-2021
Uche Ikpeazu,Uganda,Wycombe Wanderers,3,2020-2021
Matty James,England,Coventry City,3,2020-2021
Vitaly Janelt,Germany,Brentford FC,3,2020-2021
Daniel Johnson,Jamaica,Preston North End,3,2020-2021
Lukas Jutkiewicz,England,Birmingham City,3,2020-2021
Todd Kane,England,Queens Park Rangers,3,2020-2021
Neeskens Kebano,Congo DR,Middlesbrough FC,3,2020-2021
Josh Laurent,England,Reading FC,3,2020-2021
Ryan Leonard,England,Millwall FC,3,2020-2021
Joe Mattock,England,Rotherham United,3,2020-2021
James McClean,Ireland,Stoke City,3,2020-2021
Carlton Morris,England,Barnsley FC,3,2020-2021
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,3,2020-2021
Ádám Nagy,Hungary,Bristol City,3,2020-2021
Perry Ng,England,Cardiff City,3,2020-2021
Lewis O'Brien,England,Huddersfield Town,3,2020-2021
Matthew Olosunde,USA,Rotherham United,3,2020-2021
Callum Paterson,Scotland,Sheffield Wednesday,3,2020-2021
Nick Powell,England,Stoke City,3,2020-2021
Joe Rankin-Costello,England,Blackburn Rovers,3,2020-2021
Adam Reach,England,Sheffield Wednesday,3,2020-2021
Lukas Rupp,Germany,Norwich City,3,2020-2021
Korey Smith,England,Swansea City,3,2020-2021
Michael Smith,England,Rotherham United,3,2020-2021
Tommy Smith,England,Stoke City,3,2020-2021
Harry Souttar,Australia,Stoke City,3,2020-2021
Callum Styles,Hungary,Barnsley FC,3,2020-2021
Lee Wallace,Scotland,Queens Park Rangers,3,2020-2021
Nahki Wells,Bermuda,Bristol City,3,2020-2021
Max Aarons,England,Norwich City,2,2020-2021
Chuba Akpom,England,Middlesbrough FC,2,2020-2021
Alfa Semedo,Guinea-Bissau,Reading FC,2,2020-2021
Joe Allen,Wales,Stoke City,2,2020-2021
Sone Aluko,Nigeria,Reading FC,2,2020-2021
Sammy Ameobi,England,Nottingham Forest,2,2020-2021
Sam Baldock,England,Reading FC,2,2020-2021
Yoann Barbet,France,Queens Park Rangers,2,2020-2021
Tom Barkhuizen,England,Preston North End,2,2020-2021
Joe Bennett,England,Cardiff City,2,2020-2021
Mason Bennett,England,Millwall FC,2,2020-2021
Maxime Biamou,France,Coventry City,2,2020-2021
Jón Böðvarsson,Iceland,Millwall FC,2,2020-2021
Alan Browne,Ireland,Preston North End,2,2020-2021
Ben Cabango,Wales,Swansea City,2,2020-2021
Cafú,Portugal,Nottingham Forest,2,2020-2021
Tom Cleverley,England,Watford FC,2,2020-2021
Maxime Colin,France,Birmingham City,2,2020-2021
James Collins,England,Luton Town,2,2020-2021
Steve Cook,England,AFC Bournemouth,2,2020-2021
Jake Cooper,England,Millwall FC,2,2020-2021
Tyrhys Dolan,England,Blackburn Rovers,2,2020-2021
Barry Douglas,Scotland,Blackburn Rovers,2,2020-2021
Stewart Downing,England,Blackburn Rovers,2,2020-2021
Corry Evans,Northern Ireland,Blackburn Rovers,2,2020-2021
Dominik Frieser,Austria,Barnsley FC,2,2020-2021
Saman Ghoddos,Iran,Brentford FC,2,2020-2021
Robert Glatzel,Germany,Cardiff City,2,2020-2021
Matt Godden,England,Coventry City,2,2020-2021
Dan Gosling,England,Watford FC,2,2020-2021
Rico Henry,England,Brentford FC,2,2020-2021
Junior Hoilett,Canada,Cardiff City,2,2020-2021
Duane Holmes,USA,Huddersfield Town,2,2020-2021
Tom Holmes,England,Reading FC,2,2020-2021
Daryl Horgan,Ireland,Wycombe Wanderers,2,2020-2021
Conor Hourihane,Ireland,Swansea City,2,2020-2021
Andrew Hughes,Wales,Preston North End,2,2020-2021
Jack Hunt,England,Bristol City,2,2020-2021
Shaun Hutchinson,England,Millwall FC,2,2020-2021
João Pedro,Brazil,Watford FC,2,2020-2021
Stefan Johansen,Norway,Queens Park Rangers,2,2020-2021
Kamil Jóźwiak,Poland,Derby County,2,2020-2021
Elias Kachunga,Congo DR,Sheffield Wednesday,2,2020-2021
Colin Kâzım-Richards,Turkey,Derby County,2,2020-2021
Josh Koroma,England,Huddersfield Town,2,2020-2021
Filip Krovinović,Croatia,Nottingham Forest,2,2020-2021
Jefferson Lerma,Colombia,AFC Bournemouth,2,2020-2021
Joe Lolley,England,Nottingham Forest,2,2020-2021
Kazenga LuaLua,England,Luton Town,2,2020-2021
Seán Maguire,Ireland,Preston North End,2,2020-2021
Scott Malone,England,Millwall FC,2,2020-2021
Ryan Manning,Ireland,Swansea City,2,2020-2021
Emiliano Marcondes,Denmark,Brentford FC,2,2020-2021
Sam McCallum,England,Coventry City,2,2020-2021
Jason McCarthy,England,Wycombe Wanderers,2,2020-2021
Tom McIntyre,Scotland,Reading FC,2,2020-2021
Sean Morrison,England,Cardiff City,2,2020-2021
Rhys Norrington-Davies,Wales,Stoke City,2,2020-2021
Fred Onyedinma,Nigeria,Wycombe Wanderers,2,2020-2021
Bright Osayi-Samuel,Nigeria,Queens Park Rangers,2,2020-2021
Leo Østigård,Norway,Coventry City,2,2020-2021
Marlon Pack,England,Cardiff City,2,2020-2021
Kasey Palmer,Jamaica,Swansea City,2,2020-2021
Liam Palmer,Scotland,Sheffield Wednesday,2,2020-2021
Jamie Paterson,England,Bristol City,2,2020-2021
Kristian Pedersen,Denmark,Birmingham City,2,2020-2021
Glen Rea,Ireland,Luton Town,2,2020-2021
Andy Rinomhota,Zimbabwe,Reading FC,2,2020-2021
Marc Roberts,England,Birmingham City,2,2020-2021
Mads Roerslev,Denmark,Brentford FC,2,2020-2021
Mahlon Romeo,Antigua & Barbuda,Millwall FC,2,2020-2021
Tommy Rowe,England,Bristol City,2,2020-2021
Matt Smith,England,Millwall FC,2,2020-2021
Marco Stiepermann,Germany,Norwich City,2,2020-2021
John Swift,England,Reading FC,2,2020-2021
Ryan Tafazolli,England,Wycombe Wanderers,2,2020-2021
Jordan Thompson,Northern Ireland,Stoke City,2,2020-2021
Will Vaulks,Wales,Cardiff City,2,2020-2021
Tyler Walker,England,Coventry City,2,2020-2021
Shaun Williams,Ireland,Millwall FC,2,2020-2021
Lewis Wing,England,Rotherham United,2,2020-2021
Ryan Woods,England,Millwall FC,2,2020-2021
Ryan Yates,England,Nottingham Forest,2,2020-2021
Elijah Adebayo,England,Luton Town,1,2020-2021
Dennis Adeniran,England,Wycombe Wanderers,1,2020-2021
Adebayo Akinfenwa,Nigeria,Wycombe Wanderers,1,2020-2021
Álex Vallejo,Spain,Huddersfield Town,1,2020-2021
Jaidon Anthony,England,AFC Bournemouth,1,2020-2021
Charlie Austin,England,Queens Park Rangers,1,2020-2021
Leandro Bacuna,Curaçao,Cardiff City,1,2020-2021
Nathan Baker,England,Bristol City,1,2020-2021
Tyreeq Bakinson,England,Bristol City,1,2020-2021
Shandon Baptiste,Grenada,Brentford FC,1,2020-2021
Patrick Bauer,Germany,Preston North End,1,2020-2021
Asmir Begović,Bosnia-Herzegovina,AFC Bournemouth,1,2020-2021
Luke Berry,England,Luton Town,1,2020-2021
Marc Bola,England,Middlesbrough FC,1,2020-2021
Gaëtan Bong,Cameroon,Nottingham Forest,1,2020-2021
Macauley Bonne,Zimbabwe,Queens Park Rangers,1,2020-2021
Sonny Bradley,England,Luton Town,1,2020-2021
Izzy Brown,England,Sheffield Wednesday,1,2020-2021
Marcus Browne,England,Middlesbrough FC,1,2020-2021
John Buckley,England,Blackburn Rovers,1,2020-2021
Tom Carroll,England,Queens Park Rangers,1,2020-2021
Craig Cathcart,Northern Ireland,Watford FC,1,2020-2021
Nathaniel Chalobah,England,Watford FC,1,2020-2021
Harry Chapman,England,Blackburn Rovers,1,2020-2021
Wesley Darius Charles,England,Wycombe Wanderers,1,2020-2021
Jack Clarke,England,Stoke City,1,2020-2021
Nathan Collins,Ireland,Stoke City,1,2020-2021
Lewis Cook,England,AFC Bournemouth,1,2020-2021
Martin Cranie,England,Luton Town,1,2020-2021
Henrik Dalsgaard,Denmark,Brentford FC,1,2020-2021
Daniel Ayala,Spain,Blackburn Rovers,1,2020-2021
Jay Dasilva,Wales,Bristol City,1,2020-2021
Adama Diakhaby,France,Huddersfield Town,1,2020-2021
Rob Dickie,England,Queens Park Rangers,1,2020-2021
Famara Diédhiou,Senegal,Bristol City,1,2020-2021
Kieran Dowell,England,Norwich City,1,2020-2021
Cheyenne Dunkley,Jamaica,Sheffield Wednesday,1,2020-2021
Opanin Edwards,England,Bristol City,1,2020-2021
Ched Evans,Wales,Preston North End,1,2020-2021
George Evans,England,Millwall FC,1,2020-2021
Ashley Fletcher,England,Middlesbrough FC,1,2020-2021
Aden Flint,England,Sheffield Wednesday,1,2020-2021
Marcus Forss,Finland,Brentford FC,1,2020-2021
Dael Fry,England,Middlesbrough FC,1,2020-2021
Jay Fulton,Scotland,Swansea City,1,2020-2021
James Garner,England,Watford FC,1,2020-2021
Dimitris Giannoulis,Greece,Norwich City,1,2020-2021
Morgan Gibbs-White,England,Swansea City,1,2020-2021
Ben Gibson,England,Norwich City,1,2020-2021
Ryan Giles,England,Rotherham United,1,2020-2021
Lewis Grabban,Jamaica,Nottingham Forest,1,2020-2021
Andre Gray,Jamaica,Watford FC,1,2020-2021
Lee Gregory,England,Stoke City,1,2020-2021
Jack Grimmer,Scotland,Wycombe Wanderers,1,2020-2021
Angus Gunn,Scotland,Stoke City,1,2020-2021
Aapo Halme,Finland,Barnsley FC,1,2020-2021
Mark Harris,Wales,Cardiff City,1,2020-2021
Michał Helik,Poland,Barnsley FC,1,2020-2021
Lewis Holtby,Germany,Blackburn Rovers,1,2020-2021
Jonny Howson,England,Middlesbrough FC,1,2020-2021
Adam Idah,Ireland,Norwich City,1,2020-2021
Michael Ihiekwe,England,Rotherham United,1,2020-2021
Florian Jozefzoon,Suriname,Rotherham United,1,2020-2021
Osman Kakay,Sierra Leone,Queens Park Rangers,1,2020-2021
Anthony Knockaert,France,Nottingham Forest,1,2020-2021
Henri Lansbury,England,Bristol City,1,2020-2021
Tom Lawrence,Wales,Derby County,1,2020-2021
Elliot Lee,England,Luton Town,1,2020-2021
Tom Lees,England,Sheffield Wednesday,1,2020-2021
Darragh Lenihan,Ireland,Blackburn Rovers,1,2020-2021
Jamie Lindsay,Scotland,Rotherham United,1,2020-2021
Connor Mahoney,England,Millwall FC,1,2020-2021
Josh Martin,England,Norwich City,1,2020-2021
Alfie Mawson,England,Bristol City,1,2020-2021
Garath McCleary,Jamaica,Wycombe Wanderers,1,2020-2021
Kyle McFadzean,England,Coventry City,1,2020-2021
Danny McNamara,Ireland,Millwall FC,1,2020-2021
Anis Mehmeti,Albania,Wycombe Wanderers,1,2020-2021
Yakou Meïté,Ivory Coast,Reading FC,1,2020-2021
Nathaniel Mendez-Laing,Guatemala,Middlesbrough FC,1,2020-2021
Alexander Mighten,England,Nottingham Forest,1,2020-2021
Mikel San José,Spain,Birmingham City,1,2020-2021
Jayson Molumby,Ireland,Preston North End,1,2020-2021
George Moncur,England,Luton Town,1,2020-2021
Kieffer Moore,Wales,Cardiff City,1,2020-2021
Liam Moore,Jamaica,Reading FC,1,2020-2021
Marc Navarro,Spain,Watford FC,1,2020-2021
Jeremy Ngakia,England,Watford FC,1,2020-2021
Callum O'Dowda,Ireland,Bristol City,1,2020-2021
John Mikel Obi,Nigeria,Stoke City,1,2020-2021
Romal Palmer,England,Barnsley FC,1,2020-2021
Ethan Pinnock,Jamaica,Brentford FC,1,2020-2021
Brad Potts,England,Preston North End,1,2020-2021
Joe Rafferty,Ireland,Preston North End,1,2020-2021
Jordan Rhodes,Scotland,Sheffield Wednesday,1,2020-2021
Emil Riis,Denmark,Preston North End,1,2020-2021
Patrick Roberts,England,Middlesbrough FC,1,2020-2021
Clark Robertson,Scotland,Rotherham United,1,2020-2021
Michael Rose,Scotland,Coventry City,1,2020-2021
Aaron Rowe,England,Huddersfield Town,1,2020-2021
Kieran Sadlier,Ireland,Rotherham United,1,2020-2021
Steve Seddon,England,Birmingham City,1,2020-2021
Steven Sessegnon,England,Bristol City,1,2020-2021
Ben Sheaf,England,Coventry City,1,2020-2021
Graeme Shinnie,Scotland,Derby County,1,2020-2021
Jordan Shipley,Ireland,Coventry City,1,2020-2021
Scott Sinclair,England,Preston North End,1,2020-2021
Oliver Skipp,England,Norwich City,1,2020-2021
Samba Sow,Mali,Nottingham Forest,1,2020-2021
Jacob Sørensen,Denmark,Norwich City,1,2020-2021
Jack Stacey,England,AFC Bournemouth,1,2020-2021
Richard Stearman,England,Huddersfield Town,1,2020-2021
Finley Stevens,Wales,Brentford FC,1,2020-2021
Anthony Stewart,England,Wycombe Wanderers,1,2020-2021
Jordan Storey,England,Preston North End,1,2020-2021
Sam Surridge,England,AFC Bournemouth,1,2020-2021
Alexander Tettey,Norway,Norwich City,1,2020-2021
George Thomas,Wales,Queens Park Rangers,1,2020-2021
Tobias Figueiredo,Portugal,Nottingham Forest,1,2020-2021
Jon Toral,Spain,Birmingham City,1,2020-2021
Tom Trybull,Germany,Blackburn Rovers,1,2020-2021
Josh Tymon,England,Stoke City,1,2020-2021
Zak Vyner,England,Bristol City,1,2020-2021
Danny Ward,England,Huddersfield Town,1,2020-2021
Duncan Watmore,England,Middlesbrough FC,1,2020-2021
David Wheeler,England,Wycombe Wanderers,1,2020-2021
Ben Wiles,England,Rotherham United,1,2020-2021
Ben Wilmot,England,Watford FC,1,2020-2021
Jack Wilshere,England,AFC Bournemouth,1,2020-2021
Joe Worrall,England,Nottingham Forest,1,2020-2021
Xavi Quintillà,Spain,Norwich City,1,2020-2021
Andy Yiadom,Ghana,Reading FC,1,2020-2021
Jan Žambůrek,Czech Republic,Brentford FC,1,2020-2021
