Player,Country,Team,Assists,Season
Orlando Sá,Portugal,Reading FC,2,2015-2016
Marlon Pack,England,Bristol City,2,2015-2016
Scott Parker,England,Fulham FC,2,2015-2016
Stephen Quinn,Ireland,Reading FC,2,2015-2016
Gastón Ramírez,Uruguay,Middlesbrough FC,2,2015-2016
Liam Rosenior,England,Brighton & Hove Albion,2,2015-2016
Matt Smith,England,Fulham FC,2,2015-2016
Dániel Tőzsér,Hungary,Queens Park Rangers,2,2015-2016
Ryan Tunnicliffe,England,Fulham FC,2,2015-2016
Rajiv van La Parra,Netherlands,Wolverhampton Wanderers,2,2015-2016
Luke Varney,England,Ipswich Town,2,2015-2016
David Vaughan,Wales,Nottingham Forest,2,2015-2016
Grant Ward,England,Rotherham United,2,2015-2016
Stephen Warnock,England,Derby County,2,2015-2016
Dean Whitehead,England,Huddersfield Town,2,2015-2016
Daniel Williams,USA,Reading FC,2,2015-2016
Calum Woods,England,Preston North End,2,2015-2016
Ryan Woods,England,Brentford FC,2,2015-2016
Bobby Zamora,England,Brighton & Hove Albion,2,2015-2016
Hope Akpan,Nigeria,Blackburn Rovers,1,2015-2016
Sone Aluko,Nigeria,Hull City,1,2015-2016
Fernando Amorebieta,Venezuela,Middlesbrough FC,1,2015-2016
Gabriele Angella,Italy,Queens Park Rangers,1,2015-2016
Michail Antonio,Jamaica,Nottingham Forest,1,2015-2016
Charlie Austin,England,Queens Park Rangers,1,2015-2016
El-Hadji Ba,France,Charlton Athletic,1,2015-2016
Chris Baird,Northern Ireland,Fulham FC,1,2015-2016
Nathan Baker,England,Bristol City,1,2015-2016
Darren Bent,England,Derby County,1,2015-2016
Christophe Berra,Scotland,Ipswich Town,1,2015-2016
Ted Bishop,England,Ipswich Town,1,2015-2016
Flo Bojaj,Albania,Huddersfield Town,1,2015-2016
Jordan Botaka,Congo DR,Leeds United,1,2015-2016
Liam Bridcutt,Scotland,Leeds United,1,2015-2016
Alan Browne,Ireland,Preston North End,1,2015-2016
Dan Burn,England,Fulham FC,1,2015-2016
Jacob Butterfield,England,Huddersfield Town,1,2015-2016
David Button,England,Brentford FC,1,2015-2016
Sam Byram,England,Leeds United,1,2015-2016
Paul Caddis,Scotland,Birmingham City,1,2015-2016
Casado,Spain,Bolton Wanderers,1,2015-2016
Simon Church,Wales,Milton Keynes Dons,1,2015-2016
Adam Clayton,England,Middlesbrough FC,1,2015-2016
Danny Collins,Wales,Rotherham United,1,2015-2016
Matthew Connolly,England,Cardiff City,1,2015-2016
Jordan Cousins,England,Charlton Athletic,1,2015-2016
Simon Cox,Ireland,Reading FC,1,2015-2016
Andrew Crofts,Wales,Brighton & Hove Albion,1,2015-2016
Daniel Ayala,Spain,Middlesbrough FC,1,2015-2016
Tendayi Darikwa,Zimbabwe,Burnley FC,1,2015-2016
Curtis Davies,England,Hull City,1,2015-2016
David Davis,England,Birmingham City,1,2015-2016
Ritchie De Laet,Belgium,Middlesbrough FC,1,2015-2016
Harlee Dean,England,Brentford FC,1,2015-2016
Dorian Dervite,France,Bolton Wanderers,1,2015-2016
Toumani Diagouraga,France,Leeds United,1,2015-2016
Nouha Dicko,Mali,Wolverhampton Wanderers,1,2015-2016
Kagisho Dikgacoi,South Africa,Cardiff City,1,2015-2016
Adama Diomandé,Norway,Hull City,1,2015-2016
Marco Djuričin,Austria,Brentford FC,1,2015-2016
Jonathan Douglas,Ireland,Ipswich Town,1,2015-2016
Eoin Doyle,Ireland,Preston North End,1,2015-2016
Lewis Dunk,England,Brighton & Hove Albion,1,2015-2016
Nasser El Khayati,Netherlands,Queens Park Rangers,1,2015-2016
Joshua Emmanuel,England,Ipswich Town,1,2015-2016
Tom Field,Ireland,Brentford FC,1,2015-2016
Kevin Foley,Ireland,Ipswich Town,1,2015-2016
Craig Forsyth,Scotland,Derby County,1,2015-2016
Ryan Fredericks,England,Fulham FC,1,2015-2016
Luke Garbutt,England,Fulham FC,1,2015-2016
Gary Gardner,England,Nottingham Forest,1,2015-2016
Reza Ghoochannejhad,Iran,Charlton Athletic,1,2015-2016
Ben Gladwin,England,Queens Park Rangers,1,2015-2016
Karlan Grant,England,Charlton Athletic,1,2015-2016
Demarai Gray,Jamaica,Birmingham City,1,2015-2016
Paul Green,Ireland,Rotherham United,1,2015-2016
Robert Green,England,Queens Park Rangers,1,2015-2016
Aron Gunnarsson,Iceland,Cardiff City,1,2015-2016
Grant Hanley,Scotland,Blackburn Rovers,1,2015-2016
Jamie Hanson,England,Derby County,1,2015-2016
Callum Harriott,England,Charlton Athletic,1,2015-2016
Kadeem Harris,England,Cardiff City,1,2015-2016
Jérémy Helan,France,Wolverhampton Wanderers,1,2015-2016
Abel Hernández,Uruguay,Hull City,1,2015-2016
Tareiq Holmes-Dennis,England,Charlton Athletic,1,2015-2016
Mark Hudson,England,Huddersfield Town,1,2015-2016
Jack Hunt,England,Sheffield Wednesday,1,2015-2016
Paul Huntington,England,Preston North End,1,2015-2016
Lex Immers,Netherlands,Cardiff City,1,2015-2016
Dominic Iorfa,England,Wolverhampton Wanderers,1,2015-2016
Simeon Jackson,Canada,Blackburn Rovers,1,2015-2016
Nikica Jelavić,Croatia,Hull City,1,2015-2016
Jordi Gómez,Spain,Blackburn Rovers,1,2015-2016
Stephen Kelly,Ireland,Rotherham United,1,2015-2016
Myles Kenlock,England,Ipswich Town,1,2015-2016
Richard Keogh,Ireland,Derby County,1,2015-2016
Kike García,Spain,Middlesbrough FC,1,2015-2016
Paul Konchesky,England,Queens Park Rangers,1,2015-2016
Tom Lees,England,Sheffield Wednesday,1,2015-2016
Harry Lennon,England,Charlton Athletic,1,2015-2016
Mark Little,England,Bristol City,1,2015-2016
Ademola Lookman,Nigeria,Charlton Athletic,1,2015-2016
Jason Lowe,England,Blackburn Rovers,1,2015-2016
Kazenga LuaLua,England,Brighton & Hove Albion,1,2015-2016
Gary Madine,England,Bolton Wanderers,1,2015-2016
Harry Maguire,England,Hull City,1,2015-2016
Solly March,England,Brighton & Hove Albion,1,2015-2016
Ben Marshall,England,Blackburn Rovers,1,2015-2016
Joe Mason,Ireland,Wolverhampton Wanderers,1,2015-2016
Adam Matthews,Wales,Bristol City,1,2015-2016
Stevie May,Scotland,Preston North End,1,2015-2016
Kyle McFadzean,England,Milton Keynes Dons,1,2015-2016
David McGoldrick,Ireland,Ipswich Town,1,2015-2016
Ben Mee,England,Burnley FC,1,2015-2016
David Meyler,Ireland,Hull City,1,2015-2016
Matt Mills,England,Nottingham Forest,1,2015-2016
Sean Morrison,England,Cardiff City,1,2015-2016
Stuart O'Keefe,England,Cardiff City,1,2015-2016
Jordan Obita,England,Reading FC,1,2015-2016
Liam Palmer,Scotland,Sheffield Wednesday,1,2015-2016
Pinillos,Spain,Nottingham Forest,1,2015-2016
Darren Potter,Ireland,Milton Keynes Dons,1,2015-2016
Daniel Powell,England,Milton Keynes Dons,1,2015-2016
Darren Pratley,England,Bolton Wanderers,1,2015-2016
Tim Ream,USA,Fulham FC,1,2015-2016
Ben Reeves,Northern Ireland,Milton Keynes Dons,1,2015-2016
Ricardo Vaz Tê,Portugal,Charlton Athletic,1,2015-2016
Jazz Richards,Wales,Fulham FC,1,2015-2016
Jason Shackell,England,Derby County,1,2015-2016
Andrew Shinnie,Scotland,Rotherham United,1,2015-2016
Steven Sidwell,England,Brighton & Hove Albion,1,2015-2016
Chris Solly,England,Charlton Athletic,1,2015-2016
Jason Steele,England,Blackburn Rovers,1,2015-2016
Cristhian Stuani,Uruguay,Middlesbrough FC,1,2015-2016
Andrew Taylor,England,Reading FC,1,2015-2016
Chris Taylor,England,Blackburn Rovers,1,2015-2016
Matthew Taylor,England,Burnley FC,1,2015-2016
Robert Tesche,Germany,Nottingham Forest,1,2015-2016
Harry Toffolo,England,Rotherham United,1,2015-2016
Fredrik Ulvestad,Norway,Burnley FC,1,2015-2016
James Vaughan,England,Huddersfield Town,1,2015-2016
Josh Vela,England,Bolton Wanderers,1,2015-2016
Marnick Vermijl,Belgium,Preston North End,1,2015-2016
Igor Vetokele,Angola,Charlton Athletic,1,2015-2016
Jelle Vossen,Belgium,Burnley FC,1,2015-2016
Keiren Westwood,Ireland,Sheffield Wednesday,1,2015-2016
Derrick Williams,Ireland,Bristol City,1,2015-2016
Jonny Williams,Wales,Nottingham Forest,1,2015-2016
Mike Williamson,England,Wolverhampton Wanderers,1,2015-2016
James Wilson,England,Brighton & Hove Albion,1,2015-2016
Lawrie Wilson,England,Bolton Wanderers,1,2015-2016
Cauley Woodrow,England,Fulham FC,1,2015-2016
Kaiyne Woolery,England,Bolton Wanderers,1,2015-2016
Scott Wootton,England,Leeds United,1,2015-2016
