Player,Country,Team,Assists,Season
Cyrus Christie,Ireland,Swansea City,4,2021-2022
Harry Cornick,England,Luton Town,4,2021-2022
Jay Dasilva,Wales,Bristol City,4,2021-2022
Lewis Grabban,Jamaica,Nottingham Forest,4,2021-2022
Christopher Hamilton,Ireland,Blackpool FC,4,2021-2022
George Honeyman,England,Hull City,4,2021-2022
Conor Hourihane,Ireland,Sheffield United,4,2021-2022
Jonny Howson,England,Middlesbrough FC,4,2021-2022
Todd Kane,England,Coventry City,4,2021-2022
Josh Laurent,England,Reading FC,4,2021-2022
Ryan Longman,England,Hull City,4,2021-2022
Max Lowe,England,Nottingham Forest,4,2021-2022
Ryan Manning,Ireland,Swansea City,4,2021-2022
David McGoldrick,Ireland,Sheffield United,4,2021-2022
Ravel Morrison,Jamaica,Derby County,4,2021-2022
Oliver Norwood,Northern Ireland,Sheffield United,4,2021-2022
Fred Onyedinma,Nigeria,Luton Town,4,2021-2022
Antonee Robinson,USA,Fulham FC,4,2021-2022
Korey Smith,England,Swansea City,4,2021-2022
Djed Spence,England,Nottingham Forest,4,2021-2022
Josh Tymon,England,Stoke City,4,2021-2022
Ben Whiteman,England,Preston North End,4,2021-2022
Albert Adomah,Ghana,Queens Park Rangers,3,2021-2022
Benik Afobe,Congo DR,Millwall FC,3,2021-2022
Juninho Bacuna,Curaçao,Birmingham City,3,2021-2022
Folarin Balogun,USA,Middlesbrough FC,3,2021-2022
Sander Berge,Norway,Sheffield United,3,2021-2022
Josh Bowler,England,Blackpool FC,3,2021-2022
Ben Brereton,Chile,Blackburn Rovers,3,2021-2022
Callum Brittain,England,Barnsley FC,3,2021-2022
Jordan Clark,England,Luton Town,3,2021-2022
Jonson Clarke-Harris,England,Peterborough United,3,2021-2022
Sam Clucas,England,Stoke City,3,2021-2022
Isaak Davies,Wales,Cardiff City,3,2021-2022
Troy Deeney,England,Birmingham City,3,2021-2022
Anfernee Dijksteel,Suriname,Middlesbrough FC,3,2021-2022
Tyrhys Dolan,England,Blackburn Rovers,3,2021-2022
Tommy Doyle,England,Cardiff City,3,2021-2022
Cody Drameh,England,Cardiff City,3,2021-2022
Lyndon Dykes,Scotland,Queens Park Rangers,3,2021-2022
Tom Eaves,England,Hull City,3,2021-2022
Brandon Fleming,England,Hull City,3,2021-2022
Darnell Furlong,England,West Bromwich Albion,3,2021-2022
Sam Gallagher,England,Blackburn Rovers,3,2021-2022
Jordan Graham,England,Birmingham City,3,2021-2022
Onel Hernández,Cuba,Middlesbrough FC,3,2021-2022
Matty James,England,Bristol City,3,2021-2022
Charlie Kirk,England,Blackpool FC,3,2021-2022
Jason Knight,Ireland,Derby County,3,2021-2022
Ethan Laird,England,Swansea City,3,2021-2022
Ryan Ledson,England,Preston North End,3,2021-2022
Ryan Leonard,England,Millwall FC,3,2021-2022
Jefferson Lerma,Colombia,AFC Bournemouth,3,2021-2022
Keane Lewis-Potter,England,Hull City,3,2021-2022
Lucas João,Angola,Reading FC,3,2021-2022
Josh Maja,Nigeria,Stoke City,3,2021-2022
Scott McKenna,Scotland,Nottingham Forest,3,2021-2022
Carlton Morris,England,Barnsley FC,3,2021-2022
Perry Ng,England,Cardiff City,3,2021-2022
Olivier Ntcham,Cameroon,Swansea City,3,2021-2022
Lewis O'Brien,England,Huddersfield Town,3,2021-2022
Michael Obafemi,Ireland,Swansea City,3,2021-2022
Denis Odoi,Belgium,Fulham FC,3,2021-2022
Moses Odubajo,England,Queens Park Rangers,3,2021-2022
Josh Onomah,England,Fulham FC,3,2021-2022
Ben Osborn,England,Sheffield United,3,2021-2022
Marlon Pack,England,Cardiff City,3,2021-2022
Jordan Rhodes,Scotland,Huddersfield Town,3,2021-2022
Romaine Sawyers,St. Kitts & Nevis,Stoke City,3,2021-2022
Ben Sheaf,England,Coventry City,3,2021-2022
Graeme Shinnie,Scotland,Derby County,3,2021-2022
Danel Sinani,Luxembourg,Huddersfield Town,3,2021-2022
Enda Stevens,Ireland,Sheffield United,3,2021-2022
Danny Ward,England,Huddersfield Town,3,2021-2022
Joe Ward,England,Peterborough United,3,2021-2022
Duncan Watmore,England,Middlesbrough FC,3,2021-2022
Ben Wilmot,England,Stoke City,3,2021-2022
Hannes Wolf,Austria,Swansea City,3,2021-2022
Jerry Yates,England,Blackpool FC,3,2021-2022
Tosin Adarabioyo,England,Fulham FC,2,2021-2022
Semi Ajayi,Nigeria,West Bromwich Albion,2,2021-2022
Jamie Allen,England,Coventry City,2,2021-2022
Joel Bagan,Ireland,Cardiff City,2,2021-2022
Lewis Baker,England,Stoke City,2,2021-2022
George Baldock,Greece,Sheffield United,2,2021-2022
Tom Barkhuizen,England,Preston North End,2,2021-2022
Amari'i Bell,Jamaica,Luton Town,2,2021-2022
Luke Berry,England,Luton Town,2,2021-2022
Max Bird,England,Derby County,2,2021-2022
Nathan Byrne,England,Derby County,2,2021-2022
Allan Campbell,Scotland,Luton Town,2,2021-2022
James Chester,Wales,Stoke City,2,2021-2022
Tahith Chong,Netherlands,Birmingham City,2,2021-2022
Maxime Colin,France,Birmingham City,2,2021-2022
Lewis Cook,England,AFC Bournemouth,2,2021-2022
Matt Crooks,England,Middlesbrough FC,2,2021-2022
Keinan Davis,England,Nottingham Forest,2,2021-2022
Tom Dele-Bashiru,Nigeria,Reading FC,2,2021-2022
Siriki Dembélé,Scotland,Peterborough United,2,2021-2022
Flynn Downes,England,Swansea City,2,2021-2022
Malcolm Ebiowei,England,Derby County,2,2021-2022
John Egan,Ireland,Sheffield United,2,2021-2022
Ched Evans,Wales,Preston North End,2,2021-2022
John Fleck,Scotland,Sheffield United,2,2021-2022
Aden Flint,England,Cardiff City,2,2021-2022
Dael Fry,England,Middlesbrough FC,2,2021-2022
Matt Godden,England,Coventry City,2,2021-2022
Jorge Grant,England,Peterborough United,2,2021-2022
Matt Grimes,England,Swansea City,2,2021-2022
Alen Halilović,Croatia,Reading FC,2,2021-2022
Junior Hoilett,Canada,Reading FC,2,2021-2022
Ricky Jade-Jones,England,Peterborough United,2,2021-2022
Jordan James,Wales,Birmingham City,2,2021-2022
Reda Khadra,Germany,Blackburn Rovers,2,2021-2022
Andy King,Wales,Bristol City,2,2021-2022
Josh Koroma,England,Huddersfield Town,2,2021-2022
Jake Livermore,England,West Bromwich Albion,2,2021-2022
Jamal Lowe,Jamaica,Swansea City,2,2021-2022
Seán Maguire,Ireland,Preston North End,2,2021-2022
Han-Noah Massengo,France,Bristol City,2,2021-2022
Oliver McBurnie,Scotland,Sheffield United,2,2021-2022
Riley McGree,Australia,Middlesbrough FC,2,2021-2022
Sean McLoughlin,Ireland,Hull City,2,2021-2022
Paddy McNair,Northern Ireland,Middlesbrough FC,2,2021-2022
Danny McNamara,Ireland,Millwall FC,2,2021-2022
Kieffer Moore,Wales,Cardiff City,2,2021-2022
Michael Morrison,England,Reading FC,2,2021-2022
Alex Mowatt,England,West Bromwich Albion,2,2021-2022
Pelly-Ruddock Mpanzu,Congo DR,Luton Town,2,2021-2022
Iliman Ndiaye,Senegal,Sheffield United,2,2021-2022
Clarke Oduor,Kenya,Barnsley FC,2,2021-2022
Sheyi Ojo,England,Millwall FC,2,2021-2022
Matthew Phillips,Scotland,West Bromwich Albion,2,2021-2022
Harry Pickering,England,Blackburn Rovers,2,2021-2022
Pipa,Spain,Huddersfield Town,2,2021-2022
Luke Plange,England,Derby County,2,2021-2022
Kwame Poku,Ghana,Peterborough United,2,2021-2022
Brad Potts,England,Preston North End,2,2021-2022
Ian Poveda,Colombia,Blackburn Rovers,2,2021-2022
Nick Powell,England,Stoke City,2,2021-2022
Adam Reach,England,West Bromwich Albion,2,2021-2022
Tim Ream,USA,Fulham FC,2,2021-2022
Harrison Reed,England,Fulham FC,2,2021-2022
Marc Roberts,England,Birmingham City,2,2021-2022
Michael Rose,Scotland,Coventry City,2,2021-2022
George Saville,Northern Ireland,Millwall FC,2,2021-2022
Alex Scott,England,Bristol City,2,2021-2022
Richard Smallwood,England,Hull City,2,2021-2022
Adam Smith,England,AFC Bournemouth,2,2021-2022
Andraž Šporar,Slovenia,Middlesbrough FC,2,2021-2022
Jack Stacey,England,AFC Bournemouth,2,2021-2022
Junior Stanislas,England,AFC Bournemouth,2,2021-2022
Kevin Stewart,Jamaica,Blackpool FC,2,2021-2022
Ivan Šunjić,Croatia,Birmingham City,2,2021-2022
Sam Surridge,England,Stoke City,2,2021-2022
Lyle Taylor,Montserrat,Nottingham Forest,2,2021-2022
George Thomas,Wales,Queens Park Rangers,2,2021-2022
Conor Townsend,England,West Bromwich Albion,2,2021-2022
Will Vaulks,Wales,Cardiff City,2,2021-2022
Martyn Waghorn,England,Coventry City,2,2021-2022
Lee Wallace,Scotland,Queens Park Rangers,2,2021-2022
Joe Williams,England,Bristol City,2,2021-2022
Neco Williams,Wales,Fulham FC,2,2021-2022
Ryan Woods,England,Birmingham City,2,2021-2022
Andy Yiadom,Ghana,Reading FC,2,2021-2022
Victor Adeboyejo,Nigeria,Barnsley FC,1,2021-2022
Joe Allen,Wales,Stoke City,1,2021-2022
Mads Andersen,Denmark,Barnsley FC,1,2021-2022
Cameron Archer,England,Preston North End,1,2021-2022
Rob Atkinson,England,Bristol City,1,2021-2022
Charlie Austin,England,Queens Park Rangers,1,2021-2022
Abdul Rahman Baba,Ghana,Reading FC,1,2021-2022
Dominic Ball,Northern Ireland,Queens Park Rangers,1,2021-2022
Sol Bamba,Ivory Coast,Middlesbrough FC,1,2021-2022
Yoann Barbet,France,Queens Park Rangers,1,2021-2022
Kyle Bartley,England,West Bromwich Albion,1,2021-2022
Chris Basham,England,Sheffield United,1,2021-2022
Jake Beesley,England,Blackpool FC,1,2021-2022
Josh Benson,England,Barnsley FC,1,2021-2022
Jake Bidwell,England,Swansea City,1,2021-2022
Jayden Bogle,England,Sheffield United,1,2021-2022
Marc Bola,England,Middlesbrough FC,1,2021-2022
Gaëtan Bong,Cameroon,Nottingham Forest,1,2021-2022
Tom Bradshaw,Wales,Millwall FC,1,2021-2022
Ethan Bristow,England,Reading FC,1,2021-2022
Joe Bryan,England,Fulham FC,1,2021-2022
Lee Buchanan,England,Derby County,1,2021-2022
Oliver Burke,Scotland,Sheffield United,1,2021-2022
Dan Butler,England,Peterborough United,1,2021-2022
David Button,England,West Bromwich Albion,1,2021-2022
Ben Cabango,Wales,Swansea City,1,2021-2022
Cafú,Portugal,Nottingham Forest,1,2021-2022
Gary Cahill,England,AFC Bournemouth,1,2021-2022
Tyrese Campbell,England,Stoke City,1,2021-2022
Andy Carroll,England,West Bromwich Albion,1,2021-2022
Nathaniel Chalobah,England,Fulham FC,1,2021-2022
Jack Colback,England,Nottingham Forest,1,2021-2022
Devante Cole,England,Barnsley FC,1,2021-2022
Levi Colwill,England,Huddersfield Town,1,2021-2022
Rubin Colwill,Wales,Cardiff City,1,2021-2022
Callum Connolly,England,Blackpool FC,1,2021-2022
Tommy Conway,Scotland,Bristol City,1,2021-2022
Lewie Coyle,England,Hull City,1,2021-2022
Liam Cullen,Wales,Swansea City,1,2021-2022
Greg Cunningham,Ireland,Preston North End,1,2021-2022
Fankaty Dabo,England,Coventry City,1,2021-2022
Bradley Dack,England,Blackburn Rovers,1,2021-2022
Owen Dale,England,Blackpool FC,1,2021-2022
Scott Dann,England,Reading FC,1,2021-2022
Jacob Davenport,England,Blackburn Rovers,1,2021-2022
Leif Davis,England,AFC Bournemouth,1,2021-2022
Jordy de Wijs,Netherlands,Queens Park Rangers,1,2021-2022
Grady Diangana,Congo DR,West Bromwich Albion,1,2021-2022
Rob Dickie,England,Queens Park Rangers,1,2021-2022
Greg Docherty,Scotland,Hull City,1,2021-2022
Andre Dozzell,England,Queens Park Rangers,1,2021-2022
Danny Drinkwater,England,Reading FC,1,2021-2022
Jimmy Dunne,Ireland,Queens Park Rangers,1,2021-2022
Josh Earl,England,Preston North End,1,2021-2022
Festy Ebosele,Ireland,Derby County,1,2021-2022
Carel Eiting,Netherlands,Huddersfield Town,1,2021-2022
Marvin Ekpiteta,England,Blackpool FC,1,2021-2022
Callum Elder,Australia,Hull City,1,2021-2022
George Evans,England,Millwall FC,1,2021-2022
Marcus Forss,Finland,Hull City,1,2021-2022
Craig Forsyth,Scotland,Derby County,1,2021-2022
Jeando Fuchs,Cameroon,Peterborough United,1,2021-2022
Jordan Gabriel,England,Nottingham Forest,1,2021-2022
Claudio Gomes,France,Barnsley FC,1,2021-2022
Andre Gray,Jamaica,Queens Park Rangers,1,2021-2022
Daniel Grimshaw,England,Blackpool FC,1,2021-2022
Mark Harris,Wales,Cardiff City,1,2021-2022
Taylor Harwood-Bellis,England,Stoke City,1,2021-2022
Ryan Hedges,Wales,Blackburn Rovers,1,2021-2022
Michał Helik,Poland,Barnsley FC,1,2021-2022
Scott High,Scotland,Huddersfield Town,1,2021-2022
Scott Hogan,Ireland,Birmingham City,1,2021-2022
Jonathan Hogg,England,Huddersfield Town,1,2021-2022
Jordan Hugill,England,West Bromwich Albion,1,2021-2022
James Husband,England,Blackpool FC,1,2021-2022
Shaun Hutchinson,England,Millwall FC,1,2021-2022
Zeno Ibsen Rossi,England,AFC Bournemouth,1,2021-2022
Uche Ikpeazu,Uganda,Middlesbrough FC,1,2021-2022
Tom Ince,England,Stoke City,1,2021-2022
Sam Johnstone,England,West Bromwich Albion,1,2021-2022
Jodi Jones,Malta,Coventry City,1,2021-2022
Kamil Jóźwiak,Poland,Derby County,1,2021-2022
Lukas Jutkiewicz,England,Birmingham City,1,2021-2022
Tomáš Kalas,Czech Republic,Bristol City,1,2021-2022
Thomas Kaminski,Belgium,Blackburn Rovers,1,2021-2022
Colin Kâzım-Richards,Turkey,Derby County,1,2021-2022
Liam Kelly,Scotland,Coventry City,1,2021-2022
Lloyd Kelly,England,AFC Bournemouth,1,2021-2022
Richard Keogh,Ireland,Blackpool FC,1,2021-2022
Eli King,Wales,Cardiff City,1,2021-2022
Liam Kitching,England,Barnsley FC,1,2021-2022
Josh Knight,England,Peterborough United,1,2021-2022
Darragh Lenihan,Ireland,Blackburn Rovers,1,2021-2022
Tom Lockyer,Wales,Luton Town,1,2021-2022
Joe Lolley,England,Nottingham Forest,1,2021-2022
Ian Maatsen,Netherlands,Coventry City,1,2021-2022
Emiliano Marcondes,Denmark,AFC Bournemouth,1,2021-2022
Alexander Mighten,England,Nottingham Forest,1,2021-2022
Demetri Mitchell,England,Blackpool FC,1,2021-2022
George Moncur,England,Hull City,1,2021-2022
Liam Moore,Jamaica,Stoke City,1,2021-2022
Simon Moore,England,Coventry City,1,2021-2022
Sean Morrison,England,Cardiff City,1,2021-2022
Callum Morton,England,Peterborough United,1,2021-2022
Admiral Muskwe,Zimbabwe,Luton Town,1,2021-2022
Ollie Norburn,Grenada,Peterborough United,1,2021-2022
Rhys Norrington-Davies,Wales,Sheffield United,1,2021-2022
Alex Palmer,England,West Bromwich Albion,1,2021-2022
Romal Palmer,England,Barnsley FC,1,2021-2022
Martín Payero,Argentina,Middlesbrough FC,1,2021-2022
Ben Pearson,England,AFC Bournemouth,1,2021-2022
Kristian Pedersen,Denmark,Birmingham City,1,2021-2022
Cameron Pring,England,Bristol City,1,2021-2022
George Pușcaș,Romania,Reading FC,1,2021-2022
Jack Robinson,England,Sheffield United,1,2021-2022
Regan Slater,England,Sheffield United,1,2021-2022
Matt Smith,England,Millwall FC,1,2021-2022
Tyler Smith,England,Hull City,1,2021-2022
Robert Snodgrass,Scotland,West Bromwich Albion,1,2021-2022
Richard Stearman,England,Derby County,1,2021-2022
Jordan Storey,England,Preston North End,1,2021-2022
Callum Styles,Hungary,Barnsley FC,1,2021-2022
Sammie Szmodics,Ireland,Peterborough United,1,2021-2022
Jack Taylor,Ireland,Peterborough United,1,2021-2022
Kenny Tete,Netherlands,Fulham FC,1,2021-2022
Jordan Thorniley,England,Blackpool FC,1,2021-2022
Lewis Travis,England,Blackburn Rovers,1,2021-2022
Ollie Turton,England,Huddersfield Town,1,2021-2022
Sepp van den Berg,Netherlands,Preston North End,1,2021-2022
Jan Paul van Hecke,Netherlands,Blackburn Rovers,1,2021-2022
Rémy Vita,Comoros,Barnsley FC,1,2021-2022
Zak Vyner,England,Bristol City,1,2021-2022
Nahki Wells,Bermuda,Bristol City,1,2021-2022
Mallik Wilks,England,Hull City,1,2021-2022
Ryan Wintle,England,Cardiff City,1,2021-2022
Matty Wolfe,England,Barnsley FC,1,2021-2022
Cauley Woodrow,England,Barnsley FC,1,2021-2022
Joe Worrall,England,Nottingham Forest,1,2021-2022
Xande Silva,Portugal,Nottingham Forest,1,2021-2022
Jordan Zemura,Zimbabwe,AFC Bournemouth,1,2021-2022
