Player,Country,Team,Assists,Season
Josh Onomah,England,Sheffield Wednesday,3,2018-2019
Marlon Pack,England,Bristol City,3,2018-2019
Collin Quaner,Germany,Ipswich Town,3,2018-2019
Callum Robinson,Ireland,Preston North End,3,2018-2019
Wayne Routledge,England,Swansea City,3,2018-2019
John Swift,England,Reading FC,3,2018-2019
Martyn Waghorn,England,Derby County,3,2018-2019
Glenn Whelan,Ireland,Aston Villa,3,2018-2019
Harry Wilson,Wales,Derby County,3,2018-2019
Lewis Wing,England,Middlesbrough FC,3,2018-2019
Tosin Adarabioyo,England,West Bromwich Albion,2,2018-2019
Albert Adomah,Ghana,Aston Villa,2,2018-2019
Benik Afobe,Congo DR,Stoke City,2,2018-2019
Àngel Rangel,Spain,Queens Park Rangers,2,2018-2019
George Baldock,Greece,Sheffield United,2,2018-2019
Patrick Bamford,England,Leeds United,2,2018-2019
Brandon Barker,England,Preston North End,2,2018-2019
Tyler Blackett,England,Reading FC,2,2018-2019
George Boyd,Scotland,Sheffield Wednesday,2,2018-2019
Craig Bryson,Scotland,Derby County,2,2018-2019
Todd Cantwell,England,Norwich City,2,2018-2019
Luke Chambers,England,Ipswich Town,2,2018-2019
Jack Clarke,England,Leeds United,2,2018-2019
Ashley Cole,England,Derby County,2,2018-2019
Callum Connolly,England,Wigan Athletic,2,2018-2019
Henrik Dalsgaard,Denmark,Brentford FC,2,2018-2019
Craig Dawson,England,West Bromwich Albion,2,2018-2019
Famara Diédhiou,Senegal,Bristol City,2,2018-2019
Gwion Edwards,Wales,Ipswich Town,2,2018-2019
Ovie Ejaria,England,Reading FC,2,2018-2019
Tom Elliott,England,Millwall FC,2,2018-2019
Leroy Fer,Netherlands,Swansea City,2,2018-2019
Steven Fletcher,Scotland,Sheffield Wednesday,2,2018-2019
Anthony Forde,Ireland,Rotherham United,2,2018-2019
George Friend,England,Middlesbrough FC,2,2018-2019
Ben Godfrey,England,Norwich City,2,2018-2019
Adlène Guédioura,Algeria,Nottingham Forest,2,2018-2019
Jack Harrison,England,Leeds United,2,2018-2019
Ahmed Hegazy,Egypt,West Bromwich Albion,2,2018-2019
Markus Henriksen,Norway,Hull City,2,2018-2019
Rico Henry,England,Brentford FC,2,2018-2019
Andrew Hughes,Wales,Preston North End,2,2018-2019
Jordan Hugill,England,Middlesbrough FC,2,2018-2019
Kayden Jackson,England,Ipswich Town,2,2018-2019
Maikel Kieftenbeld,Netherlands,Birmingham City,2,2018-2019
Stephen Kingsley,Scotland,Hull City,2,2018-2019
Jonathan Kodjia,Ivory Coast,Aston Villa,2,2018-2019
Tom Lawrence,Wales,Derby County,2,2018-2019
Tom Lees,England,Sheffield Wednesday,2,2018-2019
Ryan Leonard,England,Sheffield United,2,2018-2019
Jake Livermore,England,West Bromwich Albion,2,2018-2019
Lucas João,Angola,Sheffield Wednesday,2,2018-2019
Gary Madine,England,Sheffield United,2,2018-2019
Scott Malone,England,Derby County,2,2018-2019
Marco Matias,Portugal,Sheffield Wednesday,2,2018-2019
Emiliano Marcondes,Denmark,Brentford FC,2,2018-2019
Kamohelo Mokotjo,South Africa,Brentford FC,2,2018-2019
Kyle Naughton,England,Swansea City,2,2018-2019
Atdhe Nuhiu,Kosovo,Sheffield Wednesday,2,2018-2019
Kristian Pedersen,Denmark,Birmingham City,2,2018-2019
Joey Pelupessy,Netherlands,Sheffield Wednesday,2,2018-2019
Kalvin Phillips,England,Leeds United,2,2018-2019
Erik Pieters,Netherlands,Stoke City,2,2018-2019
Jack Robinson,England,Nottingham Forest,2,2018-2019
Kemar Roofe,Jamaica,Leeds United,2,2018-2019
Joe Rothwell,England,Blackburn Rovers,2,2018-2019
Josh Scowen,England,Queens Park Rangers,2,2018-2019
Jamie Shackleton,England,Leeds United,2,2018-2019
Josh Sims,England,Reading FC,2,2018-2019
Neil Taylor,Wales,Aston Villa,2,2018-2019
Jon Toral,Spain,Hull City,2,2018-2019
Richie Towell,Ireland,Rotherham United,2,2018-2019
Jed Wallace,England,Millwall FC,2,2018-2019
Grant Ward,England,Ipswich Town,2,2018-2019
David Wheater,England,Bolton Wanderers,2,2018-2019
Joe Williams,England,Bolton Wanderers,2,2018-2019
Ryan Williams,Australia,Rotherham United,2,2018-2019
Shaun Williams,Ireland,Millwall FC,2,2018-2019
Josh Windass,England,Wigan Athletic,2,2018-2019
Christoph Zimmermann,Germany,Norwich City,2,2018-2019
Rolando Aarons,Jamaica,Sheffield Wednesday,1,2018-2019
Semi Ajayi,Nigeria,Rotherham United,1,2018-2019
Sone Aluko,Nigeria,Reading FC,1,2018-2019
Karim Ansarifard,Iran,Nottingham Forest,1,2018-2019
Joel Asoro,Sweden,Swansea City,1,2018-2019
Lewis Baker,England,Reading FC,1,2018-2019
Courtney Baker-Richardson,England,Swansea City,1,2018-2019
Sam Baldock,England,Reading FC,1,2018-2019
Tom Barkhuizen,England,Preston North End,1,2018-2019
Gareth Barry,England,West Bromwich Albion,1,2018-2019
Kyle Bartley,England,West Bromwich Albion,1,2018-2019
Chris Basham,England,Sheffield United,1,2018-2019
Daniel Batty,England,Hull City,1,2018-2019
Amari'i Bell,Jamaica,Blackburn Rovers,1,2018-2019
Saido Berahino,Burundi,Stoke City,1,2018-2019
Gaetano Berardi,Switzerland,Leeds United,1,2018-2019
Bartosz Białkowski,Poland,Ipswich Town,1,2018-2019
James Bree,England,Ipswich Town,1,2018-2019
Ben Brereton,Chile,Blackburn Rovers,1,2018-2019
Will Buckley,England,Bolton Wanderers,1,2018-2019
George Byers,Scotland,Swansea City,1,2018-2019
Geoff Cameron,USA,Queens Park Rangers,1,2018-2019
Scott Carson,England,Derby County,1,2018-2019
Matty Cash,Poland,Nottingham Forest,1,2018-2019
Ilias Chair,Morocco,Queens Park Rangers,1,2018-2019
Trevoh Chalobah,England,Ipswich Town,1,2018-2019
Tom Clarke,England,Preston North End,1,2018-2019
Jack Colback,England,Nottingham Forest,1,2018-2019
Craig Conway,Scotland,Blackburn Rovers,1,2018-2019
Liam Cooper,Scotland,Leeds United,1,2018-2019
Martin Cranie,England,Sheffield United,1,2018-2019
Peter Crouch,England,Stoke City,1,2018-2019
Tendayi Darikwa,Zimbabwe,Nottingham Forest,1,2018-2019
Joshua Dasilva,England,Brentford FC,1,2018-2019
David Raya,Spain,Blackburn Rovers,1,2018-2019
Ben Davies,England,Preston North End,1,2018-2019
Cameron Dawson,England,Sheffield Wednesday,1,2018-2019
Mame Diouf,Senegal,Stoke City,1,2018-2019
Clayton Donaldson,England,Bolton Wanderers,1,2018-2019
Flynn Downes,England,Ipswich Town,1,2018-2019
Stewart Downing,England,Middlesbrough FC,1,2018-2019
Nathan Dyer,England,Swansea City,1,2018-2019
Josh Earl,England,Preston North End,1,2018-2019
John Egan,Ireland,Sheffield United,1,2018-2019
Tommy Elphick,England,Hull City,1,2018-2019
Peter Etebo,Nigeria,Stoke City,1,2018-2019
Aden Flint,England,Middlesbrough FC,1,2018-2019
Fernando Forestieri,Italy,Sheffield Wednesday,1,2018-2019
Jay Fulton,Scotland,Swansea City,1,2018-2019
Darnell Furlong,England,Queens Park Rangers,1,2018-2019
Craig Gardner,England,Birmingham City,1,2018-2019
Joe Garner,England,Wigan Athletic,1,2018-2019
Andre Green,England,Aston Villa,1,2018-2019
Will Grigg,Northern Ireland,Wigan Athletic,1,2018-2019
Chris Gunter,Wales,Reading FC,1,2018-2019
Rakeem Harper,England,West Bromwich Albion,1,2018-2019
Callum Harriott,England,Reading FC,1,2018-2019
Ellis Harrison,Wales,Ipswich Town,1,2018-2019
Josh Harrop,England,Preston North End,1,2018-2019
Dean Henderson,England,Sheffield United,1,2018-2019
Scott Hogan,Ireland,Sheffield United,1,2018-2019
Duane Holmes,USA,Derby County,1,2018-2019
Gary Hooper,England,Sheffield Wednesday,1,2018-2019
Alan Hutton,Scotland,Aston Villa,1,2018-2019
Dominic Iorfa,England,Sheffield Wednesday,1,2018-2019
Jackson Irvine,Australia,Hull City,1,2018-2019
Saidy Janko,Switzerland,Nottingham Forest,1,2018-2019
Pontus Jansson,Sweden,Leeds United,1,2018-2019
Florian Jozefzoon,Suriname,Derby County,1,2018-2019
Alan Judge,Ireland,Ipswich Town,1,2018-2019
Todd Kane,England,Hull City,1,2018-2019
Myles Kenlock,England,Ipswich Town,1,2018-2019
Richard Keogh,Ireland,Derby County,1,2018-2019
Timm Klose,Switzerland,Norwich City,1,2018-2019
Ryan Ledson,England,Preston North End,1,2018-2019
Toni Leistner,Germany,Queens Park Rangers,1,2018-2019
Moritz Leitner,Germany,Norwich City,1,2018-2019
Eric Lichaj,USA,Hull City,1,2018-2019
John Lundstram,England,Sheffield United,1,2018-2019
Lewis MacLeod,Scotland,Brentford FC,1,2018-2019
Josh Magennis,Northern Ireland,Bolton Wanderers,1,2018-2019
Ryan Manning,Ireland,Rotherham United,1,2018-2019
Ben Marshall,England,Norwich City,1,2018-2019
Chris Martin,Scotland,Hull City,1,2018-2019
Gavin Massey,England,Wigan Athletic,1,2018-2019
Paddy McNair,Northern Ireland,Middlesbrough FC,1,2018-2019
Tyrone Mears,Jamaica,West Bromwich Albion,1,2018-2019
Yakou Meïté,Ivory Coast,Reading FC,1,2018-2019
Chris Mepham,Wales,Brentford FC,1,2018-2019
James Meredith,Australia,Millwall FC,1,2018-2019
James Morrison,Scotland,West Bromwich Albion,1,2018-2019
Michael Morrison,England,Birmingham City,1,2018-2019
Sam Morsy,Egypt,Wigan Athletic,1,2018-2019
Louis Moult,England,Preston North End,1,2018-2019
Jacob Murphy,England,West Bromwich Albion,1,2018-2019
Luke Murphy,England,Bolton Wanderers,1,2018-2019
Kal Naismith,Scotland,Wigan Athletic,1,2018-2019
Danny Namaso,England,Reading FC,1,2018-2019
Craig Noone,England,Bolton Wanderers,1,2018-2019
Kristoffer Nordfeldt,Sweden,Swansea City,1,2018-2019
David Nugent,England,Derby County,1,2018-2019
Allan Nyom,Cameroon,West Bromwich Albion,1,2018-2019
Aiden O'Brien,Ireland,Millwall FC,1,2018-2019
Gary O'Neil,England,Bolton Wanderers,1,2018-2019
Moses Odubajo,England,Brentford FC,1,2018-2019
Martin Olsson,Sweden,Swansea City,1,2018-2019
Kasey Palmer,Jamaica,Bristol City,1,2018-2019
Matt Penney,England,Sheffield Wednesday,1,2018-2019
Anthony Pilkington,Ireland,Wigan Athletic,1,2018-2019
Daniel Pudil,Czech Republic,Sheffield Wednesday,1,2018-2019
Marc Pugh,England,Hull City,1,2018-2019
Jordan Rhodes,Scotland,Norwich City,1,2018-2019
Andy Rinomhota,Zimbabwe,Reading FC,1,2018-2019
Connor Roberts,Wales,Swansea City,1,2018-2019
Jordan Roberts,England,Ipswich Town,1,2018-2019
Clark Robertson,Scotland,Rotherham United,1,2018-2019
Antonee Robinson,USA,Wigan Athletic,1,2018-2019
Hal Robson-Kanu,Wales,West Bromwich Albion,1,2018-2019
Mahlon Romeo,Antigua & Barbuda,Millwall FC,1,2018-2019
Ryan Shotton,England,Middlesbrough FC,1,2018-2019
Jiří Skalák,Czech Republic,Millwall FC,1,2018-2019
Cole Skuse,England,Ipswich Town,1,2018-2019
Richard Smallwood,England,Blackburn Rovers,1,2018-2019
Matt Smith,England,Queens Park Rangers,1,2018-2019
Dennis Srbeny,Germany,Norwich City,1,2018-2019
Kevin Stewart,Jamaica,Hull City,1,2018-2019
Jordan Storey,England,Preston North End,1,2018-2019
Marcus Tavernier,England,Middlesbrough FC,1,2018-2019
Andrew Taylor,England,Bolton Wanderers,1,2018-2019
Jon Taylor,England,Rotherham United,1,2018-2019
Fikayo Tomori,England,Derby County,1,2018-2019
Axel Tuanzebe,Congo DR,Aston Villa,1,2018-2019
Mike van der Hoorn,Netherlands,Swansea City,1,2018-2019
Kyle Vassell,Northern Ireland,Rotherham United,1,2018-2019
Thibaud Verlinden,Belgium,Stoke City,1,2018-2019
Sam Vokes,Wales,Stoke City,1,2018-2019
Jon Walters,Ireland,Ipswich Town,1,2018-2019
Conor Washington,Northern Ireland,Sheffield United,1,2018-2019
Ben Wiles,England,Rotherham United,1,2018-2019
Ashley Williams,Wales,Stoke City,1,2018-2019
Derrick Williams,Ireland,Blackburn Rovers,1,2018-2019
Richard Wood,England,Rotherham United,1,2018-2019
